Ayssi comensan las paraulas de Albucasim .	"Albucacis, let's start with the words."
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	Here is the calligraphic text "clavis choris", which translates to "key of joy". It suggests that atop this key there could be a shape resembling a carnation, in its central resting place where it's prominently sought.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	Take a pause to consider the location of pain, and let me show you—so that it's not inadvertently caused by my action—and I will slowly turn the screw little by little with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	If the amount of love that you dedicate to studying your faith is sufficient enough to shape your character positively, and it elevates me as well so that my artery (figuratively speaking) is not harmed by what comes out of it, in order that no harmful flow or consequence occurs.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	Content involves saltwater and a stay there about the place, and they stayed for three days; and that pause by the seashore they took care of their health inside it until healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	If you are seizing, cauterize the tip of the finger according to cautery procedures, and be careful during artery incision especially in this ancient migratory area that is not antiquated.
Capitol quart.	The phrase "Capitol quart" appears to be a reference or abbreviation, but without further context, it's challenging to provide an exact translation into English as a standalone statement. However, if we consider common interpretations, it might relate to something associated with the Capitol (possibly referring to government buildings in Washington D.C.) and quart, which could imply size or division.
De cauterizacio d’emigranea antiqua.	Ancient emigrant cautery.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	As a doctor who addresses the migratory population that has been previously discussed, and considering the divisions of diseases, when you have not improved the treatment, sometimes even for the disease that exceeds what was said about the first stitch in medicine or the second one performed by the surgeon, then it is clear that you are ignoring the location of pain along a long line where its origin lies. Instead, let's create an incision and penetrate deep into the abdomen to reach the organ.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, it is necessary for you to ensure the continuous function of the mandible, which is weakened due to chewing and that its cartilage does not become detached, as well as protecting the nerves involved in this movement so that no spasm occurs.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	It's about the care and protection of blood flow in a small artery that he is scared, but more to those who do not know what they are doing or studying, and therefore put the operation at first glance.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	You want to come along in memory of the regiment's march of disaster from cavalry according to the seasonal malady, at its place of this free book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	You conspire against this heinous crime by not providing the necessary resources for this torture and you inflict an unbearable wound upon him, then torture that wound in his chest so close to the heart as we have recounted, and cure it within a timeframe where it can be healed.
