Ayssi comensan las paraulas de Albucasim .	Then apply the techniques of Albucasim.
E donc cove que mondifiques le cervel de lu al comensament de lu am yeras e am l’autra curacio la qual havem dicta en la divisio quan le malaute es gran e es tollerant la exceperacio de las medicinas.	Therefore, it's necessary to use a cautery on the patient's body when the pain is severe in the cavity where they are holding the other cushion for their feet.
E si es enfant le qual no sufferte las medicinas, lahoras aministra guarguarissmes e mastiguatoris le servel mondifican, denant aquo per motz dias, am bonifficacio de las viandas.	And if it is a child who doesn't respond to other remedies, they should be treated with medicines for several days.
E aprop ras le cap del malaute, e aprop cauteriza aquel am un cauteri en le mieg loc del cap segon la manieyra precedent, e am autre cauteri en le occiput de lu, e sobre quascun corn del cap sieu cauterisa.	E's the head that needs to be treated, so use the preceding method for applying the cushion to the patient.
E si le malaute es fort e es tollerant, lahoras cauteriza aquel am cauteris les quals he ditz, en havent paraliticament e mollificacio del cors sobre les spondils del col e les spondils del dos.	And if the patient has a strong constitution, then use cautery on those who are paralyzed.
E sia cauteri olivar segon qu’es precedit.	And if you apply the cautery to its (the body's) surface, e.g., on the foot, you should cauterize the area with a hot iron.
Mays si le malaute es enfant, lahoras pausa cauteri subtil segon aquesta manieyra.	If the child has gout, the doctor should be careful to treat them gently.
Capitol .xi.	Chapter 11.
De cauterizacio de melencolia.	De cauterizacio de mal, that's Latin for "On cauterization of the thighs."
Quan las causas de melencolia so humiditatz corrompudas e flacma gros, lahoras cauteriza aquel am les cauteris les quals havem ditz en le havent paralisi.	When the causes of melancholy are humid humors and a gross corruption in the body, it is customary to apply a cushion for support.
E si la causa de melencolia es superfluitat declinant a melencolia, e le cors del malaute es humit, lahoras da ha beure aquo que mundifica le cervel de lu segon aquo que ha precedut en la divisio.	And if the patient has a fever, then you should apply cooling compresses.
E aprop ras le cap del malaute, e aprop fay tortora decentment fayta de li sobre le cercle, e aprop depausa aquela en le mieg loc del cap.	And a doctor's tool is used for that purpose.
E le malaute sia sesent cayrat, e sia tengut de tota partida.	And if the pain is felt in the legs or feet, then it is called gout.
E aprop pausa liniment; et es pus digne de boder antic de ovelhas.	And then apply a poultice to the affected limb.
E escalfa aquel sobre le foc per calefaccio temprada per mesura, le qual le dit sufferta quan es mes en lu.	And if it is necessary to heat a part of the body, apply a gentle heat to the patient's feet.
E aprop vuo’ aquel en le mieg loc del cap de lu en le cercle, e leysa lu entro que sia enfregidat.	Then place a cushion under that which has been left on the leg to support it, if the leg is swollen.
E fay aquo am le malaute en tota semmana una veguada, am le autre regiment de lu bo entro que sia sanat; o si vols, cauteriza aquel fazen petitz puntz segon lo mays de lu, sino que tenguas la ma am un cauteri ayssi ordenat: aquesta es specia de cauteri la qual humecta le cervel am equalitat.	Then one should treat the leg and apply cushions to it.
E aprop pausa aquel coto enbegut en boder o en grays de gualina.	And then apply a poultice to their condition, and treat them accordingly.
Capitol .xii.	The patient is in the thighs, it is customary to use cauterization to treat gout.
De cauterisacio de aygua descendent en le huel.	The original text is in Latin and I'm assuming it means something like:
Quan a tu es declarat le comensament de aygua en le huel per les senhals les quals yeu he ditz en la divisio, lahoras comensa e dona en beure al malaute aquo que mondifique le cap de lu, e guarda aquel de totas humiditatz.	And if pain persists in the joints of the legs, it is customarily treated by placing a cushion on them.
E fay aquel suzar en banh en degu per alcus jorns.	And if you have a cushion under their legs, and apply it to their thighs.
E aprop comanda a lu que raza le sieu cap, e cauteriza aquel am cauteri en le mieg loc del cap; e aprop cauteriza aquel am dos cauteris sobre dos templas si es le comensament de ysement de aygua en dos huels, o de la un latz si es comensamen de l’aygua en un huel.	And if the patient has a cushion placed upon them by the physician's hand, it is another kind of cautery that is used for the cure.
Incideys am cauteri totas las venas e arcerias las quals so dejos la codena; e sian les cauteris en aquela lonh en la latitut de las templas.	When there is pain in the veins, one should cauterize them.
E guarda te de fluxs de sanc quan es cauterizat; e si veses de lu fluxs de sanc, osta le am alcuna medicina, la qual es a tu possible.	And if you cauterize it, the blood will be burned; but use it on the patient only as a last resort.
E yeu vindre am savieza la qual es en extraccio de arcerias e am abscizio de aquelas e cautela de fluxs de sanc.	And so with knowledge from the surgeon you must know that the other one is treated by applying a cushion to their legs.
E alcunas vetz es cauterizat en le cervitz dejos dos osses am dos cauteris dererament produzitz.	And if you want to know about their health, you can check by feeling the pulse in their leg.
Capitol .xiii.	This chapter describes how to treat a patient for a condition that causes pain in their feet and how to prevent them from getting worse by using poultices and compresses.
De cauterizacio de lacrimas antiquas.	And if you want to cauterize the patient's legs, use a cushion for support.
Quan lacrimas dels huels so antiquas assuduament e per las venas e arterias las quals so en le loc manifest del cap defora e es verificat que aquo es superfluitatz frejas flecmatiquas, lahoras cauteriza aquel am cauteri le qual havem recontat en le capitol de comensament de aygua cazent en les huels, e am cauteri en le mieg loc del cap e am dos cauteris en la cervitz dejos dos templas, e am dos cauteris en la cervitz dejos dos osses.	Then apply a poultice to the wounds caused by the two cushions used for the thighs and place another cushion under them.
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	And if you have been injured by gout, then apply the hot cautery to the affected area.
Capitol .xiiii.	Capitol 14.
De cauterizacio de fetor de nas.	De cauterizatio del pes de la persona que fa il "nas".
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	And if you put another cushion under their feet after three days, the patient will be healed.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	And place another cushion on their legs, and hold their feet.
E guarda te de la arceria que no incindas aquela.	And guard that which is needed to be cauterized, you must not cut those.
E del cauteri clavilh aquesta es la forma.	And this is how you apply the cauterization technique.
Capitol .xv.	Chapter 15.
De cauteri de mollificacio de palpebras dels huels.	Then return the patient's eyelids to their place.
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	This is the way to treat it with a cauterizer made for the moon, but modified for use on the legs or chest.
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	And if you apply cauterization to the area above the eyes, they will be lengthened on their sides.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	And if you have a fever, then use cold compresses to reduce it.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	The translation is:
Capitol .xvi.	Chapter 16.
De cauteri de la palpebre del huel quan les pels so convertitz a las partidas dedintz e punho le huel.	Then you should cauterize the foot of the patient.
Quan les pels del huel son convertitz a las partidas dedintz ayssi que pungo le huel, cauteri en aquels es segon dos manieyras, quar cauteri o es am fer o es am medicina comburent.	When the doctors say that someone has been suffering from gout, they will often use the term "inflammation" to describe it.
Si am cauteri de lu am foc, comanda al malaute denant aquo que leyse les sieus pels ayssi cum aquels les quals les mundan, entro que sian prolonguatz e engualhatz; e si punho aquel deves le lor naysement, lahoras tu strenh les huels de lu am una benda per so que no sia maugut entro que·ls pels sian nascutz.	If you see redness or swelling in the area where the patient's body was cauterized, apply a bandage to protect the skin from irritation.
