Ayssi comensan las paraulas de Albucasim .	The patient's body was opened.
E si es necessari en la malautia de mollificacio del cors de trops aquel e les malautes tollerantz e la malautia es fort, lahoras cauteriza aquel am quatre cauteris sobre les spondils del dos, e dererament am cauteri entro que sia comborit de la codena mot de lu, e aleva la tieua ma.	When pain in the body becomes severe, it is treated by cauterizing the affected area with a hot iron.
E aprop cura aquel entro que sia sanat, e aquest sia cauteri olivar.	And so the intestine that causes it, may be healed.
Capitol .x.	Chapter 10
De cauterisacio de epilemcia.	This refers to the treatment of a condition related to the location of the pain.
No es cauterizat le epilemtic sino aquella epilemcia es per flecma.	You are correct that the second source sentence is a reference to treating the condition of gout.
E donc cove que mondifiques le cervel de lu al comensament de lu am yeras e am l’autra curacio la qual havem dicta en la divisio quan le malaute es gran e es tollerant la exceperacio de las medicinas.	Therefore, the physician should apply cauterization to the foot when it is necessary to drain the pus from an infected wound or the body's natural fluids are being drawn out.
E si es enfant le qual no sufferte las medicinas, lahoras aministra guarguarissmes e mastiguatoris le servel mondifican, denant aquo per motz dias, am bonifficacio de las viandas.	This sentence describes a situation where someone is being treated for a condition called gout.
E aprop ras le cap del malaute, e aprop cauteriza aquel am un cauteri en le mieg loc del cap segon la manieyra precedent, e am autre cauteri en le occiput de lu, e sobre quascun corn del cap sieu cauterisa.	E aprop pause on la man's head to stop the pain.
E si le malaute es fort e es tollerant, lahoras cauteriza aquel am cauteris les quals he ditz, en havent paraliticament e mollificacio del cors sobre les spondils del col e les spondils del dos.	And if the patient has a strong constitution, then cauterize their legs and chest using a cushion.
E sia cauteri olivar segon qu’es precedit.	And if it is necessary to apply a cushion to the affected area.
Mays si le malaute es enfant, lahoras pausa cauteri subtil segon aquesta manieyra.	If the child has gout, the treatment is with a hot, iron-tipped cautery tool.
Capitol .xi.	Chapter 11
De cauterizacio de melencolia.	On melancholia, the treatment is as follows.
Quan las causas de melencolia so humiditatz corrompudas e flacma gros, lahoras cauteriza aquel am les cauteris les quals havem ditz en le havent paralisi.	If the patient suffers from melancholy due to corrupted humors, then cauterize them.
E si la causa de melencolia es superfluitat declinant a melencolia, e le cors del malaute es humit, lahoras da ha beure aquo que mundifica le cervel de lu segon aquo que ha precedut en la divisio.	A person suffering from melencolia may be treated by cauterizing their brain if they are prone to that illness.
E aprop ras le cap del malaute, e aprop fay tortora decentment fayta de li sobre le cercle, e aprop depausa aquela en le mieg loc del cap.	And a poultice of the pigeon be placed on the head, and another be used to treat it.
E le malaute sia sesent cayrat, e sia tengut de tota partida.	And if the disease is spreading through the limbs, then it's best to apply cushions to the area.
E aprop pausa liniment; et es pus digne de boder antic de ovelhas.	And so apply liniment to the area; then if it's necessary to use a poultice, or for the patient to be treated with a poultice.
E escalfa aquel sobre le foc per calefaccio temprada per mesura, le qual le dit sufferta quan es mes en lu.	And then he will be heated by fire on the altar of medicine.
E aprop vuo’ aquel en le mieg loc del cap de lu en le cercle, e leysa lu entro que sia enfregidat.	Then place a cushion upon their legs so as to soothe the pain that arises from cold humors in the feet.
E fay aquo am le malaute en tota semmana una veguada, am le autre regiment de lu bo entro que sia sanat; o si vols, cauteriza aquel fazen petitz puntz segon lo mays de lu, sino que tenguas la ma am un cauteri ayssi ordenat: aquesta es specia de cauteri la qual humecta le cervel am equalitat.	This refers to the need for cushions and a doctor's careful attention to ensure the comfort and safety of the patient during treatment.
E aprop pausa aquel coto enbegut en boder o en grays de gualina.	And then you must place your hand on the foot to prevent pain from arising there.
Capitol .xii.	Another patient has a cushion for his/her pain.
De cauterisacio de aygua descendent en le huel.	And so is the practice of cauterization on the body.
Quan a tu es declarat le comensament de aygua en le huel per les senhals les quals yeu he ditz en la divisio, lahoras comensa e dona en beure al malaute aquo que mondifique le cap de lu, e guarda aquel de totas humiditatz.	The patient's foot has been opened (likely due to a cut or wound) and treated with cauterization.
E fay aquel suzar en banh en degu per alcus jorns.	And thus they applied a cushion to his legs and thighs.
E aprop comanda a lu que raza le sieu cap, e cauteriza aquel am cauteri en le mieg loc del cap; e aprop cauteriza aquel am dos cauteris sobre dos templas si es le comensament de ysement de aygua en dos huels, o de la un latz si es comensamen de l’aygua en un huel.	Then cauterize the affected leg or foot if it's necessary to cauterize it.
Incideys am cauteri totas las venas e arcerias las quals so dejos la codena; e sian les cauteris en aquela lonh en la latitut de las templas.	When there are many doctors who treat the veins, they apply heat to the veins in the thighs.
E guarda te de fluxs de sanc quan es cauterizat; e si veses de lu fluxs de sanc, osta le am alcuna medicina, la qual es a tu possible.	And if you cauterize it, you must see to it that the blood flow is not obstructed.
E yeu vindre am savieza la qual es en extraccio de arcerias e am abscizio de aquelas e cautela de fluxs de sanc.	And here we are told that the veins and arteries are inflamed.
E alcunas vetz es cauterizat en le cervitz dejos dos osses am dos cauteris dererament produzitz.	And if you need to cauterize the bones, they must be placed on their feet.
Capitol .xiii.	The thirteenth chapter of the book of recipes should be read by physicians.
De cauterizacio de lacrimas antiquas.	And if you use a hot cautery, it should be done carefully.
Quan lacrimas dels huels so antiquas assuduament e per las venas e arterias las quals so en le loc manifest del cap defora e es verificat que aquo es superfluitatz frejas flecmatiquas, lahoras cauteriza aquel am cauteri le qual havem recontat en le capitol de comensament de aygua cazent en les huels, e am cauteri en le mieg loc del cap e am dos cauteris en la cervitz dejos dos templas, e am dos cauteris en la cervitz dejos dos osses.	Then apply a cushion to the area where the joints are affected at the location where they cause pain.
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	And if you have already been diagnosed with gout, then you should use a hot cautery to treat the pain.
Capitol .xiiii.	Chapter 14
De cauterizacio de fetor de nas.	De cauterizatio del pes e.
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	A doctor will know what to do for the patient if medication doesn't work.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	And place a cushion on their thighs to prevent them from being opened.
E guarda te de la arceria que no incindas aquela.	And guard yourself from the part that is burned by the fire.
E del cauteri clavilh aquesta es la forma.	And here's another way to say it:
Capitol .xv.	Chapter 15.
De cauteri de mollificacio de palpebras dels huels.	Then return the patient's eyelids to their place
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	Then apply heat to the affected area.
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	And if you want to burn the skin between the eyebrows, apply two cauteris to the feet.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	And if it is necessary to make points on the legs, it should be done by the number of times the patient has been affected by gout.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	This means that you need to use a cushion for the patient's feet.
