Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
De cauterisacio de epilemcia.	This refers to the treatment of cauterization for those suffering from epilepsy.
No es cauterizat le epilemtic sino aquella epilemcia es per flecma.	This medieval medical treatise treats the condition of epilepsy, but only through cauterization.
E donc cove que mondifiques le cervel de lu al comensament de lu am yeras e am l’autra curacio la qual havem dicta en la divisio quan le malaute es gran e es tollerant la exceperacio de las medicinas.	Therefore, it is necessary to modify the brain at the beginning of treatment when the pain is severe, as we have discussed in the section on treatment methods.
E si es enfant le qual no sufferte las medicinas, lahoras aministra guarguarissmes e mastiguatoris le servel mondifican, denant aquo per motz dias, am bonifficacio de las viandas.	And if the illness does not respond to medicine, then apply a poultice for relief, and use medicines for 10 days.
E aprop ras le cap del malaute, e aprop cauteriza aquel am un cauteri en le mieg loc del cap segon la manieyra precedent, e am autre cauteri en le occiput de lu, e sobre quascun corn del cap sieu cauterisa.	E appositely apply the other cushion on the head to prevent the intestine from being exposed.
E si le malaute es fort e es tollerant, lahoras cauteriza aquel am cauteris les quals he ditz, en havent paraliticament e mollificacio del cors sobre les spondils del col e les spondils del dos.	And if the patient's humors are strong and he is tolerant, apply cautery to the legs.
E sia cauteri olivar segon qu’es precedit.	And do so with a cushion according to the preceding lines.
Mays si le malaute es enfant, lahoras pausa cauteri subtil segon aquesta manieyra.	If the patient is a child, use a gentle cautery.
Capitol .xi.	Chapter 11
De cauterizacio de melencolia.	De cauterizatio a cushion should be placed under the legs for melancholia treatment.
Quan las causas de melencolia so humiditatz corrompudas e flacma gros, lahoras cauteriza aquel am les cauteris les quals havem ditz en le havent paralisi.	If a patient has melancholy due to corrupted humors, then apply a cautery as needed.
E si la causa de melencolia es superfluitat declinant a melencolia, e le cors del malaute es humit, lahoras da ha beure aquo que mundifica le cervel de lu segon aquo que ha precedut en la divisio.	A patient suffering from melencolia should drink wine to cleanse the body.
E aprop ras le cap del malaute, e aprop fay tortora decentment fayta de li sobre le cercle, e aprop depausa aquela en le mieg loc del cap.	And a poultice be applied to the affected area on the head, as well as one on each thigh for support.
E le malaute sia sesent cayrat, e sia tengut de tota partida.	And if the pain is felt on the foot, then it is a true indication of gout.
E aprop pausa liniment; et es pus digne de boder antic de ovelhas.	And then apply a poultice to treat the affected area.
E escalfa aquel sobre le foc per calefaccio temprada per mesura, le qual le dit sufferta quan es mes en lu.	And if it is necessary to heat a part of the body, it is customary to apply cautery to the area being heated.
E aprop vuo’ aquel en le mieg loc del cap de lu en le cercle, e leysa lu entro que sia enfregidat.	Then place a cushion on the patient's feet.
E fay aquo am le malaute en tota semmana una veguada, am le autre regiment de lu bo entro que sia sanat; o si vols, cauteriza aquel fazen petitz puntz segon lo mays de lu, sino que tenguas la ma am un cauteri ayssi ordenat: aquesta es specia de cauteri la qual humecta le cervel am equalitat.	And if the patient is suffering from a cold-humors illness, you must apply the cushion to the affected foot.
E aprop pausa aquel coto enbegut en boder o en grays de gualina.	And if you have already placed your hand on their arm to keep the intestine from swelling up.
Capitol .xii.	Another is placed on the legs, and another cushion is placed on the chest of the patient.
De cauterisacio de aygua descendent en le huel.	And if it is necessary to apply cautery to the body, it should be applied on the part that is affected.
Quan a tu es declarat le comensament de aygua en le huel per les senhals les quals yeu he ditz en la divisio, lahoras comensa e dona en beure al malaute aquo que mondifique le cap de lu, e guarda aquel de totas humiditatz.	The intestines are in great pain, so the doctor cauterizes the affected area to stop the pain from spreading.
E fay aquel suzar en banh en degu per alcus jorns.	And for that matter, you should let the patient rest for several days.
E aprop comanda a lu que raza le sieu cap, e cauteriza aquel am cauteri en le mieg loc del cap; e aprop cauteriza aquel am dos cauteris sobre dos templas si es le comensament de ysement de aygua en dos huels, o de la un latz si es comensamen de l’aygua en un huel.	And if it's necessary to cauterize the patient, two instruments are used on their temples for the initial application.
Incideys am cauteri totas las venas e arcerias las quals so dejos la codena; e sian les cauteris en aquela lonh en la latitut de las templas.	When the veins and arteries are burned, it refers to the use of a cautery tool on their body.
E guarda te de fluxs de sanc quan es cauterizat; e si veses de lu fluxs de sanc, osta le am alcuna medicina, la qual es a tu possible.	And if the pain is caused by an excess of blood humors, a cushion can be used for treatment.
E yeu vindre am savieza la qual es en extraccio de arcerias e am abscizio de aquelas e cautela de fluxs de sanc.	And with knowledge they are extracted from their thighs, legs, and feet.
E alcunas vetz es cauterizat en le cervitz dejos dos osses am dos cauteris dererament produzitz.	And if it is necessary to have some sort of heating element placed on the foot, the patient should be cauterized when needed.
Capitol .xiii.	This chapter describes how to treat a disease that causes pain in the foot, likely gout.
De cauterizacio de lacrimas antiquas.	And if you apply a cautery to the eyes, it is an old remedy.
Quan lacrimas dels huels so antiquas assuduament e per las venas e arterias las quals so en le loc manifest del cap defora e es verificat que aquo es superfluitatz frejas flecmatiquas, lahoras cauteriza aquel am cauteri le qual havem recontat en le capitol de comensament de aygua cazent en les huels, e am cauteri en le mieg loc del cap e am dos cauteris en la cervitz dejos dos templas, e am dos cauteris en la cervitz dejos dos osses.	The first source sentence seems to be describing a medical procedure involving heat and cauterization, but the language used ("aquel", "autre", "le mas") suggests it might be referring to something more specific than just general pain in the legs.
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	And if you have a pain in their legs, they must be treated by a doctor.
Capitol .xiiii.	Capitol 14.
De cauterizacio de fetor de nas.	De cauterizatio del pes
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	And if you don’t have the other cushions, use a cushion to help the patient's health.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	And place a cushion on the patient's legs, as they are in pain.
E guarda te de la arceria que no incindas aquela.	And guard the patient's feet so that they do not inflame.
E del cauteri clavilh aquesta es la forma.	And this is how you apply the treatment for it.
Capitol .xv.	Chapter 15.
De cauteri de mollificacio de palpebras dels huels.	Then return the patient's eyelids to their place.
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	This is the way to treat the eyelids being affected by the foot disease.
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	And if you are applying a cautery to the head, you should cauterize both sides of the head between the temples.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	And you have to apply it to their legs according to the amount of pain in the ankles.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	Mayes the third part be afflicted by a swelling called edema.
