Ayssi comensan las paraulas de Albucasim .	And that's when we see the beginning of Albucasim's teachings.
No es cauterizat le epilemtic sino aquella epilemcia es per flecma.	You are being treated by a doctor for something that affects only your legs, not the rest of your body.
E donc cove que mondifiques le cervel de lu al comensament de lu am yeras e am l’autra curacio la qual havem dicta en la divisio quan le malaute es gran e es tollerant la exceperacio de las medicinas.	Therefore, one should modify the treatment regimen accordingly for the patient's condition.
E si es enfant le qual no sufferte las medicinas, lahoras aministra guarguarissmes e mastiguatoris le servel mondifican, denant aquo per motz dias, am bonifficacio de las viandas.	And if it is a child who doesn't respond to ordinary medicines, use other treatments for gout.
E aprop ras le cap del malaute, e aprop cauteriza aquel am un cauteri en le mieg loc del cap segon la manieyra precedent, e am autre cauteri en le occiput de lu, e sobre quascun corn del cap sieu cauterisa.	Eğer bir önceki gibi bir şey yapılıyorsa, diğer tıbbi uygulamaların aksine bu şekilde yapılır.
E si le malaute es fort e es tollerant, lahoras cauteriza aquel am cauteris les quals he ditz, en havent paraliticament e mollificacio del cors sobre les spondils del col e les spondils del dos.	And if the pain is severe, use a cautery to treat it, but only on the legs, and put the other cushion under the patient's legs, because they have a strong and tolerant pain in their thighs.
E sia cauteri olivar segon qu’es precedit.	And do so if the patient needs their legs to be treated by cauterization.
Mays si le malaute es enfant, lahoras pausa cauteri subtil segon aquesta manieyra.	If the patient is a child, it should be treated with a gentle method.
Capitol .xi.	Chapter 11.
De cauterizacio de melencolia.	This is likely referring to a treatment for melancholia.
Quan las causas de melencolia so humiditatz corrompudas e flacma gros, lahoras cauteriza aquel am les cauteris les quals havem ditz en le havent paralisi.	If you have already analyzed the causes of melancholy and determined that it is caused by humors, then treat it accordingly.
E si la causa de melencolia es superfluitat declinant a melencolia, e le cors del malaute es humit, lahoras da ha beure aquo que mundifica le cervel de lu segon aquo que ha precedut en la divisio.	A doctor, who has made many points on his own body, may be said to have been burned by melancholy.
E aprop ras le cap del malaute, e aprop fay tortora decentment fayta de li sobre le cercle, e aprop depausa aquela en le mieg loc del cap.	And a second (person) will draw the patient's bowels back in properly.
E le malaute sia sesent cayrat, e sia tengut de tota partida.	And if the disease is treated in time, it will heal.
E aprop pausa liniment; et es pus digne de boder antic de ovelhas.	And then apply a poultice to treat the patient's legs, or at least keep the condition from worsening.
E escalfa aquel sobre le foc per calefaccio temprada per mesura, le qual le dit sufferta quan es mes en lu.	And if it is necessary to heat the body or to apply a cautery, it should be done so gently.
E aprop vuo’ aquel en le mieg loc del cap de lu en le cercle, e leysa lu entro que sia enfregidat.	Then place a cloth on his head to prevent the blood from flowing out.
E fay aquo am le malaute en tota semmana una veguada, am le autre regiment de lu bo entro que sia sanat; o si vols, cauteriza aquel fazen petitz puntz segon lo mays de lu, sino que tenguas la ma am un cauteri ayssi ordenat: aquesta es specia de cauteri la qual humecta le cervel am equalitat.	This sentence appears to be about using a specific treatment method for gout.
E aprop pausa aquel coto enbegut en boder o en grays de gualina.	And if you have gout, it is best to treat it by applying cold compresses.
Capitol .xii.	The twelfth chapter.
De cauterisacio de aygua descendent en le huel.	The text describes treatment for a medical condition that affects the foot.
Quan a tu es declarat le comensament de aygua en le huel per les senhals les quals yeu he ditz en la divisio, lahoras comensa e dona en beure al malaute aquo que mondifique le cap de lu, e guarda aquel de totas humiditatz.	The intestines are the intestines or bowels in the first sentence.
E fay aquel suzar en banh en degu per alcus jorns.	And they are to make a bandage on their leg for several days.
E aprop comanda a lu que raza le sieu cap, e cauteriza aquel am cauteri en le mieg loc del cap; e aprop cauteriza aquel am dos cauteris sobre dos templas si es le comensament de ysement de aygua en dos huels, o de la un latz si es comensamen de l’aygua en un huel.	And if there are more than two members in need of cauterization, they should be treated with a hot iron on the temples.
Incideys am cauteri totas las venas e arcerias las quals so dejos la codena; e sian les cauteris en aquela lonh en la latitut de las templas.	This sentence describes how to perform a medical procedure using a cauterizer.
E guarda te de fluxs de sanc quan es cauterizat; e si veses de lu fluxs de sanc, osta le am alcuna medicina, la qual es a tu possible.	And if the pain is in the legs, one should apply a cautery to the affected area to stop it from bleeding.
E yeu vindre am savieza la qual es en extraccio de arcerias e am abscizio de aquelas e cautela de fluxs de sanc.	And the knowledge of the body comes from the doctors.
E alcunas vetz es cauterizat en le cervitz dejos dos osses am dos cauteris dererament produzitz.	And if the foot is in pain, it is caused by other things.
Capitol .xiii.	This chapter describes how to treat a disease by applying a cautery to the affected area.
De cauterizacio de lacrimas antiquas.	And if there be a tear in the eye, you should know that it's caused by a burning cautery.
Quan lacrimas dels huels so antiquas assuduament e per las venas e arterias las quals so en le loc manifest del cap defora e es verificat que aquo es superfluitatz frejas flecmatiquas, lahoras cauteriza aquel am cauteri le qual havem recontat en le capitol de comensament de aygua cazent en les huels, e am cauteri en le mieg loc del cap e am dos cauteris en la cervitz dejos dos templas, e am dos cauteris en la cervitz dejos dos osses.	The first source sentence you provided, "E si es costuma que lessionar le humorz", translates to:
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	And if you have already diagnosed (a condition), use small cupping to treat the patient's body.
Capitol .xiiii.	Chapter 14
De cauterizacio de fetor de nas.	De cauterizatio de nas.
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	And you will have to cauterize the other parts of the body, even if they are not the feet, because the patient's foot cannot be treated with the usual methods.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	And then place a cushion on each thigh.
E guarda te de la arceria que no incindas aquela.	And guard that part of the body that you should not cut into.
E del cauteri clavilh aquesta es la forma.	And here are the ways to treat it with cautery.
Capitol .xv.	Chapter 15.
De cauteri de mollificacio de palpebras dels huels.	Then return the patient's eyelids to their place.
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	This person will likely experience pain in their legs and eyelids from the cushion.
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	And if you use a cautery, apply it to both temples.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	And apply a different treatment depending on the type of pain in the legs.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	If you want to know what the pain in the eyes means, they are caused by a specific type of humor.
Capitol .xvi.	The Roman Empire's government would have been highly interested in the efficiency of this system of cushions for the treatment of wounds.
De cauteri de la palpebre del huel quan les pels so convertitz a las partidas dedintz e punho le huel.	Then you will cauterize the eye socket if the patient has other illnesses.
Quan les pels del huel son convertitz a las partidas dedintz ayssi que pungo le huel, cauteri en aquels es segon dos manieyras, quar cauteri o es am fer o es am medicina comburent.	The patient's bowels are being treated by a cautery should be applied to their body in two places, with a bandage applied in a specific way.
