Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albuccassis.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to inflammation and it is treated with medicinal causes and other treatments as mentioned in the division, but the pain does not subside, then apply fire cauterization, which is called "point", of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And bring the point close to the fire, and it should be moved around the entire ear as a wheel is rolled, or in the circle of each example if the pain is in one place.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Hold the cautery of the ear lancet little by little as you find the spot with certainty.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterization of many points is made all over the ear, and what it is, take care of the spots until they are healed.
Capitol .vi.	Chapter 6.
De cauterizacio de turtura.	On the cauterization of burns.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Burns that are cured and treated with cauterization are nothing more than the species of substances that come from the sting as we have mentioned in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the substance that comes by drying or spasm of a nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that type of burn with herbs and purges and emetics, do not rely on your treatment, then it is necessary for you to cauterize the patient with three cauterizations: the first one is the lancet of the ear, the second a small one in its temple, and the third is the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Pause your cautery for the opposite side of the sick part, as softening does not occur except in the healthy part.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The form of cauterization is to cauterize it with the cautery on the side of the ear extension above a small amount on top of the head, and in the temple another one whose length should be according to the length of the finger, and then remove your hand from the cautery until the quantity of the wound is burned by the thickness of the substance of the skin.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauterization, and it is the type of knife-shaped cautery, the shape of which is like a table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But it is more delicate than that one you find, and it is necessary to have a knife with less excess thickness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And take care of the place until the process is healed.
Capitol .vii.	Chapter 7.
De cauterizacio de apoplextia antiqua.	On the cauterization of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you treat it with what we have mentioned and do not rely on your treatment and the patient does not have a fever, then cauterize it with four cauterizations: first of all over the entire head; second, in the middle of the head as we have said; third, in the neck; and fourth, in the coccyx.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of cauterization is done as we have previously mentioned.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	It has already been cauterized over the mouth of the stomach; and it is more important; and take care of it with what you process.
Capitol .viii.	Chapter 8.
De cauterizacio de obblivio fayta per flacma.	On the cauterization of forgetfulness caused by a sting.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	It is necessary to give the patient in the beginning herbs and pills that are useful for softening.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And shave the head of the patient completely and place it on the neck with the plaster described in the treatise on plasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	Leave it for a few days, as this is the method of cauterization.
E fay aquo segon aquel meteys orde le qual ja he dit.	Do what you have previously ordered.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And if it cures well in this way, then do nothing more; but if not, make three cauterizations on the back of the head, which should be decreasing from the top of the head to the back of the neck.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	Leave a gap between each cauterization according to the length of the finger, and take care of the cautery with what is being processed.
