Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasis.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain caused by cold and it is cured with medicinal means and the other cure mentioned in the division, and the pain is not relieved, then ignite the cautery, which is called "point," and this is its form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then place the point near the fire and show it around the whole ear as if a wheel is rolled, or in the area of each example if the pain is in one of them.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Hold the cautery of the ear's incision little by little with your hand, so that you know the spot where to try.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if you use many points on the whole ear, and which one it is, then care for the spots until they are healed.
Capitol .vi.	Chapter six.
De cauterizacio de turtura.	On cauterizing tumor.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Tumor that is cured and with cauterization is only from the species that come from worms, as I mentioned in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterizing the species that enter through dryness or through spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat this type of tumor with herbs and capillaries and guarguarmes and it does not improve your cure, then it is necessary for you to cauterize the patient with three cauteries: the first one is an incision of the ear, and the second a small one near its temple, and the third is the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Place your caution opposite to the side of the disease, because softening does not appear except on the side that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The form of cauterization is that you cauterize it with the cautery at the right end of the ear above a small amount on the tip of the head, and on the temple, the length of which should be according to the length of the finger, and after waiting a while with the cautery until the quantity of tissue cut by the operation is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the shape of the cautery, and it belongs to the blacksmith, its shape resembling a table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it is more subtle that what you see; and it is necessary to cut off any unnecessary roughness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then care for the area with whatever process is needed before it heals.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	On ancient cauterization for apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and the care for it has been discussed and no fever is present in the patient, then cauterize it with four cauteries: especially on all the corners of his head; and over the middle of the head, as mentioned before; and on the back of the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method for using the cautery is done as described before.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	It has already been cauterized at the mouth of the stomach; it is more posterior; let it be healed with whatever process you use.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On cauterization for memory loss caused by plague.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	It is necessary to give the patient, at the beginning, large and round pills for purification.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the entire head of the patient and place a plaster of the described composition, as detailed in the treatise on plasters, over it.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	Leave that area unattended for some time, as this is the method of cauterizing.
E fay aquo segon aquel meteys orde le qual ja he dit.	And do what has been ordered by the physician who provided the treatment.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	If the patient recovers well by this method, then it is good; otherwise, apply three cauterizations to the lower part of his head, which should descend from the most supreme part of the head down to the neck.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	Leave some time between each cauterization, and take care of the cauterized area with the appropriate treatment.
