Praefatio.	Introduction.
Quando in toto Capite accidit dolor chronicus: et prolongatur illud in infirmo, et utitur hyeris, et cochiis, et caputpurgiis, et oleis, et empleumatis.	When pain occurs throughout the entire head: and it persists weakly (chronically), then use these methods - stretching backward with a rope or chain, shaking of the head from side to side, applying poultices made from herbs such as wormwood extracts for purgation.
Et praecipue si iam cauterizatum est cauterio uno, quod narrauimus, et non confert ei aliquid ex illis: tunc considera.	And particularly if there is already a cautery used and it does not yield anything from them: then consider that.
Nam si caput infirmi est fortis creationis natura, et non est debile, et inuenit frigus uehemens: tunc cauteriza cum cauterio alio sub illo parum.	And if the patient's head is strong by nature and not weak, and it has encountered coldness internally: then use a less potent caustic under that other one already used therewith.
Deinde cauteriza ipsum super omne cornu capitis sui cauterio, do nec pertranseat cutis, et discooperiatur ex osse quantitas, quam narrauimus.	Then apply the caustic to every part of its own head without penetrating the skin and into the bone as we describe.
Et cauteriza ipsum cauterio uno in occipitio capitis sui, in loco qui nominatur uas: et est locus in quo ponitur uentosa: et eleua matum tuam in hoc, et non discooperias os.	Then apply the cauterization to its own nape without penetrating the skin and into the bone as described therein; it is located at this point where poured on top: and do not delve into the bone with your caustic, you are instructed.
Infirmus enim inuenit propter illud dolorem uehementem, et diuersum a dolore reliquorum cauteriorum capitis omnium.	For indeed it suffers due to this pain passionately and for different wounds of the caustics on all heads together.
Et ego dicam hoc Cauterium in loco suo: et oportet quod sit cauterium, quo cauterizantur cornua capitis, et occiput eius subtilius cauterio, quo cauterizatur medium capitis.	And I will say this to my own instrument: and it should be a cautery for the horns of its head, more refined than that used on the middle of the head.
Et haec est forma eius.	And so it is with his tool/instrument. (Note to clarify context: "haec" refers back to "cauterium," indicating a description or specification about the cautery itself.)
¶ De modo cauterizandi in hemicrania, tam cum medicina adustiua, quam cum ferro.	And thus should one treat it as with hot medicine, just like iron. (Note to clarify context: This sentence advises on the method of treating headaches or similar ailments using heat reminiscently of how metal would be used in ancient medical practices.)
Caput IIII.	Chapter IV. (This is simply indicating that it’s part four, titled "Head," within the larger work's structure or section titles based on a numbered chapter system often found in medieval texts).
Quando accidit in parte capitis dolor et soda, aut extenditur dolor usque ad oculum, et euacuatur cum medicinis mundificantibus caput, et administratur reliqua curatio, quam dixi in diuisionibus aegritudinum, et non confert illud totum: tunc cauterizatio in eo est secundum duos modos: aut cauterizatio cum medicina acuta comburente: aut cum ferro.	When it happens on the head and reaches to the eyes, healing with remedies (medicine) restores its condition as I have described in parts of illness division; then burning cauterization is necessary hereafter according to two modes: either combined heat treatment or using iron. (Note for clarity: This sentence explains when and how a specific type of medical intervention—cauterization with heating methods, possibly referring back to the use of hot metal such as iron in treating headaches that involve eye symptoms.)
Cauterium autem cum medicina acuta comburente, est, ut accipias dentem unum allii, et excortices ipsum, et abscindas extremitates eius ex duobus lateribus.	Thusly with the medicine burner (cauterium), you take in one piece of metal and remove its own horns—its nails or claws being severed from both sides by two, implying a procedure whereby cautery not only involves applying heat but also possibly removing certain parts like bony spurs for treatment. (Clarification: Here the writer describes an aspect of using heated metal in surgical procedures to remove physical obstructions or deformities such as nail-like structures from two sides.)
Deinde scinde locum doloris in tempore cum phlebotomo lato, donec fiat in eo locus sub cute, in quo dens capitur.	Then afterwards separate the site of pain with a scalpel (phlebotome) until it reaches where dense matter is underneold—the place beneath or within the lesion treated by burning/cauterization at that spot. (This sentence describes proceeding to excise tissue using a surgical blade, likely after applying cauterizing heat with metal as previously mentioned.)
