Praefatio.	 Praise
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	 Which if you do not see through a hemorrhage (bleeding), that which is not enough for him to the cautery and you see the body of the nurse to tolerate the cautery in the middle of the head as we did with care, until it is healed.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	 And if you are given a cautery, which we mentioned in the chapter on the extraction of arteries with a pair of tweezers holding it.
Est enim cauterizatio melior hac et magis conferens.	 The cautery is therefore better and more useful for this purpose.
¶ De modo cauterizandi in dolore Aurium.	 Regarding the way of cautering with the ears of a person.
Caput VI.	 Sixth part
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	 When an earache occurs with cold and is treated with solutions of herbs as we said it would be done in the previous part, and does not disappear, then use the cautery; this thing which is called a dot (puncture) has its shape like that one.
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	 Then the dot with it after its ignition is applied to the whole circumference of the ears as we have mentioned; or else apply it in both sides if the pain occurs on both sides at once.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	 And after you have used the tweezers to the root of the ears as much as possible, when you have marked out its location with wax; and there are ten dots on every ear, or nearly so.
Deinde cura loca, donec sanentur.	 Then cure the places until they are healed.
¶ De modo cauterizandi in Tortura.	 Regarding the way of cautery for torture
Caput VII.	 On the head
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	 Torture that is treated by cauterization only occurs when the burns are caused by contact with fluids, as stated earlier in the division of burning injuries.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	 And if there is no application of cautery, it will happen due to burns caused by friction or from a spasm in the nerves.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	 When you treat this kind of torture with honey and burnings on the head and neck, and gargling, but if your cure does not come to pass, then it is necessary that cautery be applied by three Cauteries: one at the root of the ear, another below in time from its own height, and thirdly at the junction of two arms.
Et pone Cauterium tuum ex contrario partis infirmae.	 And place your Cautery on the opposite side of a weak person.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	 Although the soothing does not happen unless it is applied to the healthy part.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	 And the form of cautery is that you apply Cautery directly to the top of the ear, as it was described earlier.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	 Place your hand with the Cautery until a medium amount of fire has burned off the skin.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	 And this is the form of Cautery, and it is species by contact with a thing that has been described earlier. However, although not inferior to others in subtlety, but it should be placed so as to burn off excessive fat only.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	 Then, cure the sick person with what preceded it until they recover completely.
¶ De modo cauterizandi in Apoplexia antiqua.	 The manner of Cautery for ancient apoplexy
Caput VIII.	 On the head
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	 When ancient apoplexy occurs and your cure does not come to pass, but the patient has no fever, then apply Cautery by four Cauteries on each of his headcorns, Cautery in the middle of the head, as stated earlier, Cautery at the occiput of the head, according to what preceded it.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	 "The cautery is applied over the stomach with a cautery.
Deinde curetur, cum eo quod praecessit.	 "Then it was cured, as before
¶ De modo cauterizandi in Obliuione.	 "The cautery is applied to the belly button.
Caput IX.	 "Head number nine
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	 "It is intended to puncture the water bag on its belly with a large syringe and to release the brain's fluid.
Deinde rade caput infirmi totum, et pone super occipitium eius emplastrum de synapi descriptum in tractatu emplastrorum: et pone ipsum aliquotiens.	 "Then he will remove the head completely and place it on a cloth described in the treatise on cloth placement; then he places him (the head) once.
Ipsum namque est modus Cauterii: et fac illud secundum ordinem eundem, quem dixi illic.	 "The method of cautery is as follows: and do it according to the order mentioned there.
Si ergo sanatur per illud, bonum est.	 "If so, it is good
Si non: tunc fac ei cauteria tria in posteriori parte capitis sui, quae sint descendentia a superiori parte capitis usque ad inferiorem partem oculi: et pone inter omne cauterium grossitudinem digiti.	 "If not, he applies the third cautery to the back of his head, which is descent from the top of the head down to the bottom of the eye; and puts between every large cautery a certain amount of digit.
Deinde cura Cauterium, cum eo quod praecessit.	 "Then it was cured, as before
Si autem uis additionem, et infirmus est tolerans illud: tunc fac ei Cauterium in medio.	 "If you add an increase to him and he is tolerant of that; then do the cautery in the middle.
Quod si uis additionem: tunc cauteriza ipsum super duo cornua.	 "Then if you add more, it will cauterize over two ears
Deinde cura ipsum, donec sanetur: sitque Cauterium oliuare secundum formam, quae praemissa est.	 "Then cure him; and the cautery should be applied according to its form which was previously mentioned.
¶ De modo cauterizandi in Paralisi, et mollificatione.	 "The cautery is applied in paralysis, with mollification.
Caput X.	 "Head number ten
Oportet ut procedas in mundificatione capitis cum hyeeris, et cum eo quod diximus.	 "It was intended that you proceed to the brain's fluid with your syringe and as before.
Deinde rade caput infirmi: postea cauteriza ipsum cauterio in medio capitis, et cauterio super omne cornu capitis, et cauterio super posterius ipsius, et tribus super spondiles colli.	 "Then he will remove the head and apply a cautery to its middle part; and a cautery above every ear, over all of his ears, over three on the spine of his neck.
