Praefatio.	 Preface
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	 If you see from the fire that it is not sufficient to this Cautery, and if you tolerate the body's inflamed Cautery between the head, as we described, cure the wound until it heals.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	 And if you administer Cautery which we mentioned in chapter of arteries with two Cauteries attached.
Est enim cauterizatio melior hac et magis conferens.	 It is a more efficient and useful practice.
¶ De modo cauterizandi in dolore Aurium.	 Regarding the burning of the ear
Caput VI.	 The Sixth Book
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	 When there is pain from the cold and it is treated with a solution and the remaining part of the care as we mentioned in division, do not remove the pain; instead apply fire Cautery. And that which is called "Punctum" whose shape is this one.
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	 "In another part of the same ear, when he has inflamed it all around its entire circumference, as follows: either in the circumitus of one side if both sides are painful.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	 "And you with Cautery to the root of the ear, when you have inflamed places with cautery: and there be ten points of pain in every auricle, and so forth.
Deinde cura loca, donec sanentur.	 "Then cure the places until they are healed.
¶ De modo cauterizandi in Tortura.	 "In this manner Cautery is done with Torture.
Caput VII.	 The seventh chapter of the head:
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	 Torture which is cured with Cautery, unless it be by the species which happen through phlegm, according to what we have said in divisions of Agitation.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	 And if Cautery is given to the species, that happened from Exejection and spasm of the nerves.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	 When you cure this species of Torture with ears and head, and gargling, and if your treatment is not present, then it is necessary that Cautery be given to the afflicted three times: one at the root of the ear, two below its own time, third at the junction of two lobes.
Et pone Cauterium tuum ex contrario partis infirmae.	 And you put Cautery upon the opposite side weakly
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	 Because softening does not happen unless it appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	 The form of Cautery is that Cautery be put directly beneath the top ear lobe, and another below its own length, which will depend upon how long it is compared to the fingers.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	 And you put your hand with Cautery until the number of cuts are burned off.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	 And this is the form of Cautery, and it is a species from a cuttler, whose shape was given: however it is not finer than that one, as you have seen, therefore it must be that the cuttler may also be in excess of excessive fat.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	 Then cure the place where it happened until healed.
¶ De modo cauterizandi in Apoplexia antiqua.	 Cauterization for ancient apoplexy
Caput VIII.	 Section 8
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	 When ancient apoplexy occurs and you follow the instructions given above, but don't administer your cure, and if he is not feverish, then cauterize him with four burns on all his head hairs and a burn in the middle of his forehead as we said, so that there be a burn in the corner of his eye, according to what preceded. And the manner of cautery should follow that which proceeded it
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	 Also, cauterize with the cautery over the mouth of the stomach; and it is more ultimate than this one.
Deinde curetur, cum eo quod praecessit.	 Then he was cured as we said before
¶ De modo cauterizandi in Obliuione.	 Cauterization for a stroke
Caput IX.	 Section 9
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	 It is necessary that a big hole be made in the brain by using a powerful lye and foaming agents.
Deinde rade caput infirmi totum, et pone super occipitium eius emplastrum de synapi descriptum in tractatu emplastrorum: et pone ipsum aliquotiens.	 Then cut off his head completely, then lay a plaster over it as described in the treatise on plasters; and lay that many times upon it
Ipsum namque est modus Cauterii: et fac illud secundum ordinem eundem, quem dixi illic.	 That is how cautery should be done; do this according to order as I said there.
Si ergo sanatur per illud, bonum est.	 If so he is cured by that means it is good.
Si non: tunc fac ei cauteria tria in posteriori parte capitis sui, quae sint descendentia a superiori parte capitis usque ad inferiorem partem oculi: et pone inter omne cauterium grossitudinem digiti.	 If not, then cut off three burns on the back of his head as far down as he can go from the top of his head to the bottom of his eye; and lay a great burn between all the cauteries.
Deinde cura Cauterium, cum eo quod praecessit.	 Then cure the cautery with what proceeded it.
Si autem uis additionem, et infirmus est tolerans illud: tunc fac ei Cauterium in medio.	 If he is tolerant of that, then make a burn there as well.
Quod si uis additionem: tunc cauteriza ipsum super duo cornua.	 If you are intolerant, then cut off burns on two corners of his head.
Deinde cura ipsum, donec sanetur: sitque Cauterium oliuare secundum formam, quae praemissa est.	 Then cure him until he is cured; and the cautery should be hot according to that which was prescribed before
¶ De modo cauterizandi in Paralisi, et mollificatione.	 Cauterization for paralysis and relaxation
Caput X.	 Section 10
Oportet ut procedas in mundificatione capitis cum hyeeris, et cum eo quod diximus.	 "It is permissible for you to operate on the head with forceps and also as we have said.
