Praefatio.	Prefatory.
Quando curas hemicraniam, cum eo quod diximus ex curatione praecedente, et quod diximus in diuisionibus aegritudinum, et non confert curatio: et uides ex aegritudine, quod non sufficit ei quod diximus ex cauterio primo cum medicina, aut cum cauterio cum igne, tunc oportet ut ignias Cauterium cultellare, donec albificetur postquam signas super locum doloris cum linea, cuius longitudo sit medietas digiti, aut quasi illud: et depone manum tuam uice una, et stringe eam donec incidas arteriam, et peruenias usque ad os.	When you have cured the half-brain, when that which we said concerning the treatment of ailments has been done, and when we have said concerning the precautions for diseases, and it does not suffice: and if you see from the disease that it does not suffice with the first cautery with medicine, or with the cautery with fire, then you must burn the Cautery knife until the sign of relief appears on the place of pain with a line whose length is half of a digit, or like this: and put your hand away quickly once, and tighten it until you have cut the artery, and keep it until the bone.</start_of_turn
Verumtamen necesse est tibi, ut caueas a continuatione mandibulae, quae mouetur apud masticationem, ne aduratur latus, aut neruus qui mouet ipsam, unde accidat spasmus.	It is necessary to restrain you, so that you do not cause the continuation of the jaw, which moves during mastication, lest it become swollen or the nerve which moves it be damaged, from which results spasm.
Et esto super custotiam, et cautelam de fluxu sanguinis arteriae, quae abscisa est.	Take also great care of the guarding of the artery which has been cut off, and of the flow of blood from it.</start_of_turn>
In abscisione enim eius est timor, et praecipue ei qui ignorat illud quod facit, et non est studiosus, nec expertus: et dimittit operationem cum eo in primis.	In the cutting of it there is fear, especially for the one who is ignorant of this and is careless and unlearned: he lets the operation go from his hands at the first.</start_of_turn>
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I shall come with the reminder of the regimen of the flow of blood in the event of an accident from the artery, as it is in this book of mine.</start_of_turn>
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	If you help from the inflammation which is not sufficient for this Cauterium, and if you help the body of the sick man to tolerate Cauterium in the middle of the head, as we have said, take care of the wound, until it is healed.</start_of_turn
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you wish, administer Cauterium, as we said in the chapter on the extraction of the artery with Cauterium having two blades.</start_of_turn
Est enim cauterizatio melior hac et magis conferens.	For it is a better cautery which leaves no mark.</start_of_turn
¶ De modo cauterizandi in dolore Aurium.	On the manner of cauterizing in the pain of the ears.</start_of_turn
Caput VI.	Chapter VI.</start_of_turn>
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When it happens in the ear a pain from the cold, and it is cured with solutions, and the rest of the cure as we have said in the treatise, and the pain is not removed, then ignite Cauterium: and that is called Punctum, which has this shape.</start_of_turn
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then point with it after its ignition around the whole ear, as it is turned: or around both sides, if the pain is in both.</start_of_turn
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And prolong thee with the Cauterium from the root of the ear downwards, after you have marked the place with the Cautery: and let the quantity of the Cauterium be ten points in every ear, and as much as that.
Deinde cura loca, donec sanentur.	And then care for the place until it heals.</start_of_turn>
¶ De modo cauterizandi in Tortura.	In this way Cauterize in the Tortura.</start_of_turn>
Caput VII.	Chapter VII.</start_of_turn>
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	The Torment which is cured by Cauterization is not except from the kinds which happen from phlegmas, as we said in the discourse of the causes of diseases.</start_of_turn
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And you must Cauterize the kind which happens from exication and spasm of the nerve.</start_of_turn
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you have cured this kind of torment with urine, and purging-pills, and hiccups, and the cure does not suffice, then it is necessary to Cauterize the patient three times with the Cautery: once at the root of the ear, and the second a little lower from the ear, and the third at the junction of the two lips.</start_of_turn
Et pone Cauterium tuum ex contrario partis infirmae.	And put the Cautery on the side opposite the infirm part.</start_of_turn
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	For the softening does not take place except in the part which appears healthy.</start_of_turn
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the form of the Cauterization is that you Cauterize with the Cautery itself at the tip of the upper ear under the ear-wax of the little horn: and the other at the ear-root. The length of each is as long as the thumb.</start_of_turn
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And put your hand away with the Cautery, until the quantity of the middle part of the thickness of the skin is consumed.</start_of_turn
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	This is the form of the Cauter, and it is of the kind which has a blade whose form precedes it: it is not subtler than water in this respect. And the blade must be of such a size as to suffice for the thickness of the tissue.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then take care of the place where the operation has been made: until it is healed.
¶ De modo cauterizandi in Apoplexia antiqua.	As for cauterization in ancient Apoplexia.
Caput VIII.	Chapter 8.</start_of_turn>
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When the ancient Apoplexia has become established, and when your treatment has failed, and the patient has no fever, then cauterize four times over every horn of the head, and cauterize in the middle of the head, as we have said, and cauterize in the back of the head, as it has been shown: and the manner of cauterization must be as we have said.</start_of_turn>
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	The cauterization is also done with the Cauter over the bone of the stomach: and this is the last method.</start_of_turn
