Praefatio.	Prefatory Note.
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	If there is excessive pain, which this Cauterium does not suffice for, and if the patient's body tolerates the cauterization in the middle of the head, as we have said, then take care of the wound, until it is healed
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if necessary, administer the Cauterium, as we said in the chapter on the extraction of an artery with Cauterium having two blades.
Est enim cauterizatio melior hac et magis conferens.	It is better to cauterize than to leave things as they are and cause more harm.
¶ De modo cauterizandi in dolore Aurium.	In the case of pain in the ear.
Caput VI.	Chapter 6.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When it happens that in the ear there is pain from the cold, and it is treated with solutions, and the rest of the treatment that we mentioned in the previous chapter, and the pain is not relieved, then apply the Cauterium: and that is what is called the Punctum, which has this shape
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then burn the Punctum with this, around the whole ear, as it is turned: or around both sides, if the pain is in both
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And keep the Cauterium at a distance from the earlobe, after you have marked the place with the cautery: and let the quantity of the Cauterium be ten punctures in each ear, and as much
Deinde cura loca, donec sanentur.	Then care for the place, until it heals
¶ De modo cauterizandi in Tortura.	In the case of torture
Caput VII.	Chapter 7
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	Torture which is cured by cautery is not except for those which arise from phlegmas, as we mentioned in the previous chapters
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And you must cauterize the kind which arises from dehydration and nerve spasm
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you have cured this kind of torture with urine and vomitings, and hiccups, and the pain does not depart, then you must burn the sick with three Cauteriums: one at the root of the ear, and the second a little lower from the earlobe, and the third at the junction of the two lips
Et pone Cauterium tuum ex contrario partis infirmae.	And place your cautery from the opposite side of the lower part of the diseased area.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	Since softening does not occur unless in the part which appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the form of cautery is such that you cauterize with the cautery itself at the tip of the ear slightly below the horn of the head: and the other in the temple: the length of which should be according to the length of the thumb
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And lay your hand with the cautery until the quantity of middle thickness of the skin has been consumed by combustion
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the form of the cautery, which is like a knife, the form of which is as follows: it is not too thick, like water, but not too thin, like air. The knife should be of a moderate thickness
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then take care of the place, when you have finished: until it is healed.
¶ De modo cauterizandi in Apoplexia antiqua.	In the ancient apoplexy, cauterize in this way: take a cautery of iron, and make a hole in the middle of the head, about the size of a barleycorn. Then pass the cautery over the surface of the wound until the blood has stopped bleeding
Caput VIII.	Chapter VIII.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When the ancient apoplexy has hardened, and when your medicine has not been of avail, and the patient has no fever, then cauterize him with four cauteries over all the horns of his head, and with the cautery in the middle of the head, as we have said, and with the cautery in the nape of the neck, as we have said: and the manner of cautery should be as we have said.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	It is also cauterized with the cautery over the bones of the stomach: and this is the last remedy.
Deinde curetur, cum eo quod praecessit.	Then take care of the patient, as we have said.
¶ De modo cauterizandi in Obliuione.	On the manner of cauterization in the Obliuione.
Caput IX.	On the manner of cauterization in the Obliuione.
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	The burn should be performed first on the great hyera and then with sponge-sticks the brain should be supported.
Deinde rade caput infirmi totum, et pone super occipitium eius emplastrum de synapi descriptum in tractatu emplastrorum: et pone ipsum aliquotiens.	Then the head of the patient should be secured entirely, and over the crown place a skin-flap described in the treatise on skin-flaps: and put a little more of it over it
Ipsum namque est modus Cauterii: et fac illud secundum ordinem eundem, quem dixi illic.	This is indeed the method of cauterization: and do this according to the order which I have said above
Si ergo sanatur per illud, bonum est.	If therefore the patient is cured by this, it is good
Si non: tunc fac ei cauteria tria in posteriori parte capitis sui, quae sint descendentia a superiori parte capitis usque ad inferiorem partem oculi: et pone inter omne cauterium grossitudinem digiti.	If not: then make him three burns on the back part of his head, which are descending from the upper part of the head down to the lower part of the eye: and put between every burn the thickness of a finger
Deinde cura Cauterium, cum eo quod praecessit.	Then care for the burns, as has been said before.
Si autem uis additionem, et infirmus est tolerans illud: tunc fac ei Cauterium in medio.	If however you wish to add something, and the patient is tolerant of this: then make him a burn in the middle.
Quod si uis additionem: tunc cauteriza ipsum super duo cornua.	If you wish to add something more: then burn him over the two horns
Deinde cura ipsum, donec sanetur: sitque Cauterium oliuare secundum formam, quae praemissa est.	Then care for him, until he is cured: and keep the burn oil-soaked according to the form which has been mentioned.
¶ De modo cauterizandi in Paralisi, et mollificatione.	On the manner of cauterization in Paralysis, and mollification.
