Praefatio.	Prefatory.
Verumtamen necesse est tibi, ut caueas a continuatione mandibulae, quae mouetur apud masticationem, ne aduratur latus, aut neruus qui mouet ipsam, unde accidat spasmus.	It is necessary to restrain you, so that you do not suffer from the continuation of the mandible, which moves during mastication, lest it become wide or the nerve which moves it, from which the spasm arises.
Et esto super custotiam, et cautelam de fluxu sanguinis arteriae, quae abscisa est.	And take care of the guarding of the artery which has been cut off, and of the flow of blood from it.</start_of_turn>
In abscisione enim eius est timor, et praecipue ei qui ignorat illud quod facit, et non est studiosus, nec expertus: et dimittit operationem cum eo in primis.	For in the cutting of it there is fear, especially for him who is ignorant of what it does, and who is not studious or experienced: and he departs from the operation at once.</start_of_turn>
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I come with the reminder of the regime of the flow of blood which is accidental to the artery according to its method, and in its place here in this book.</start_of_turn
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	If you see that the wound is of such a kind that the Cauterium is not sufficient for it, and that the body of the sick man can tolerate the Cauterium in the middle of the head, as we have mentioned, take care of the burn until it is healed.</start_of_turn
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you wish, apply the Cauterium, as we have said in the chapter on the extraction of the artery with the Cauterium which has two blades.</start_of_turn
Est enim cauterizatio melior hac et magis conferens.	For the cauterization is better in this way and more effective.</start_of_turn
¶ De modo cauterizandi in dolore Aurium.	Of the way of cauterizing in the pain of the ears.</start_of_turn
Caput VI.	Chapter VI.</start_of_turn>
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When it happens in the ear a pain from the cold, and it is cured with solutions, and the rest of the cure as we have said in the preceding, and the pain does not move, then ignite the Cauterium: and that is what is called the Point, which has this shape.</start_of_turn
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then the point with it after its ignition around the whole ear, as it is turned: or around both sides, if the pain is in both.</start_of_turn
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And prolong thee with the Cauterium from the root of the ear downwards, after you have marked the area with the Cautery: and let the quantity of the Cautery be ten points in every aure, and thus in all.
Deinde cura loca, donec sanentur.	And then care for the area until it has healed.
¶ De modo cauterizandi in Tortura.	In this manner Cauterize in Tortura.
Caput VII.	Chapter VII.</start_of_turn>
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	Torture which is cured by Cauterization is nothing except for those species which arise from phlegmas, as we said in the discussions of the causes of diseases.</start_of_turn>
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And you must Cauterize the species which arise from exication and nerve spasm.</start_of_turn
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you have cured this species of torture with baths, catapults, and gargles, and the cure has not taken effect, then you must Cauterize the patient three times with the Cautery: once at the root of the ear, and once somewhat lower from the earlobe, and once at the junction of the two lips.</start_of_turn
Et pone Cauterium tuum ex contrario partis infirmae.	And place the Cautery on the side opposite the diseased part.</start_of_turn
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	For the soothing of the parts must be in the sound part.</start_of_turn
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the form of Cauterization is that you Cauterize with the Cautery itself at the root of the upper ear under the earlobe: and on the earlobe itself. The length of the Cautery should be as long as the length of the thumb.</start_of_turn
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And hold your hand with the Cautery until half of the thickness of the skin has been consumed by the flame.</start_of_turn
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the form of the Cautery, and it is of the kind of knife whose form is as described: truly it is not more delicate than that of the needle: and it must be so that the knife is of a suitable thickness.</start_of_turn
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then care for the place until it is healed.
¶ De modo cauterizandi in Apoplexia antiqua.	Then care for the place until it is healed.
Caput VIII.	Then care for the place until it is healed.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	Then care for the place until it is healed.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	Then care for the place until it is healed
Deinde curetur, cum eo quod praecessit.	Then care for the place until it is healed.
¶ De modo cauterizandi in Obliuione.	Then care for the place until it is healed
Caput IX.	Then care for the place until it is healed
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	Then care for the place until it is healed
Deinde rade caput infirmi totum, et pone super occipitium eius emplastrum de synapi descriptum in tractatu emplastrorum: et pone ipsum aliquotiens.	Then care for the place until it is healed
Ipsum namque est modus Cauterii: et fac illud secundum ordinem eundem, quem dixi illic.	Then care for the place until it is healed
