Praefatio.	Prefatory Note.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And prolong it with Cauterium to the root of the ear beside, after you have marked the place with the burn: and let the quantity of Cauterium be ten points in each ear, and as much as that
Deinde cura loca, donec sanentur.	Then care for the place, until it heals.
¶ De modo cauterizandi in Tortura.	As to the cauterization of a burn
Caput VII.	Chapter VII
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	A burn which is cured by cauterization is not except from those which arise from phlegm, as we have said in the discourse on diseases
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And you must cauterize the species which arise from exiccation and nervous spasm.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you have cured this species of burn with urine, and saffron, and blisters, and the cure does not help, then it is necessary to cauterize the diseased part with three Cauteriums: one at the root of the ear, and the second a little lower from its edge, and the third at the junction of the two lips
Et pone Cauterium tuum ex contrario partis infirmae.	And place your cautery from the opposite side of the lower part which is diseased.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	For the softening does not take place, unless in the part which appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	The form of cauterization is that you cauterize with the cautery itself at the direct extremity of the upper ear under the horn of the head somewhat: and at the same time in the temple: whose length is as long as the length of the thumb.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And place your hand with the cautery until the quantity of middle part of the thickness of the skin is burned
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	This is the form of the cautery, and it is like a knife, whose shape is like this: truly it is not finer than that of a needle: and it must be that the knife is in that place somewhat superficial
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then care for the place, with that which went before: until it is healed
¶ De modo cauterizandi in Apoplexia antiqua.	Thus the cautery is to be used in ancient apoplexy.
Caput VIII.	Chapter VIII.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When the ancient apoplexy has become chronic, and when your medicine has not been of avail, and the sick man does not have a fever, then cauterize him with four cauteries over all the horns of his head, and a cautery in the middle of the head, as we have said, and a cautery in the back of the head, as we have said before: and the manner of cautery is as we have said before
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	It is also to be cauterized with the cautery over the bones of the stomach: and this is the last method.
Deinde curetur, cum eo quod praecessit.	Then care for the patient, as we have said before.
¶ De modo cauterizandi in Obliuione.	Thus the cautery is to be used in oblivion.
Caput IX.	Chapter IX.
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	The head should be placed in the first place in the bath, and the nourishing pills should be given to the brain.
Deinde rade caput infirmi totum, et pone super occipitium eius emplastrum de synapi descriptum in tractatu emplastrorum: et pone ipsum aliquotiens.	Then the whole head of the patient should be washed, and upon the crown of his head should be placed a compress of rue described in the treatise on compresses: and let him put it on several times.
Ipsum namque est modus Cauterii: et fac illud secundum ordinem eundem, quem dixi illic.	This is the manner of the Cautery: and do this according to the order which I have said above.
Si ergo sanatur per illud, bonum est.	If therefore he is healed by this, it is good.
Si non: tunc fac ei cauteria tria in posteriori parte capitis sui, quae sint descendentia a superiori parte capitis usque ad inferiorem partem oculi: et pone inter omne cauterium grossitudinem digiti.	If not: then make for him three cauteries on the back of his head, which are descending from the upper part of the head down to the lower part of the eye: and put between every cautery the breadth of a finger
Deinde cura Cauterium, cum eo quod praecessit.	Then take care of the cauteries, as has been said before.
Si autem uis additionem, et infirmus est tolerans illud: tunc fac ei Cauterium in medio.	And if you wish to make an addition, and the patient is able to tolerate it: then make for him a cautery in the middle.
Quod si uis additionem: tunc cauteriza ipsum super duo cornua.	And if you wish to make an addition: then cauterize the two horns.
Deinde cura ipsum, donec sanetur: sitque Cauterium oliuare secundum formam, quae praemissa est.	Then take care of it, until he is healed: and let the cautery be done according to its form, as has been said before.
¶ De modo cauterizandi in Paralisi, et mollificatione.	Thus cauterize in Paralysis, and for mollification.
Caput X.	Chapter X.
Oportet ut procedas in mundificatione capitis cum hyeeris, et cum eo quod diximus.	You must proceed in the treatment of the head with oil, and as has been said above
Deinde rade caput infirmi: postea cauteriza ipsum cauterio in medio capitis, et cauterio super omne cornu capitis, et cauterio super posterius ipsius, et tribus super spondiles colli.	Then wash the head of the patient: then cauterize the middle of the head, and the cautery on every horn of the head, and the cautery on the back of his head, and three on the bones of the neck.
Si autem indiges in aegritudine mollificatione corporis pluribus illis, et infirmus est tolerans, et aegritudo est fortis: tunc cauteriza ipsum quatuor cauteriis super spondiles dorsi, et ultima cum cauterio, donec comburatur ex cute plurimum eius, et eleua manum tuam.	If, however, the digestion is difficult in the inflammation of the body because of the numerous bodies, and the patient is tolerant, and the inflammation is strong: then burn it with four burnings over the spines of the back, and the last one with the fourth, until it is consumed from the utmost part of it, and lift up your hand.
Deinde cura ipsum, donec sanetur: et sic cauterium Oliuare.	Then care for it until it is healed: and thus burn olive oil.
¶ De modo cauterizandi in Epilepsia.	In the manner of burning in epilepsy.
Caput XI.	Chapter 11.</start_of_turn>
Non Cauterizatur epilepticus, nisi ille cuius epilepsia est ex phlegmate.	An epileptic patient is not to be burned, except for that in whom the epilepsy proceeds from phlegm.</start_of_turn>
Oportet ergo ut mundifices cerebrum eius in primis cum hyeris, et cum reliqua curatione quam diximus in diuisione: quando infirmus est magnus, aut est tolerans in accaeptione medicinarum.	It is necessary therefore to temper the brain of him in the first place with herbs, and with the rest of the treatment as we have said in the preceding discourse: when the patient is great, or is tolerant in receiving the medicines.</start_of_turn
