Praefatio.	Preamble.
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I come with a reminder of the regulation of the flow of blood of the accident from the artery according to its way, and in its place in this book.
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	That if you see from illness that this Cautery does not suffice for him, and you see the body accepting the cauterium in the middle of the head, as we have told, heal a wound, until it is healed.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you see this, administer the cauterium that we have said in the chapter on the extraction of the artery with a holding cauterium and two knives.
Est enim cauterizatio melior hac et magis conferens.	Cauterization is better and more effective in this way.
¶ De modo cauterizandi in dolore Aurium.	The method for cauterizing ear pain.
Caput VI.	Chapter VI. On the Treatment of Head Injuries.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When pain occurs in the ear due to cold, and it is treated with solvents, and the subsequent treatment as we have explained in the division, and if the pain does not go away, then cauterize with fire: and this is what is called a dot, whose form is as follows.
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then the dots with what remains after the fire has gone around the whole ear, as it heals: or around each one, if pain is simultaneous on both sides.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And lengthen it slightly with the cauterizer from the root of the ear after you have marked the places with caustic: and let the amount of cautery be ten dots throughout the whole ear, and almost the same.
Deinde cura loca, donec sanentur.	Then care for the place until it is healed.
¶ De modo cauterizandi in Tortura.	The method for cauterizing in torture.
Caput VII.	Chapter VII. On the Treatment of Torment and Wounds
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	Torture treatment with cauterization is only from the causes that occur due to phlegm, as we have stated in the divisions of diseases.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And distant cauterization of the type that occurs due to drying, and spasm of a nerve.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you treat this type of torture with hyoscyamus, and caput purgatis, and gargarisms, and your treatment does not bring about a cure, then you should cauterize the sick person with three cauterizations: one near the root of the ear, and a second slightly below its opening, and a third at the junction of the two lips.
Et pone Cauterium tuum ex contrario partis infirmae.	And place your cautery on the opposite side of the weak spot.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	Since softening does not occur unless the visible part appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the shape of the cauterization is so that it cauterizes itself directly at the extreme end of the upper ear above the ear lobe, a little below: and another at the time: whose length should be according to the length of the thumb.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	Set your hand down with the cautery, until half the thickness of the skin is burned away.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the shape of the cautery; and the kind of the knife whose form is given above: indeed it is not so fine as a little, as you see; and let the knife be a little too thick in it.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then cure the place with this which went before: until it heals.
¶ De modo cauterizandi in Apoplexia antiqua.	The mode of cauterizing in ancient apoplexia.
Caput VIII.	Chapter VIII.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When a stroke of ancient apoplexia is incurred, and the cure is given with that which we have said, and your medicine does not take effect, and the patient has no fever, then cauterize him with four cauteries on all the corners of his head, and a cautery in the middle of his head, as we have said, and a cautery in the back of his head, according to what went before: and let the mode of the cautery be according to what went before.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	Also cauterize with the cautery on the jaw of the stomach: and it is more last.
Deinde curetur, cum eo quod praecessit.	Then heal with that which went before.
¶ De modo cauterizandi in Obliuione.	The mode of cauterizing in oblivion.
Caput IX.	Chapter IX.
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	It is necessary that he should drink a great deal of wine in the first sickness, and pills to clear the brain.
Deinde rade caput infirmi totum, et pone super occipitium eius emplastrum de synapi descriptum in tractatu emplastrorum: et pone ipsum aliquotiens.	Then shave his whole head, and put upon the back of his head the syrup described in the book of syrups: and let him have it sometimes.
Ipsum namque est modus Cauterii: et fac illud secundum ordinem eundem, quem dixi illic.	This is the kind of cautery: and let it be according to that order which we said there.
Si ergo sanatur per illud, bonum est.	If then he heals by means of it, it is good.
Si non: tunc fac ei cauteria tria in posteriori parte capitis sui, quae sint descendentia a superiori parte capitis usque ad inferiorem partem oculi: et pone inter omne cauterium grossitudinem digiti.	If not: then give him three cauteries in the back of his head, which go down from the upper part of the head to the lower part of the eye: and let there be a thickeness of the finger between every cautery.
Deinde cura Cauterium, cum eo quod praecessit.	Then cure the cautery with that which went before.
Si autem uis additionem, et infirmus est tolerans illud: tunc fac ei Cauterium in medio.	But if you see a wound that needs to be added, and he who accepts it is weak: then do cauterization for him in the middle.
Quod si uis additionem: tunc cauteriza ipsum super duo cornua.	That if you add to the wound: then cauterize it on top of two horns.
