Praefatio.	Preamble.
Deinde pone ipsum super locum, et retine manum tuam: et tu reuolue ferrum paulatim cum uelocitate: et sit quantitas quae aduritur ex spissitudine cutis, sicut medietas eius.	Then put the iron on the spot and keep your hand: and you shall turn the iron little by little with velocity: and let the quantity that is burned be of the thickness of the skin, as a half of it.
Et eleua manum tuam, ut non aduratur arteria, quae est inferius, et accidat fluxus sanguinis.	And raise your hand so that it is not burned the artery which is below, and does not happen a flow of blood.
Deinde imbibe cotum in aqua salis, et pone super locum, et dimitte ipsum tribus diebus: deinde pone cotum cum butyro: postea cura cum unguento usquequo sanetur.	Then dip the cotton in salt water and put on the spot, and leave it for three days: then dip the cotton in butter: afterwards cure with ointment until healed.
Et si uis, cauteriza hanc hemicraniam cum extremitate cultellari secunda Cauterii.	And if you wish, cauterize this headache with a sharp knife, second time of cauterization.
Et caue ab incisione arteriae in hac hemicrania, non antiqua proprie.	And caue not from the incision of the artery in this headache, not old nor proper.
¶ De modo cauteriezandi in hemicrania antiqua.	The mode of cauterizing in an old headache.
Caput V.	Head, part five.
Quando curas hemicraniam, cum eo quod diximus ex curatione praecedente, et quod diximus in diuisionibus aegritudinum, et non confert curatio: et uides ex aegritudine, quod non sufficit ei quod diximus ex cauterio primo cum medicina, aut cum cauterio cum igne, tunc oportet ut ignias Cauterium cultellare, donec albificetur postquam signas super locum doloris cum linea, cuius longitudo sit medietas digiti, aut quasi illud: et depone manum tuam uice una, et stringe eam donec incidas arteriam, et peruenias usque ad os.	When you cure a headache, with what we have said before in the preceding cure, and what we have said in the divisions of illnesses, and is not sufficient to this what we have said from cauterizing first with medicine, or with cauterizing with fire, then you shall put the fire of Cauterium cuttle, until it becomes white after having signs on the spot of pain with a line, whose length is half a finger, or almost so: and set your hand down with force, and squeeze it until you hit the artery, and reach all the way to the mouth.
Verumtamen necesse est tibi, ut caueas a continuatione mandibulae, quae mouetur apud masticationem, ne aduratur latus, aut neruus qui mouet ipsam, unde accidat spasmus.	Indeed, you must take care to avoid the continued pain of the jaw, which moves when chewing, from affecting the side or the nerve that moves it, from where the spasm occurs.
Et esto super custotiam, et cautelam de fluxu sanguinis arteriae, quae abscisa est.	And be careful and vigilant about the flow of blood from the artery, which has been severed.
In abscisione enim eius est timor, et praecipue ei qui ignorat illud quod facit, et non est studiosus, nec expertus: et dimittit operationem cum eo in primis.	For there is a great fear in the disconnection of it, and especially for him who does not know what he is doing, and is not diligent or skilled: and he suspends the operation with it at first.
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I come to remind you of the treatment of the flow of blood from an artery as a second mode, and in the place of this book.
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	That if you see from sickness that it is not sufficient for this cautery, and you see the body with a wound that accepts the cautery in the middle of the head, as we have told you, care for the wound until it heals.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you see, administer the cautery that we have said in the chapter on extracting an artery with a cautery tool having two knives.
Est enim cauterizatio melior hac et magis conferens.	For cauterization is better this way and confers more benefits.
¶ De modo cauterizandi in dolore Aurium.	On the method of cauterizing in ear pain.
Caput VI.	Chapter VI.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When pain occurs in the ear from cold, and is treated with poultices, and the remaining treatment as we have said in the division, and the pain does not go away, then apply fire-cauterization: and that is what is called a "punction," whose shape is this.
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then the punctures with it after its ignition around the whole ear, as it is relieved: or around either of them if the pain is simultaneously on both.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And extend it with the cautery from the root of the ear somewhat, after you have marked the places with the caustice: and let the amount of cautery be ten points throughout the whole ear, and almost as many.
Deinde cura loca, donec sanentur.	Then care for the place, until they are healed.
¶ De modo cauterizandi in Tortura.	On the method of cauterizing in torture.
Caput VII.	Chapter VII.
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	Tortura quæ curatur cum cauterizatione, non est nisi ex speciesbus, quae accidunt ex phlegmate, secundum quod diximus in divisionibus aegritudinum.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And the separation of cauterization by species which occurs from drying and spasm of nerve.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you treat this species of torture with hyoscyamus, and caustics, and gargarisms, and your treatment does not bring about a cure, then you should cauterize the disease in three places: one at the root of the ear, and second slightly below its time, and third at the junction of the two lips.
Et pone Cauterium tuum ex contrario partis infirmae.	And place your cautery on the opposite side of the weak part.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	Since softening does not occur except in the part which appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the shape of the cautery is such that it cauterizes itself directly at the extreme tip of the upper ear below the hairline: and another in time: whose length should be according to the length of the thumb.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And place your hand with the cautery on it until half the thickness of the skin is burned.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the shape of the cautery, and its species is from a blade whose preceding form is: however, it is not so fine as you see: and it should be a little blade in it with some excess thickness.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then care for the place, with what precedes it: until it heals.
¶ De modo cauterizandi in Apoplexia antiqua.	The way to cauterize in ancient apoplexia.
