Praefatio.	Preamble.
In abscisione enim eius est timor, et praecipue ei qui ignorat illud quod facit, et non est studiosus, nec expertus: et dimittit operationem cum eo in primis.	For there is a danger in cutting it off, and especially for one who does not know what he is doing, and is not learned or experienced: and he dismisses the operation with that.
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I come with a reminder about the treatment of blood flow from an artery according to its way, and in its place in this book.
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	If you see from illness that this cautery does not suffice, and you see the body bearing up the cauterization in the middle of the head as we have told, take care of a wound, until it heals.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you see it, administer cauterization, which we have said in the chapter on arteriotomy with a cautery instrument having two knives.
Est enim cauterizatio melior hac et magis conferens.	For cauterization is better and more beneficial than this.
¶ De modo cauterizandi in dolore Aurium.	(On the method of cauterizing in ear pain.)
Caput VI.	Chapter VI.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When pain occurs in the ear from cold, and the cure is with solutions, and the remainder of the treatment as we have said in the division, and the pain does not disappear, then fire cauterization: and that is what is called a point, whose form is this.
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then the points with it after its ignition around the whole ear, as it resolves itself: or in the circumcision of both, if at the same time pain is in both.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And lengthen it with the cautery from the root of the ear slightly, after you have marked the places with the caustic: and let the amount of the cautery be ten points all over the ear, and almost the same.
Deinde cura loca, donec sanentur.	Then cure the place, until they are healed.
¶ De modo cauterizandi in Tortura.	(On the method of cauterizing in torture.)
Caput VII.	Chapter VII.Et si uis, administra Cauterium
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	And if you want to administer cauterization in torture, it is not except for the species that occur from phlegm, according to which we have said in the divisions of diseases.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And distant cauterization of a species that occurs from dryness, and spasm of a nerve.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you cure this species of torture with hipirrhea, and caputpurgia, and gargarisms, and your treatment does not bring about a cure, then you should cauterize the sick person with three cauteries: one near the root of the ear, and a second a little below its edge, and a third at the junction of the two lips.
Et pone Cauterium tuum ex contrario partis infirmae.	And place your cautery on the opposite side of the weak part.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	For softening does not occur unless in the part that appears to be healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the form of the cautery is that it cauterizes itself at the very tip of the upper ear by the corner of the head slightly: and another in the timpan: whose length should be according to the length of a thumb.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And lay your hand with the cautery, until a quantity of half-thickness of skin has burned.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the form of cautery, and its shape is from a scalpel, whose shape is as follows: indeed it is not more subtle by a little, as you see: and it should be that the blade is in it slightly too thick.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then care for the place, with what preceded it: until it heals.
¶ De modo cauterizandi in Apoplexia antiqua.	§ On the way of cauterizing in ancient apoplexia.
Caput VIII.	CHAPTER VIII.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When an ancient apoplexia is established, and care for it has been as we have said, and your medicine does not help, and the patient has no fever, then cauterize him with four cauterizations on all the horns of his head, and a cautery in the middle of his head, as we have said, and a cautery in his occiput, according to what preceded: and the mode of cauterization should be according to what preceded.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	Also cauterize with the cautery above the throat of the stomach: and it is more final.
Deinde curetur, cum eo quod praecessit.	Then care for it, with what preceded it.
¶ De modo cauterizandi in Obliuione.	§ On the way of cauterizing in obliteration.
Caput IX.	CHAPTER IX.
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	It should be that he is placed in a strong wine in the first sick person of a great day, and a pill that purifies the brain.
Deinde rade caput infirmi totum, et pone super occipitium eius emplastrum de synapi descriptum in tractatu emplastrorum: et pone ipsum aliquotiens.	Then wash his head entirely with milk, and put over his occiput a plaster of myrrh described in the treatise on plasters: and put him on occasion.
Ipsum namque est modus Cauterii: et fac illud secundum ordinem eundem, quem dixi illic.	But this is the mode of cauterization: and make it according to the order given there.
Si ergo sanatur per illud, bonum est.	If then he heals by that, it is good. Sed si non sanatur, iterum curetur, et iterum, usque ad qu
Si non: tunc fac ei cauteria tria in posteriori parte capitis sui, quae sint descendentia a superiori parte capitis usque ad inferiorem partem oculi: et pone inter omne cauterium grossitudinem digiti.	But if not: then care for him again, and again, until he is healed: then put between every cautery slightly the thickness of a finger.
