Ayssi comensan las paraulas de Albucasim .	Thus they begin with the words of Albucasim.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will come with the reminder of the treatment of accidental bloody flux in the manner of the liver's custom, in its own proper place.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this sickness does not improve with this cautery and you see the patient's body tolerable, cauterize it in the middle of the head as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you want, administer the cautery that we have spoken of in the chapter on constriction of the liver with a cautery having two points, and this is a better cauterization and more beneficial.
Capitol .v.	Chapter five.
De cauterisacio de las dolors de aurelhas.	Of the cauterization of the pains of the ears.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain from cold and it is treated with laxative causes and with the other cure which has been said in the division, and the pain is not alleviated, then apply the cautery, and this is what is called a point, of which this is the method:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And apply the point near the ignition, and let it be carried around the entire ear as if it were rolled, or in a circle around whichever part the pain is in.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Bring the cautery to the root of the ear little by little until you feel the place with your finger.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of twelve points on the entire ear, and which one, then carefully cure the places between which they are healthy.
Capitol .vi.	Chapter six.
De cauterizacio de turtura.	Of the cauterization of the tortoise or turtle, but more likely it translates to: Of the ca
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Tortoise, which is cured and with cauterization it is not except for the species that come from flux, according to what we have said in the divisions of the illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species that proceeds from dryness or from spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of tortoise with earth and purge and evacuations, and do not confirm your cure, then it is necessary that you cauterize the illness with three cauterizations: the first gives the root of the ear, the second a little below the temple, and the third gives the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And apply the cautery on the opposite of the affected part, because mollification is not seen except in the part that appears to be healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with the cautery on the right of the extremity of the ear, placed a little above the horn of the head, and in the temple another, the length of which should be according to the length of the aforementioned thumb, and place your hand with the cautery until it is burned the quantity of the weight of the species of the codena.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the shape of the cautery, and it is a specialty of the surgical knife, the shape of which is described in detail.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	More subtle is that which a little cuts the veins; and it is good to cut in the superfluous and gross part a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then heal the place with what is previously described as a proven remedy for the disease.
Capitol .vii.	Chapter 7.
De cauterizacio de apoplextia antiqua.	On the cauterization of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you treat it with what we have said and it does not respond to your medication and the patient has no fever, then cauterize that with four cauteries: on all the horns of the head; and with a cautery in the middle place of the head, as we have said; and with a cautery on the neck.
