Ayssi comensan las paraulas de Albucasim .	Thus they begin to recite the words of Albucasim.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and caution of the flow of blood from the artery that is cut, because in the cutting of it there is fear, and especially for one who ignores what they do and is not careful and does not proceed with caution; then leave the operation to someone who begins with competence.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I will come to the recollection of the rule for the flow of blood from the accidental injury of the artery, according to its own method, in its own place of freedom.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this sickness does not require the cautery and you see the body of the patient tolerable, cauterize it in the middle place of the head thus as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, administer the cautery that we have spoken of in the chapter on extraction of arthritis with a cautery having two handles, and this is a better cauterization and more beneficial.
Capitol .v.	Chapter five.
De cauterisacio de las dolors de aurelhas.	On the cauterization of ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain from cold and it is treated with lacative causes and with the other cure that has been spoken of in the division, and the pain is not relieved, then ignite the cautery, and this is what is called a point, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And apply the point near the ignition, and let it be carried around the entire ear as if a wheel is turned, or in a circle around each part if the pain is in each part.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Bring yourself to the cautery of the root of the ear little by little until you feel the place with your finger.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of ten points on the entire ear, and cauterize it, then treat the places until they are healed.
Capitol .vi.	Chapter six.
De cauterizacio de turtura.	On the cauterization of torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture that is cured with cauterization is not one of the species that come from flow, as we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species that originates from dryness or from spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of torture with poultices and capers and gargling, and you do not confirm your cure, then it is known that you should cauterize the illness with three cauterizations: give one to the root of the ear, and a second a little below the temple, and the third give to the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place the cauterization on the opposite side of the affected part, because mollification is only seen in the part that appears to be healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with the cauter on the right side of the extremity of the ear, a little above the horn of the head, and in the temple another, the length of which should be according to the length of the aforementioned finger, and put your hand with the cauter inside until the quantity of the matter of the species of the cod is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the shape of the cautery, and it is a species of the knife, the shape of which is in front of the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	More subtle is that which takes away a little, as it seems to me; and I believe that cutting from the superfluous fatness a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then heal the place with what is in front, processed within so that it may be healthy.
Capitol .vii.	Chapter 7.
De cauterizacio de apoplextia antiqua.	Of the cautery of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you treat it with what we have said and it does not respond to your medicine and the patient has no fever, then cauterize that with four cauteries: on all the horns of the head; and with a cautery in the middle place of the head, as we have said; and with a cautery on the nape.
