Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasim.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you find it necessary, administer the cautery that we have mentioned in the chapter on artery constriction using a two-pronged cautery, this is a better and more effective cauterization.
Capitol .v.	Chapter V.
De cauterisacio de las dolors de aurelhas.	On the treatment of ear pain.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to cold and it is treated with lacrimal and other remedies as mentioned in the previous section, and the pain persists, apply heat with a cautery. This is known as a "puncta," and its shape is as follows:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then apply the cautery close to the heat source, and rotate it around the entire ear, or in the form of a circle over whichever part is painful.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Use the cautery on the edge of the ear pain, little by little, until you have relieved the area without causing any harm.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery with these points is done on the entire ear and some remain, then treat the areas until they are healed.
Capitol .vi.	Chapter .vi.
De cauterizacio de turtura.	On the cauterization of tortuous (or twisted) parts.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The tortuousness which is cured and the cauterization, in this case, refer to the species that come from phlegm, as we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoiding cauterization of the species that should be treated by drying or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of tortuousness with pulling and snapping and groaning, and you do not confirm your cure, then know that you cauterize the illness in three places: first, you pierce the auricle, second, you make a small cut on their temple, and third, you treat the union of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And apply your cautery to the opposite side of the affected part, for softening occurs only in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cauterization is as follows: cauterize that part with a cautery instrument directly on the tip of the ear, and another at the temple, whose length corresponds to the length of the finger, and place your hand over the cautery until the quantity of the substance of the skin is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the form of the cautery, and it is specific to the cutting tool, the shape of which is placed on the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it may be even more subtle, as you will see with your own eyes; and take care to avoid excessive roughness on its surface.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And take care of the area that is exposed during the procedure until it heals.
Capitol .vii.	Chapter .VII.
De cauterizacio de apoplextia antiqua.	On the cauterization of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and its treatment does not include what we have mentioned and the patient does not have a fever, then cauterize it with four cauteries: first on all the corners of their head; second, on the middle part of the head, as we have said; and third, on the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	And the manner of the cautery is done according to what has been mentioned above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is cauterized over the mouth of the stomach; and this is more deferred; and then its treatment is as you process.
Capitol .viii.	Chapter .VIII.
De cauterizacio de obblivio fayta per flacma.	About the cauterization of a hernia made with flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	You should give the patient at the beginning small doses of grains and pills, the servants will gradually increase them.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then completely shave the patient's head, and place on their wound the plaster described in the treatment of plasters.
