Ayssi comensan las paraulas de Albucasim .	The words of Albucasim begin thusly.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see this headache that doesn't satisfy this cautery and sees the skull tolerable, apply this cautery in the middle part of the head as we recounted, and treat the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, apply the cautery we have mentioned for the tip of the scab on the heel's surface with two needles, and this is better cauterization and more beneficial.
Capitol .v.	Head / top
De cauterisacio de las dolors de aurelhas.	Regarding the cauterization of earache.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to cold and other causes as I mentioned in the division, and if the pain isn't relieved by this cure, then apply fire to the cautery, and this is what we call 'pointed' cautery, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And place the point near the heat source, and let it touch around the entire ear area like a wheel is turned, or in the circuit of any moments if the pain occurs anywhere.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Continue with the ear cautery little by little until you have identified and tried the place.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery hits all these points on the ear, and you find that place, then properly treat the areas inside where they are healing.
Capitol .vi.	Head / sixth
De cauterizacio de turtura.	Regarding the cauterization of back pain.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Back pain which is treated and in cauterization consists only of the species that I mentioned as causing pain due to phlegm, according to what we have discussed in sections on illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization for the species that causes due to dryness or muscle spasm of nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of back pain with dyes and head baths and sweat-inducing remedies, and if your treatment doesn't agree, then follow this method when you cauterize the patient: the first is for the ear, the second slightly less so, in its warm zone, and the third is for the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cauterization on the opposite side of the back problem, where there's only a soothing effect in that area that turns healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cauterization is to apply it on the tip side of the ear's end with a little above the corn of the head, and on the warm zone, its length according to the length of the said hand, and then pause your hand when the quantity corresponding to the species' essence is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is how it's done with a cautery tool, which is a speciality of surgeons, the shape of which is explained on table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it's more subtle that you should do this with a few; and when the needle is in its superfluous thickness, just do a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then treat the area until what was done in process turns healthy.
Capitol .vii.	Head / seventh
De cauterizacio de apoplextia antiqua.	Regarding the cauterization of old apoplexy (stroke).
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you treat it as we have said, but your medicine doesn't agree with the patient and they don't have fever, then cauterize that area with four cauteries: over all parts of their head; and on this head's side like we said; and also do it in the throat.
E la manieyra del cauteri es fayta segon que es desus dit.	The method of cauterization is done according to what has been mentioned before.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And when it's cauterized over the mouth of the stomach; and more towards the rear; and then treat with what is being done.
