Ayssi comensan las paraulas de Albucasim .	This begins the words of Al-Baghdadi.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see this disease that does not suffice for this cautery and observes the body of the patient tolerable, apply this cautery at the middle of the head as we have recounted, and treat the wound until it heals.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see this, administer the cautery which we have mentioned in the head of artery iron with two knives, and this is a better cautery treatment and more appropriate.
Capitol .v.	Head V.
De cauterisacio de las dolors de aurelhas.	Regarding the cautery treatment for earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to cold and for lack of treatment which I have mentioned in the division, and if this does not relieve the pain, then heat the cautery, and this is the one called a point, whose form here is:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And close to the anus, it is pierced near the belly button, and guided around the entire area of the abdomen like a wheel being rolled, or in the course of any time if the pain occurs at any time.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Continue with the application of the cautery to the edge of the belly button little by little, until you have tried placing your hand on the area and attempted.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery is applied to all parts of the abdomen, and it stops there, then proceed to treat the areas inside where they are healing.
Capitol .vi.	End of Chapter VI.
De cauterizacio de turtura.	Regarding the application of cautery.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Turtura is something that can be cured and treated with cautery; it involves certain substances that cause issues due to phlegm, as we discussed earlier in the sections about illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid applying cautery to the substance that causes it through drying or nerve spasm.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that kind of turtura using jarrings and capi-purgatives and guar-guarisms, if you don't confirm your treatment, then it's like applying cautery to the patient three times: first by treating the belly button area, then leaving a little space for its normal heat to return, and lastly treating the connection between two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Hold your cautery for the opposite side of the affected area, as relief is only found in the part that appears to be healing.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of applying cautery is as follows: apply the heat to the right end of the belly button area above the chin, and on the head another, with its length according to the length of that segment, then place your hand in between while letting the fire burn through the quantity corresponding to the substance's quality of the diseased part.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is how you apply cautery, and it is a skill of the surgeon, whose method involves being in front of the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, there's a subtle way to do this: if you use a little for each application; then understand that when it works against excessive roughness, a little is enough.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And subsequently treat the area where it's processed internally until it heals.
Capitol .vii.	End of Chapter VII.
De cauterizacio de apoplextia antiqua.	Regarding the application of cautery for old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you treat it using what we've discussed and don't confirm your treatment, and if the patient doesn't have a fever, then apply cautery in four applications: on all parts of their head; with cautery and halfway across the head, as we've said; and apply it to the chest.
E la manieyra del cauteri es fayta segon que es desus dit.	The method for applying cautery is done according to what was described earlier.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And once it has been treated on the mouth of the stomach; and it's mostly behind; then proceed to treat as you've processed.
