Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see this illness that does not satisfy this cautery and sees the body of the head tolerable, cauterize it in the middle of the head as we have measured, and cure the wound until it heals.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, apply the cautery we mentioned for the tip of the artery where there is a cautery, with two needles. This is a better and more accurate cautery.
Capitol .v.	Capitol refers to the extremity or tip.
De cauterisacio de las dolors de aurelhas.	On the treatment of earache through cautery.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain in the ear is caused by friction and is cured due to lack of substances, and another treatment which I have mentioned in the division, if the pain is not alleviated, then apply fire cautery, and this is the type called punctum, whose form is as follows:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And place the point near the opening, and move it around the entire area of the ear like a wheel is being turned, or in any circuit if the pain occurs at any time.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Continue with the ear cautery little by little until you find where the pain is and test it.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if cautery of these points covers the entire ear and there is no relief, then carefully treat the areas inside where they are healing.
Capitol .vi.	Capitol refers to the sixth part or section.
De cauterizacio de turtura.	On the treatment of curvature through cautery.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Curvature that is treated and healed through cautery can only be with substances that come through phlegm, as we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery for the substance that is due to dryness or muscle spasms of nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that type of curvature with jellies, purgatives, and antispasmodics, and if your treatment does not work, then follow this procedure when you cauterize the patient: first, cauterize the opening of the ear, second, make a small cut on its skin edge, and third, cauterize the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cautery at the opposite side of the diseased part, for relief is only found in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cautery is that you apply it at the tip of the opening of the ear much higher than a little above the corn of the head, and on its skin edge another, whose length should be according to the length of that particular spot, and then pause your hand with the cautery until that quantity of the substance of the disease in the tendon is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is how the cautery works, it's an art of surgery, the form of which is demonstrated in front of the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it's somewhat subtle that if you add a little here and there; then when the needle goes into its place of excessive roughness, do so slightly.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then treat the area with what's in front during the process until it heals.
Capitol .vii.	Capitol refers to the seventh part or section.
De cauterizacio de apoplextia antiqua.	On the treatment of old apoplexy through cautery.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and treated with what we've mentioned and if your medicine does not work and the patient doesn't have a fever, then apply cautery to it at four points: over all parts of their head; with the point and middle of the head as we said; and with cautery on the chest.
E la manieyra del cauteri es fayta segon que es desus dit.	The method of applying cautery is done according to what was mentioned above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And once it has been treated over the mouth of the stomach; and more behind; then carefully treat with what you are using.
