Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see this illness that does not benefit from this cautery and observes the tolerable body symptoms, cauterize in the middle of the head as we have measured it, and treat the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you notice this, administer the cautery which we mentioned in the chapter about blood vessel constriction with fire on both fingers, and this is a better type of cautery and more effective.
Capitol .v.	Head .v.
De cauterisacio de las dolors de aurelhas.	Regarding the treatment for ear pain with cautery.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to irritation and it is treated with anti-inflammatory causes and with another treatment that I have described in the division, if the pain does not subside, then heat up the cautery, which one has the name of 'puncture', like this:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And if it is necessary to make points near the navel, then lead them around the entire area of the ear as if riding a wheel, or in the circuit of each time when the pain is in any.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Continue with the pointed cautery from the tip of the ear gradually, making sure to test and place your hand where you aim.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery hits all parts of the ear, then move on, and after that, treat the areas within them until they heal.
Capitol .vi.	Crown it today.
De cauterizacio de turtura.	Regarding cautery treatment.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Gout that is cured with cautery treatment is none other than the species of diseases that come from phlegm, as we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery treatment for the species that results from dryness or muscle twitching of nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of gout using pins and ear-pinchers and poultices, and if you don't confirm your treatment, then know that when you apply cautery to the patient, you use three applications: one on the tip of the ear, another slightly below its warmth, and the third at the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Hold your cautery against the opposite side of the diseased part, where there's only relief when the affected area becomes healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of applying cautery is to apply it near the tip of the ear somewhat above and slightly on top of the crown's base, and then another in the middle area where its length corresponds to the length of this hand gesture, after that hold your hand with the application of cautery until the amount of the disease's essence is burned out.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the method of applying cautery, and it belongs to surgery, its form being before mealtime.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it is also very subtle that one or two like this; and note that when applied to excess coarseness in them, it may be done so.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And after that, treat the area until the condition within it has healed.
Capitol .vii.	Crown it seventhly.
De cauterizacio de apoplextia antiqua.	Regarding ancient apoplexy treatment with cautery.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and you treat it as we have said without confirming your treatment, and if the patient does not have fever, then apply cautery on four occasions: over all parts of their head; with each application and the midpoint of the head, as we have said; and apply cautery to the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	The way to do the cautery is done according to what was mentioned earlier.
