Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this type of illness does not tolerate this cautery and the body of the patient is tolerable, apply the cautery in the middle location of the head as we have recounted, and treat the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, apply the cautery which we have said in the tip of the red artery where there is no need for a double-ended knife, and this is a better cautery technique than that.
Capitol .v.	Capitol refers to the top or highest point, often used in anatomy when referring to locations like the head or specific parts of the body.
De cauterisacio de las dolors de aurelhas.	Regarding the treatment of earaches with a cautery.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear from cold and due to deficiencies, as well as another treatment which I mentioned in the division, if the pain is not relieved, then apply fire to the cautery, this is what has been called "pointed," which looks like this:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And press the point close to the ignition, and it should be placed around the entire ear like a wheel is turned or in any part of each time if the pain is in any place.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Extend it with the ear cautery little by little until you have tested the area and ensure it's appropriate.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery touches all points in the ear, and it leaves that mark, then you should treat the areas until they are healed.
Capitol .vi.	Capitol refers to the top or highest point, often used when describing parts of the body like the head or specific anatomical locations.
De cauterizacio de turtura.	Regarding the treatment of gout (turtura in this context).
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Gout which is treated with a cautery is none other than the species that come from phlegm, as we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid the cautery for the species that cause by drying out or by spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of gout with vinegar and mustard baths and restoratives, if your treatment is not effective, then you should apply the cautery to the body three times: the first at the top of the ear, the second slightly on its underside, and the third over the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And hold your cautery on the opposite side of the diseased part, where only a soothing effect should be found after it has been cured.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cautery is to apply it in the middle of the outer end of the ear slightly higher than on the top of the head, and another one in the temple area, whose length should be according to the width of that particular part. Then hold your hand with the cautery until the entire quantity of pus from the diseased chain burns out.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the way to apply the cautery, it's a specialty of surgeons, and its shape is demonstrated on the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, that subtle thing should be done like this each time; hold the knife slightly in front of it so that when the blade touches its excess fat just a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then treat the area until what is in front has been processed and healed.
Capitol .vii.	Capitol refers to the seventh section or part of a document, often used when referring to an ordered list or series where numbers indicate specific sections.
De cauterizacio de apoplextia antiqua.	Regarding the treatment of old apoplexy (stroke).
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you treat it as we have said, but if your treatment doesn't work and the body doesn't have a fever, then apply the cautery in four applications: over all parts of its head; with each application also on the middle of the head, as we have said; and apply it to the stomach.
