Ayssi comensan las paraulas de Albucasim .	And the book begins.
No es cauterizat le epilemtic sino aquella epilemcia es per flecma.	Then apply a cautery to the affected joint.
E donc cove que mondifiques le cervel de lu al comensament de lu am yeras e am l’autra curacio la qual havem dicta en la divisio quan le malaute es gran e es tollerant la exceperacio de las medicinas.	Therefore, it is necessary to modify the brain at the beginning of treatment when the pain is severe, as we have discussed.
E si es enfant le qual no sufferte las medicinas, lahoras aministra guarguarissmes e mastiguatoris le servel mondifican, denant aquo per motz dias, am bonifficacio de las viandas.	And if it is a child who doesn't respond to other remedies, then cauterization might be used.
E aprop ras le cap del malaute, e aprop cauteriza aquel am un cauteri en le mieg loc del cap segon la manieyra precedent, e am autre cauteri en le occiput de lu, e sobre quascun corn del cap sieu cauterisa.	E aprop pause la mani over the area of the body to prevent the other, and then cauterize the leg's loc while the patient sleeps.
E si le malaute es fort e es tollerant, lahoras cauteriza aquel am cauteris les quals he ditz, en havent paraliticament e mollificacio del cors sobre les spondils del col e les spondils del dos.	And if the pain is severe, they are tolerated by the patient.
E sia cauteri olivar segon qu’es precedit.	And if you have to use another hand (or tool) for cauterization, do so with a hot cautery.
Mays si le malaute es enfant, lahoras pausa cauteri subtil segon aquesta manieyra.	If the patient is a child, the application of the cautery should be done more delicately.
Capitol .xi.	Chapter 11
De cauterizacio de melencolia.	This is about the treatment of melancholia.
Quan las causas de melencolia so humiditatz corrompudas e flacma gros, lahoras cauteriza aquel am les cauteris les quals havem ditz en le havent paralisi.	If the causes of melancholy are damp and cold humors, then treat them accordingly.
E si la causa de melencolia es superfluitat declinant a melencolia, e le cors del malaute es humit, lahoras da ha beure aquo que mundifica le cervel de lu segon aquo que ha precedut en la divisio.	If it is necessary to apply a cautery treatment to someone suffering from melancholia, it can be done by placing a cushion under their head or feet.
E aprop ras le cap del malaute, e aprop fay tortora decentment fayta de li sobre le cercle, e aprop depausa aquela en le mieg loc del cap.	And a proper cauterization is done by placing a cushion on their head.
E le malaute sia sesent cayrat, e sia tengut de tota partida.	And if the pain exists in its proper place, it is considered a different ailment.
E aprop pausa liniment; et es pus digne de boder antic de ovelhas.	And apply a cushion to their knees and other areas where needed; and if necessary for the lower limbs, it is best to use a cushion on the patient's legs.
E escalfa aquel sobre le foc per calefaccio temprada per mesura, le qual le dit sufferta quan es mes en lu.	And if it is necessary to warm something on the fire, it is called by them (the doctors) as a cushion for their knees.
E aprop vuo’ aquel en le mieg loc del cap de lu en le cercle, e leysa lu entro que sia enfregidat.	Then place a cushion under that which has been taken by gout.
E fay aquo am le malaute en tota semmana una veguada, am le autre regiment de lu bo entro que sia sanat; o si vols, cauteriza aquel fazen petitz puntz segon lo mays de lu, sino que tenguas la ma am un cauteri ayssi ordenat: aquesta es specia de cauteri la qual humecta le cervel am equalitat.	This text already exists in a language similar to Italian, so the translation should be in English.
E aprop pausa aquel coto enbegut en boder o en grays de gualina.	And then place your hand on the body of the patient.
Capitol .xii.	And if the pain is in the feet, apply cold-water compresses.
De cauterisacio de aygua descendent en le huel.	And so the cauterization of the legs will be treated.
Quan a tu es declarat le comensament de aygua en le huel per les senhals les quals yeu he ditz en la divisio, lahoras comensa e dona en beure al malaute aquo que mondifique le cap de lu, e guarda aquel de totas humiditatz.	And if a cushion has been placed on the legs to prevent a patient from experiencing pain during the operation.
E fay aquel suzar en banh en degu per alcus jorns.	And let him stay there for a few days.
E aprop comanda a lu que raza le sieu cap, e cauteriza aquel am cauteri en le mieg loc del cap; e aprop cauteriza aquel am dos cauteris sobre dos templas si es le comensament de ysement de aygua en dos huels, o de la un latz si es comensamen de l’aygua en un huel.	Then cauterize the surface of the patient's head, if they are already open for treatment.
Incideys am cauteri totas las venas e arcerias las quals so dejos la codena; e sian les cauteris en aquela lonh en la latitut de las templas.	When treating an illness in the head, one should use a cushion to prevent the spread of heat from the hands.
E guarda te de fluxs de sanc quan es cauterizat; e si veses de lu fluxs de sanc, osta le am alcuna medicina, la qual es a tu possible.	And if you cauterize it, the blood will be cauterized; apply your medicine accordingly.
E yeu vindre am savieza la qual es en extraccio de arcerias e am abscizio de aquelas e cautela de fluxs de sanc.	And now it is necessary to apply knowledge to their knees, which are inflamed.
E alcunas vetz es cauterizat en le cervitz dejos dos osses am dos cauteris dererament produzitz.	And if it is necessary to treat a hernia, then you must hold your hand on their legs.
Capitol .xiii.	This chapter discusses how to treat gout by applying hot cautery to the affected area.
De cauterizacio de lacrimas antiquas.	And if it is necessary to apply cautery to the affected area.
Quan lacrimas dels huels so antiquas assuduament e per las venas e arterias las quals so en le loc manifest del cap defora e es verificat que aquo es superfluitatz frejas flecmatiquas, lahoras cauteriza aquel am cauteri le qual havem recontat en le capitol de comensament de aygua cazent en les huels, e am cauteri en le mieg loc del cap e am dos cauteris en la cervitz dejos dos templas, e am dos cauteris en la cervitz dejos dos osses.	Gout, which is characterized by inflammation in the joints and pain caused by excess uric acid, is often treated with medication.
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	And if you have to treat a patient for the ailment of cold humors, then use a cautery on their whole body.
Capitol .xiiii.	Chapter 14
De cauterizacio de fetor de nas.	De cauterizatio de nas est a cushion for a cushion for the nose.
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	If your treatment does not work for the patient, then use a different method to treat them.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	And then put a cushion on their legs and another on their feet.
E guarda te de la arceria que no incindas aquela.	And guard your legs from other ailments, and do not touch that which is not gout.
E del cauteri clavilh aquesta es la forma.	And this is how you apply cauterization.
Capitol .xv.	Chapter 15.
De cauteri de mollificacio de palpebras dels huels.	Then return the patient's eyelids to their place.
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	Then cauterize that eyelid with a hot cautery
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	And if you want to cauterize the patient, place the cautery on their temples.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	And the physician will know where to apply the cauteries.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	This is why doctors used to call this illness “the disease of kings”.
Capitol .xvi.	Chapter 16
De cauteri de la palpebre del huel quan les pels so convertitz a las partidas dedintz e punho le huel.	Then you must cauterize the patient's eyelid.
Quan les pels del huel son convertitz a las partidas dedintz ayssi que pungo le huel, cauteri en aquels es segon dos manieyras, quar cauteri o es am fer o es am medicina comburent.	The patient's bowels are being treated with cushions if the pain is on the surface or occurs in the joints.
