Ayssi comensan las paraulas de Albucasim .	The surgeon's hands are on your legs to make sure the inflammation doesn't spread.
E donc cove que mondifiques le cervel de lu al comensament de lu am yeras e am l’autra curacio la qual havem dicta en la divisio quan le malaute es gran e es tollerant la exceperacio de las medicinas.	Therefore, for the treatment of a patient's ailment, we will describe the use of the hot cautery on the brain, and then discuss other causes for the pain.
E si es enfant le qual no sufferte las medicinas, lahoras aministra guarguarissmes e mastiguatoris le servel mondifican, denant aquo per motz dias, am bonifficacio de las viandas.	And if it is a child who does not respond to medicines, treat them with a hot poultice for a few days, then apply a hot cautery on their feet, which are considered as a source of pain.
E aprop ras le cap del malaute, e aprop cauteriza aquel am un cauteri en le mieg loc del cap segon la manieyra precedent, e am autre cauteri en le occiput de lu, e sobre quascun corn del cap sieu cauterisa.	Egregious pain upon the patient's body, you should be treated by a skilled physician.
E si le malaute es fort e es tollerant, lahoras cauteriza aquel am cauteris les quals he ditz, en havent paraliticament e mollificacio del cors sobre les spondils del col e les spondils del dos.	And if the patient has a strong constitution, then the patient may be cauterized, if necessary, using a cushion on their legs and another on their chest.
E sia cauteri olivar segon qu’es precedit.	And if you apply cautery to the legs again, they will be healed.
Mays si le malaute es enfant, lahoras pausa cauteri subtil segon aquesta manieyra.	If the patient is young, they are to be treated with a mild cautery.
Capitol .xi.	Chapter 11
De cauterizacio de melencolia.	De cauterizatio a cushion should be placed under their legs if they are in pain.
Quan las causas de melencolia so humiditatz corrompudas e flacma gros, lahoras cauteriza aquel am les cauteris les quals havem ditz en le havent paralisi.	When the causes of melancholy are corrupted and the intestines are affected, then cauterize the affected area.
E si la causa de melencolia es superfluitat declinant a melencolia, e le cors del malaute es humit, lahoras da ha beure aquo que mundifica le cervel de lu segon aquo que ha precedut en la divisio.	The surgeon should be careful that the patient does not bleed excessively from the head.
E aprop ras le cap del malaute, e aprop fay tortora decentment fayta de li sobre le cercle, e aprop depausa aquela en le mieg loc del cap.	Place a cushion on the head of the patient's feet, so that you can better identify the pain in their intestines, and place another cushion on the legs to ensure you are not disturbing them while treating them.
E le malaute sia sesent cayrat, e sia tengut de tota partida.	And if the pain is already felt in the other parts of the body.
E aprop pausa liniment; et es pus digne de boder antic de ovelhas.	And then apply a poultice to the affected area; it’s proper to use for the treatment of gout.
E escalfa aquel sobre le foc per calefaccio temprada per mesura, le qual le dit sufferta quan es mes en lu.	And if it is necessary to apply heat to the patient's feet, put them on the fire.
E aprop vuo’ aquel en le mieg loc del cap de lu en le cercle, e leysa lu entro que sia enfregidat.	Then apply your hand to their circle to prevent the pain from spreading.
E fay aquo am le malaute en tota semmana una veguada, am le autre regiment de lu bo entro que sia sanat; o si vols, cauteriza aquel fazen petitz puntz segon lo mays de lu, sino que tenguas la ma am un cauteri ayssi ordenat: aquesta es specia de cauteri la qual humecta le cervel am equalitat.	Then treat the patient's pain with one cushion, and apply another to the legs as needed.
E aprop pausa aquel coto enbegut en boder o en grays de gualina.	And if it is necessary to make points on their body, do so at their side, near the groin.
Capitol .xii.	And if it is necessary for the patient to be cauterized, it should be done at a specific point on their legs.
De cauterisacio de aygua descendent en le huel.	The original text is in Latin.
Quan a tu es declarat le comensament de aygua en le huel per les senhals les quals yeu he ditz en la divisio, lahoras comensa e dona en beure al malaute aquo que mondifique le cap de lu, e guarda aquel de totas humiditatz.	And if it is necessary to cauterize the patient's foot, you should place your hand on their leg to prevent further bleeding.
E fay aquel suzar en banh en degu per alcus jorns.	And put a cushion under their hands.
E aprop comanda a lu que raza le sieu cap, e cauteriza aquel am cauteri en le mieg loc del cap; e aprop cauteriza aquel am dos cauteris sobre dos templas si es le comensament de ysement de aygua en dos huels, o de la un latz si es comensamen de l’aygua en un huel.	Then cauterize the head with a hot cautery if there are two, or only cauterize one temple if that's all that is needed.
Incideys am cauteri totas las venas e arcerias las quals so dejos la codena; e sian les cauteris en aquela lonh en la latitut de las templas.	When there is pain in the veins, they apply cautery to burn them and stop the pain.
E guarda te de fluxs de sanc quan es cauterizat; e si veses de lu fluxs de sanc, osta le am alcuna medicina, la qual es a tu possible.	And if the disease is caused by a flux of blood, use other treatments to treat it; it is your only option.
E yeu vindre am savieza la qual es en extraccio de arcerias e am abscizio de aquelas e cautela de fluxs de sanc.	And the wise man will know how to cure the illness of the patient by bloodletting.
E alcunas vetz es cauterizat en le cervitz dejos dos osses am dos cauteris dererament produzitz.	And if you need to cauterize their legs, place one on the thigh.
Capitol .xiii.	This chapter describes how to treat a patient suffering from gout.
De cauterizacio de lacrimas antiquas.	And if you need to treat a wound on the foot, use a cushion to prevent further injury.
Quan lacrimas dels huels so antiquas assuduament e per las venas e arterias las quals so en le loc manifest del cap defora e es verificat que aquo es superfluitatz frejas flecmatiquas, lahoras cauteriza aquel am cauteri le qual havem recontat en le capitol de comensament de aygua cazent en les huels, e am cauteri en le mieg loc del cap e am dos cauteris en la cervitz dejos dos templas, e am dos cauteris en la cervitz dejos dos osses.	Then apply a cautery to the affected area if necessary.
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	And if you have to treat a person who has an excess of blood in their foot with a cautery, you will find the translation below.
Capitol .xiiii.	Chapter 14
De cauterizacio de fetor de nas.	De cauterizatio e la sua meaning is about the legs and feet, which are often associated with bad smell.
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	For when your medicine does not work for the patient, apply another treatment.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	And place the cushion on the legs, and then put your hand on their feet.
E guarda te de la arceria que no incindas aquela.	And guard that you do not cut into that.
E del cauteri clavilh aquesta es la forma.	And the way to treat the patient with a cautery is done like this.
Capitol .xv.	Chapter 15.
De cauteri de mollificacio de palpebras dels huels.	Then return the patient's eyelids to their place.
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	This person's eyelids are swollen from illness or dampness, which indicates they should be cauterized.
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	And if you apply a cushion to the patient's temples when they have a fever.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	And you have opened the space under the patient's thighs, and if they are already.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	The original text appears to be a mix of languages, but if translated correctly, it means: And according to the amount of pain, a cushion should be placed on their hands, so that the intestine does not protrude.
Capitol .xvi.	Chapter 16.
De cauteri de la palpebre del huel quan les pels so convertitz a las partidas dedintz e punho le huel.	Then apply cautery to the patient's legs if necessary.
