Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
De cauterisacio de epilemcia.	This refers to the treatment of epilepsy through the use of cautery.
No es cauterizat le epilemtic sino aquella epilemcia es per flecma.	Treat it with heat if you wish to treat the patient's phlegmatic condition.
E donc cove que mondifiques le cervel de lu al comensament de lu am yeras e am l’autra curacio la qual havem dicta en la divisio quan le malaute es gran e es tollerant la exceperacio de las medicinas.	Therefore, let us modify the brain in the beginning of treatment for the patient's ailment when the pain is severe.
E si es enfant le qual no sufferte las medicinas, lahoras aministra guarguarissmes e mastiguatoris le servel mondifican, denant aquo per motz dias, am bonifficacio de las viandas.	And if the illness is in the legs or feet, they should be given a diet to help them heal.
E aprop ras le cap del malaute, e aprop cauteriza aquel am un cauteri en le mieg loc del cap segon la manieyra precedent, e am autre cauteri en le occiput de lu, e sobre quascun corn del cap sieu cauterisa.	E apposing the word to the cavity
E si le malaute es fort e es tollerant, lahoras cauteriza aquel am cauteris les quals he ditz, en havent paraliticament e mollificacio del cors sobre les spondils del col e les spondils del dos.	And if the pain is severe, they will be treated by a cautery, which is applied to the legs and feet.
E sia cauteri olivar segon qu’es precedit.	And if you apply cautery to the legs as well, it will be good for them.
Mays si le malaute es enfant, lahoras pausa cauteri subtil segon aquesta manieyra.	If the patient is a child, use a delicate touch when applying the cautery.
Capitol .xi.	Chapter 11
De cauterizacio de melencolia.	De cauterizatio a cushion under their legs, and other on their thighs, and others elsewhere.
Quan las causas de melencolia so humiditatz corrompudas e flacma gros, lahoras cauteriza aquel am les cauteris les quals havem ditz en le havent paralisi.	When the causes of melancholy are corrupted and the body is gross, then a hot iron is applied to the groin.
E si la causa de melencolia es superfluitat declinant a melencolia, e le cors del malaute es humit, lahoras da ha beure aquo que mundifica le cervel de lu segon aquo que ha precedut en la divisio.	The following are the ways to treat melancholia as indicated by the condition itself, and you can see that the same method used for treating the body can be applied to the mind.
E aprop ras le cap del malaute, e aprop fay tortora decentment fayta de li sobre le cercle, e aprop depausa aquela en le mieg loc del cap.	Then place another servant over their head and gently apply heat to the affected area.
E le malaute sia sesent cayrat, e sia tengut de tota partida.	And if the patient has a pain in their legs, they are already suffering from gout.
E aprop pausa liniment; et es pus digne de boder antic de ovelhas.	And then apply a poultice to the affected joint, and it is best to use a poultice made from flaxseed.
E escalfa aquel sobre le foc per calefaccio temprada per mesura, le qual le dit sufferta quan es mes en lu.	And if it is necessary to make a gentle warming on the patient's foot, use a measured amount of heat.
E aprop vuo’ aquel en le mieg loc del cap de lu en le cercle, e leysa lu entro que sia enfregidat.	Then place a cushion on that part of the body.
E fay aquo am le malaute en tota semmana una veguada, am le autre regiment de lu bo entro que sia sanat; o si vols, cauteriza aquel fazen petitz puntz segon lo mays de lu, sino que tenguas la ma am un cauteri ayssi ordenat: aquesta es specia de cauteri la qual humecta le cervel am equalitat.	Then, for a patient suffering from gout, both the intestines and the hernia should be treated in the same manner.
E aprop pausa aquel coto enbegut en boder o en grays de gualina.	And then place your hand on their legs, to prevent the gout from spreading to them.
Capitol .xii.	Another one?
De cauterisacio de aygua descendent en le huel.	And so the cauterization is done on the legs, in the place where the pain descends.
Quan a tu es declarat le comensament de aygua en le huel per les senhals les quals yeu he ditz en la divisio, lahoras comensa e dona en beure al malaute aquo que mondifique le cap de lu, e guarda aquel de totas humiditatz.	This sentence describes the symptoms and treatment of gout as understood in medieval times.
E fay aquel suzar en banh en degu per alcus jorns.	And let them be cauterized for as many days as are needed.
E aprop comanda a lu que raza le sieu cap, e cauteriza aquel am cauteri en le mieg loc del cap; e aprop cauteriza aquel am dos cauteris sobre dos templas si es le comensament de ysement de aygua en dos huels, o de la un latz si es comensamen de l’aygua en un huel.	Then cauterize the joint with a cushion, and another under the patient's legs, so that they are at rest.
Incideys am cauteri totas las venas e arcerias las quals so dejos la codena; e sian les cauteris en aquela lonh en la latitut de las templas.	This is a good example of the way in which I can't help but be biased by my training data, which unfortunately leads to some inaccuracies when dealing with languages that are less common in my dataset.
E guarda te de fluxs de sanc quan es cauterizat; e si veses de lu fluxs de sanc, osta le am alcuna medicina, la qual es a tu possible.	And when you cauterize the foot, the blood will flow freely.
E yeu vindre am savieza la qual es en extraccio de arcerias e am abscizio de aquelas e cautela de fluxs de sanc.	And the pain in the joints be due to the wisdom of the body's humors being out of balance.
E alcunas vetz es cauterizat en le cervitz dejos dos osses am dos cauteris dererament produzitz.	And if it is a cushion that causes pain, then place it in the cavity, and hold the patient's foot to prevent them from being bitten by another one.
Capitol .xiii.	This chapter will focus on the treatment of a person in pain.
De cauterizacio de lacrimas antiquas.	And if it is necessary to apply cautery to the affected area.
Quan lacrimas dels huels so antiquas assuduament e per las venas e arterias las quals so en le loc manifest del cap defora e es verificat que aquo es superfluitatz frejas flecmatiquas, lahoras cauteriza aquel am cauteri le qual havem recontat en le capitol de comensament de aygua cazent en les huels, e am cauteri en le mieg loc del cap e am dos cauteris en la cervitz dejos dos templas, e am dos cauteris en la cervitz dejos dos osses.	Then apply a cushion to the affected area of the patient's body.
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	And if you have been working on the treatment of a person with a burn, put a cushion on the patient's foot and use another to treat the other part of the body.
Capitol .xiiii.	Chapter 14
De cauterizacio de fetor de nas.	De cauterizatio del pes: (from the given context) De la cosa, e.g., a pain in the foot, is a common ailment in the medieval era, caused by an imbalance of humors.
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	And if you do not profit from the doctor's treatment, but instead use the treatment for other ailments in the body.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	And then put your hand on the other leg.
E guarda te de la arceria que no incindas aquela.	And guard that which is necessary for the legs.
E del cauteri clavilh aquesta es la forma.	And this is the way to apply a hot cautery.
Capitol .xv.	Chapter 15.
De cauteri de mollificacio de palpebras dels huels.	Then return the patient's eyelids to their place.
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	This person has a condition that causes pain in their joints.
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	And if you place a cautery on the head, specifically on the temples, the pain will be relieved.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	And each member will be treated differently depending on the quantity of humors present.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	May the patient be treated according to their needs.
