Ayssi comensan las paraulas de Albucasim .	The patient's condition begins to improve.
E donc cove que mondifiques le cervel de lu al comensament de lu am yeras e am l’autra curacio la qual havem dicta en la divisio quan le malaute es gran e es tollerant la exceperacio de las medicinas.	Therefore, the physician should treat the other ailments accordingly, as they are being treated for them.
E si es enfant le qual no sufferte las medicinas, lahoras aministra guarguarissmes e mastiguatoris le servel mondifican, denant aquo per motz dias, am bonifficacio de las viandas.	And if the ailment is treated with medicines, they are for the child who suffers from them for a few days.
E aprop ras le cap del malaute, e aprop cauteriza aquel am un cauteri en le mieg loc del cap segon la manieyra precedent, e am autre cauteri en le occiput de lu, e sobre quascun corn del cap sieu cauterisa.	E's the precedent way to heat the head and another part of the body, e en their place put your hand upon them.
E si le malaute es fort e es tollerant, lahoras cauteriza aquel am cauteris les quals he ditz, en havent paraliticament e mollificacio del cors sobre les spondils del col e les spondils del dos.	And if the affected area is painful, you have already given the patient a cushion to place on their legs, which are in pain.
E sia cauteri olivar segon qu’es precedit.	And apply the cautery to the which you will apply the olive oil, then another olivar on their legs, according to the custom of the patient's place, and put the patient under a cushion.
Mays si le malaute es enfant, lahoras pausa cauteri subtil segon aquesta manieyra.	If the child has gout, the treatment will be different.
Capitol .xi.	Chapter 11
De cauterizacio de melencolia.	This is a treatise on treating melancholy.
Quan las causas de melencolia so humiditatz corrompudas e flacma gros, lahoras cauteriza aquel am les cauteris les quals havem ditz en le havent paralisi.	When the causes of melancholy are corrupted and the intestines are affected, then cauterize the patient's body in their entirety.
E si la causa de melencolia es superfluitat declinant a melencolia, e le cors del malaute es humit, lahoras da ha beure aquo que mundifica le cervel de lu segon aquo que ha precedut en la divisio.	A person suffering from melencolia should keep a hot cloth on the area of the body where the pain occurs.
E aprop ras le cap del malaute, e aprop fay tortora decentment fayta de li sobre le cercle, e aprop depausa aquela en le mieg loc del cap.	And a poultice should be made for the injured person to place on their head.
E le malaute sia sesent cayrat, e sia tengut de tota partida.	And if the pain is located on the legs or any other place.
E aprop pausa liniment; et es pus digne de boder antic de ovelhas.	E aprop you should apply the poultice to the affected area; if it's on the leg, use a cushion for that too.
E escalfa aquel sobre le foc per calefaccio temprada per mesura, le qual le dit sufferta quan es mes en lu.	And if it is necessary to make a fire upon the body, measure it carefully.
E aprop vuo’ aquel en le mieg loc del cap de lu en le cercle, e leysa lu entro que sia enfregidat.	Then place a cloth on their legs to protect them from the cold.
E fay aquo am le malaute en tota semmana una veguada, am le autre regiment de lu bo entro que sia sanat; o si vols, cauteriza aquel fazen petitz puntz segon lo mays de lu, sino que tenguas la ma am un cauteri ayssi ordenat: aquesta es specia de cauteri la qual humecta le cervel am equalitat.	Then the surgeon applies a cushion to the patient's legs to reduce swelling.
E aprop pausa aquel coto enbegut en boder o en grays de gualina.	And then place a cushion under their own body.
Capitol .xii.	The patient's legs are being burned by a hot iron.
De cauterisacio de aygua descendent en le huel.	The pain felt in the feet or toes was already called podagra by doctors.
Quan a tu es declarat le comensament de aygua en le huel per les senhals les quals yeu he ditz en la divisio, lahoras comensa e dona en beure al malaute aquo que mondifique le cap de lu, e guarda aquel de totas humiditatz.	And if it is caused by other signs or symptoms, then the treatment will be described as a cure for the ailment.
E fay aquel suzar en banh en degu per alcus jorns.	And let him have a warm bath for several days.
E aprop comanda a lu que raza le sieu cap, e cauteriza aquel am cauteri en le mieg loc del cap; e aprop cauteriza aquel am dos cauteris sobre dos templas si es le comensament de ysement de aygua en dos huels, o de la un latz si es comensamen de l’aygua en un huel.	Then cauterize the head on the two temples if there are two wounds, or on one temple if there is only one wound.
Incideys am cauteri totas las venas e arcerias las quals so dejos la codena; e sian les cauteris en aquela lonh en la latitut de las templas.	This is a very literal translation of the first sentence: If your body is affected by gout, another is applied to the veins and arteries.
E guarda te de fluxs de sanc quan es cauterizat; e si veses de lu fluxs de sanc, osta le am alcuna medicina, la qual es a tu possible.	And if the blood flows from the cautery used on them, the other to their legs; and another one to their blood vessels.
E yeu vindre am savieza la qual es en extraccio de arcerias e am abscizio de aquelas e cautela de fluxs de sanc.	And now the surgeon places his hand on the patient's legs to operate on them.
E alcunas vetz es cauterizat en le cervitz dejos dos osses am dos cauteris dererament produzitz.	And if the pain occurs in the lower leg, they are treated with a hot cautery.
Capitol .xiii.	The text refers to the following sentences as "podras" which seems related to "poisons," suggesting it is about applying them to the area affected by the illness.
De cauterizacio de lacrimas antiquas.	And if the patient has a fever, apply cooling compresses.
Quan lacrimas dels huels so antiquas assuduament e per las venas e arterias las quals so en le loc manifest del cap defora e es verificat que aquo es superfluitatz frejas flecmatiquas, lahoras cauteriza aquel am cauteri le qual havem recontat en le capitol de comensament de aygua cazent en les huels, e am cauteri en le mieg loc del cap e am dos cauteris en la cervitz dejos dos templas, e am dos cauteris en la cervitz dejos dos osses.	Then apply a cautery to the affected area if necessary.
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	And if you have already been diagnosed with a disease, then apply a cautery to the affected area.
Capitol .xiiii.	Chapter 14
De cauterizacio de fetor de nas.	De cauterizatio de nas intempestivus, et si non est curavit, e’l corpore malus.
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	In case the patient is too weak for surgery, you can try another treatment method.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	And then put a cushion on the legs to prevent the opening of the space between the two for the treatment.
E guarda te de la arceria que no incindas aquela.	And guard the patient's feet from being harmed.
E del cauteri clavilh aquesta es la forma.	And here's the way to use a cautery for other purposes.
Capitol .xv.	Chapter 15.
De cauteri de mollificacio de palpebras dels huels.	Then return the patient's eyelids to their place.
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	And this is how you treat the affected eyelid with this type of treatment.
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	And if you place a cautery on the temples, they will be covered by another patch.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	And so, you should apply a cushion to the legs, etc.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	You are correct, the text refers to the use of cautery in a medical context.
Capitol .xvi.	The 16th chapter.
De cauteri de la palpebre del huel quan les pels so convertitz a las partidas dedintz e punho le huel.	Then you will use the cautery on the patient's foot and another will hold the person down.
Quan les pels del huel son convertitz a las partidas dedintz ayssi que pungo le huel, cauteri en aquels es segon dos manieyras, quar cauteri o es am fer o es am medicina comburent.	When the doctors call it gout, they mean the intestine or legs have been affected by an imbalance in the humors.
Si am cauteri de lu am foc, comanda al malaute denant aquo que leyse les sieus pels ayssi cum aquels les quals les mundan, entro que sian prolonguatz e engualhatz; e si punho aquel deves le lor naysement, lahoras tu strenh les huels de lu am una benda per so que no sia maugut entro que·ls pels sian nascutz.	If a cauterizer has already been used on you, treat them gently, as they are often called upon to perform painful procedures.
