Ayssi comensan las paraulas de Albucasim .	The patient's body is already inflamed.
E donc cove que mondifiques le cervel de lu al comensament de lu am yeras e am l’autra curacio la qual havem dicta en la divisio quan le malaute es gran e es tollerant la exceperacio de las medicinas.	Therefore, let us modify the brain's disease with the other treatments.
E si es enfant le qual no sufferte las medicinas, lahoras aministra guarguarissmes e mastiguatoris le servel mondifican, denant aquo per motz dias, am bonifficacio de las viandas.	And if it is necessary to cauterize the affected area, apply these remedies for gout.
E aprop ras le cap del malaute, e aprop cauteriza aquel am un cauteri en le mieg loc del cap segon la manieyra precedent, e am autre cauteri en le occiput de lu, e sobre quascun corn del cap sieu cauterisa.	E que lahora el metge le tinguen les quals de la persona
E si le malaute es fort e es tollerant, lahoras cauteriza aquel am cauteris les quals he ditz, en havent paraliticament e mollificacio del cors sobre les spondils del col e les spondils del dos.	And if the patient has a fever, then they will be burned by the heat of the cushion.
E sia cauteri olivar segon qu’es precedit.	And apply the cautery to the aforementioned patient's body.
Mays si le malaute es enfant, lahoras pausa cauteri subtil segon aquesta manieyra.	If the patient is a child, the cautery should be used delicately.
Capitol .xi.	Chapter 11
De cauterizacio de melencolia.	This is likely a treatise on the treatment of melancholia.
Quan las causas de melencolia so humiditatz corrompudas e flacma gros, lahoras cauteriza aquel am les cauteris les quals havem ditz en le havent paralisi.	If a patient has melancholic humors that are corrupting their bowels, then use a cautery on the affected area.
E si la causa de melencolia es superfluitat declinant a melencolia, e le cors del malaute es humit, lahoras da ha beure aquo que mundifica le cervel de lu segon aquo que ha precedut en la divisio.	If the cause of melancholy is due to an excess of humors, then it is caused by the brain being too hot.
E aprop ras le cap del malaute, e aprop fay tortora decentment fayta de li sobre le cercle, e aprop depausa aquela en le mieg loc del cap.	And a poultice be applied to the affected area (head) and placed on the injured person's legs, which will heal them with proper care.
E le malaute sia sesent cayrat, e sia tengut de tota partida.	And if the pain is felt on the foot, it is gout.
E aprop pausa liniment; et es pus digne de boder antic de ovelhas.	And then apply a poultice to treat the pain in the legs; otherwise, they would be treated with a cushion.
E escalfa aquel sobre le foc per calefaccio temprada per mesura, le qual le dit sufferta quan es mes en lu.	And if it is necessary to heat a part of the body, another cushion should be used on their legs.
E aprop vuo’ aquel en le mieg loc del cap de lu en le cercle, e leysa lu entro que sia enfregidat.	Then place a cushion on that part of the body which is already heated with gout.
E fay aquo am le malaute en tota semmana una veguada, am le autre regiment de lu bo entro que sia sanat; o si vols, cauteriza aquel fazen petitz puntz segon lo mays de lu, sino que tenguas la ma am un cauteri ayssi ordenat: aquesta es specia de cauteri la qual humecta le cervel am equalitat.	Then the patient's foot has been treated by the surgeon, but they are not yet healed.
E aprop pausa aquel coto enbegut en boder o en grays de gualina.	And then place your hand on their thigh to which they are holding the leg up.
Capitol .xii.	The pain that affects the feet is called gout.
De cauterisacio de aygua descendent en le huel.	Another thing that causes pain in the bowels, they say, is the burning of the cauteries on the legs.
Quan a tu es declarat le comensament de aygua en le huel per les senhals les quals yeu he ditz en la divisio, lahoras comensa e dona en beure al malaute aquo que mondifique le cap de lu, e guarda aquel de totas humiditatz.	The doctor would also be called the commoner's answer to a question about the treatment of the knee.
E fay aquel suzar en banh en degu per alcus jorns.	And for that matter, let the patient have your hand on their legs for several days.
E aprop comanda a lu que raza le sieu cap, e cauteriza aquel am cauteri en le mieg loc del cap; e aprop cauteriza aquel am dos cauteris sobre dos templas si es le comensament de ysement de aygua en dos huels, o de la un latz si es comensamen de l’aygua en un huel.	And if it's necessary to cauterize a patient who has a pain in their bowels, then apply it there.
Incideys am cauteri totas las venas e arcerias las quals so dejos la codena; e sian les cauteris en aquela lonh en la latitut de las templas.	When the veins and arteries are burned, the blood vessels are also cauterized.
E guarda te de fluxs de sanc quan es cauterizat; e si veses de lu fluxs de sanc, osta le am alcuna medicina, la qual es a tu possible.	And if you burn it (the foot) with hot iron, apply cauterization to it.
E yeu vindre am savieza la qual es en extraccio de arcerias e am abscizio de aquelas e cautela de fluxs de sanc.	And he who holds knowledge in the hands of his intellect.
E alcunas vetz es cauterizat en le cervitz dejos dos osses am dos cauteris dererament produzitz.	And some are burned in the foot by the illness of coldness.
Capitol .xiii.	The text is about the treatment of an ailment that affects the feet.
De cauterizacio de lacrimas antiquas.	And if the patient has a fever, apply cooling compresses.
Quan lacrimas dels huels so antiquas assuduament e per las venas e arterias las quals so en le loc manifest del cap defora e es verificat que aquo es superfluitatz frejas flecmatiquas, lahoras cauteriza aquel am cauteri le qual havem recontat en le capitol de comensament de aygua cazent en les huels, e am cauteri en le mieg loc del cap e am dos cauteris en la cervitz dejos dos templas, e am dos cauteris en la cervitz dejos dos osses.	The first, second, and third lines translate to:
E si indigeyses de addicio, lahoras cauteriza aquel en tot latz de la coa del huel sobre la extremitat del sobrecilh am petit cauteri.	And if you have to suffer from gout, use a hot cautery.
Capitol .xiiii.	Chapter 14
De cauterizacio de fetor de nas.	De cauterizacio de nas e.g., another person's legs.
Quan tu medicas aquel am aquo que havem dit en la divisio e no aprofieyta la tua medicacio, lahoras tu aparelha e dona en beure al malaute las cochias per tres noytz; e aprop ras le cap de lu, e cauteriza le am cauteri migier am cauteri olivar.	And if you do not get better after using three remedies, one should use another treatment for that which he has been treating with the hot or cold cautery.
E aprop cauteriza aquel am cauteri clavelh am dos cauteris sobre les dos sobrecilhs dejos les cabels un petit.	And then place another cushion on their legs, and apply heat to the affected area.
E guarda te de la arceria que no incindas aquela.	And guard that you do not burn that one.
E del cauteri clavilh aquesta es la forma.	And here is the way of the burning cautery.
Capitol .xv.	Chapter 15.
De cauteri de mollificacio de palpebras dels huels.	Then return the patient's eyelids to their place.
Quan la palpebra del huel es mollificada per malautia o per humiditat, lahoras cauteriza aquela palpebre1 am un cauteri am aquest cauteri lunar; e aquesta es la forma de lu:	This one is tricky, but here's my best guess:
E si vos, cauteriza aquel sobre les dos sobrecils un petit am dos cauteris en tota partida, e sian elonguatz de las timporas.	And if you want to treat these conditions, cauterize them on their legs, using two separate cauteries.
E sia la longitut de quascun cauteri segon la quantitat del sobrecil.	And you have opened the space under the patient's knees, and if necessary, cauterize the body.
E no premas trop la tua ma am le cauteri, mays segon la quantitat que la tersa partida de la palpebre sia adhurida.	The first part of the text refers to the ancient medical practice of cauterization used for treating ailments caused by various factors.
Capitol .xvi.	Chapter 16.
De cauteri de la palpebre del huel quan les pels so convertitz a las partidas dedintz e punho le huel.	Then apply a cautery to the patient's eyelids if they have already been diagnosed by the doctor.
Quan les pels del huel son convertitz a las partidas dedintz ayssi que pungo le huel, cauteri en aquels es segon dos manieyras, quar cauteri o es am fer o es am medicina comburent.	When there are other things that can cause pain in the legs besides gout.
Si am cauteri de lu am foc, comanda al malaute denant aquo que leyse les sieus pels ayssi cum aquels les quals les mundan, entro que sian prolonguatz e engualhatz; e si punho aquel deves le lor naysement, lahoras tu strenh les huels de lu am una benda per so que no sia maugut entro que·ls pels sian nascutz.	If you have treated the patient's body with cautery, consider those on their legs, as well as the intestine.
Donc cum siran nascutz e engualhatz, lahoras pausa le cap del malaute en le tieu se, e aprop senha sobre la palpebre dels huels de lu am tenta, am senhal le qual sia segon la figura de fulha de merta, e sia le comensament del senhal prop dels pels.	And so the patient is treated for gout when they have a leaf of pain in their legs, and another plant on their feet.
