Ayssi comensan las paraulas de Albucasim .	"Thus begins the speech of Albucasim."
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	"And if you see this illness that does not abate with this cautery and you see the patient's condition tolerable, then cauterize it in the middle of the head as we have recounted before, and cure the ulcer until it is healed."
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	"And if you wish, administer the cautery that we have said in the chapter on the stricture of artery with cautery having two catheters, and this is better cautery and more confirmative."
Capitol .v.	"Chapter Five."
De cauterisacio de las dolors de aurelhas.	"On the Cauterization of Earaches."
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	"When in the ear there is pain due to friction and it is cured with laxative causes and other cures that have been mentioned in the division, but the pain is not removed, then heat the cautery, which is called puncta, of which this is its shape:"
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	"And when it has been heated, apply it around the entire ear as if a wheel is turned, or in the circuit of each one if the pain is in each one."
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	"And go along with the cautery to the root of the ear little by little until you feel the spot with your tent."
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	"And if you cauterize with ten punctures around the entire ear, and it is sufficient, then cure those spots until they are healed."
Capitol .vi.	"Chapter Six."
De cauterizacio de turtura.	"On Cauterization of Dizziness."
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	"Dizziness that is cured with cautery is only of those species which come from phlegm, according to what we have said in the divisions of illnesses."
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	"Avoid cauterization for the species that occurs due to dryness or spasms of nerves."
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	"When treating that type of tumor with herbs and caper spurge and garlic, if your treatment does not help, then you should cauterize the patient with three cauteries: one at the root of the ear, the second a little below their temple, and the third at the junction of two lips."
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	"Then pause your cautery in the contrary direction to where the wound is, for softening only occurs on the part that appears sound."
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	"And the manner of cauterization is such that you cauterize it with the cautery on the right side of the tip of the ear, then slightly above the horn of the head, and on the temple, whose length should be equal to the length of your finger, and pause your hand with the cautery until it has consumed about half the thickness of a rope."
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	"And this is the form of the cautery, which is specific to barbers, and its shape is described before us."
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	"But it is still more subtle than what you see here; and it would be better to cut away excess roughness in place of unnecessary delicacy."
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	"And apply the cure with that which is described in its proper place until it is healed."
Capitol .vii.	"Chapter VII."
De cauterizacio de apoplextia antiqua.	"On cauterizing ancient stroke (apoplexy)."
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and the cure for it is what we have said, and the patient does not confirm your medicine but has no fever, then cauterize him with four cauteries: on all the horns of his head; and one cautery in the middle of the head, as we have said; and another cautery on the cheek.
E la manieyra del cauteri es fayta segon que es desus dit.	And the manner of cauterizing is done according to what has been said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	Now cauterize over the mouth of the stomach, and it should be more recent; then it shall be cured with what you will prescribe.
Capitol .viii.	Chapter VIII
De cauterizacio de obblivio fayta per flacma.	On cauterizing for oblivion caused by a tumor.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	"Give the patient at the beginning large jars and purifying pills."
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	"And then cover the entire head of the sick person, pausing on its crown, place the plaster described in the treatise on plasters."
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	"And pause for some time, because this is a manner of cautery."
E fay aquo segon aquel meteys orde le qual ja he dit.	"And do this according to that methodical order which I have already mentioned."
