Ayssi comensan las paraulas de Albucasim .	Certainly! Here's the translation:
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is concerning the custody and care of the flow of blood of the artery that is being cut, because in the cutting of it there is fear, and especially to that which ignores what is done and is not studious and is reckless; leave the operation in peace from the beginning.</start_of_turn>
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I come to remind you of the arrangement of the flow of blood concerning the accidental cutting of the artery according to its custom.</start_of_turn
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see this disease that this cautery does not suffice and you see the limbs of the patient tolerable, cauterize that in the middle of the head as we have recounted, and treat the wound until it is healed.</start_of_turn
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery which we have said in the chapter concerning the stretching of the artery with two nails, and this is a better cautery and more comprehensive.
Capitol .v.	Chapter five.</start_of_turn
De cauterisacio de las dolors de aurelhas.	Of the cautery of the pains of the heel.</start_of_turn
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the heel there is pain due to cold and is cured by lacative causes and by the other cure which I have said in the division, and the pain is not relieved, then ignite the cautery, and this is the one which has no point, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And approach the point near the ignition, and bring the flame around the entire heel as if it were being revolved, or around the circumference of any abscess if the pain is in any place.</start_of_turn
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with you the cautery from the root of the heel little by little until you have seen that it has branded the area with a mark.</start_of_turn
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cautery has pricked twelve points throughout the heel, and which are those, then promptly treat the area until it is healed.
Capitol .vi.	If the cautery has pricked twelve points throughout the heel, and which are those, then promptly treat the area until it is healed.
De cauterizacio de turtura.	If the cautery has pricked twelve points throughout the heel, and which are those, then promptly treat the area until it is healed
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	If the cautery has pricked twelve points throughout the heel, and which are those, then promptly treat the area until it is healed
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	If the cautery has pricked twelve points throughout the heel, and which are those, then promptly treat the area until it is healed
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you have cured that area of the heel with lye, capis and balsam, and have confirmed that the pain has gone away, then do not touch the area with the cautery. The doctor must cauterize the area three times: first at the root of the heel, then slightly lower down, and finally at the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	When you have cured that area of the heel with lye, capis and balsam, and have confirmed that the pain has gone away, then do not touch the area with the cautery. The doctor must cauterize the area three times: first at the root of the heel, then slightly lower down, and finally at the junction of the two lips
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	When you have cured that area of the heel with lye, capis and balsam, and have confirmed that the pain has gone away, then do not touch the area with the cautery. The doctor must cauterize the area three times: first at the root of the heel, then slightly lower down, and finally at the junction of the two lips
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	When you have cured that area of the heel with lye, capis and balsam, and have confirmed that the pain has gone away, then do not touch the area with the cautery. The doctor must cauterize the area three times: first at the root of the heel, then slightly lower down, and finally at the junction of the two lips
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	When you have cured that area of the heel with lye, capis and balsam, and have confirmed that the pain has gone away, then do not touch the area with the cautery. The doctor must cauterize the area three times: first at the root of the heel, then slightly lower down, and finally at the junction of the two lips
