Ayssi comensan las paraulas de Albucasim .	Certainly. Here's the translation:
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, you must take care of the continuity of the mandible, which is important for chewing, and that the nerve is not torn and that no spasm occurs.</start_of_turn
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and care of the flow of blood of the artery that is being cauterized, for fear of its rupture, and more so for that one who ignores what is done and is negligent; leave the operation in peace from the beginning.</start_of_turn
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I remind you of the regimen of the flow of blood according to the custom of this land in this place.</start_of_turn
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not benefit from this cautery and that the patient can tolerate the pain, cauterize that in the middle of the head as we have recounted, and care for the wound until it has healed.</start_of_turn
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery that we mentioned in the chapter on the stretching of the artery with two nails, for this is a better cautery and more effective.</start_of_turn
Capitol .v.	Chapter five.</start_of_turn
De cauterisacio de las dolors de aurelhas.	On the cautery of heel pain.</start_of_turn
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the heel there is pain due to cold and it is cured by means of laxatives and other care that has been mentioned in the division, and the pain persists, then ignite the cautery, for this is the one that has no puncture, which has the following form: ...</start_of_turn
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And prick around the ignition, and let the surrounding area of the heel rotate around as if it were a wheel, or in the circumference of any limb if the pain is in any part.</start_of_turn
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Slowly withdraw the cautery from the root of the heel little by little as you see it has cauterized the area.</start_of_turn
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If there are several points made with the cautery all over the ankle, and what is the cause of this, then cure the area until it is healed.
Capitol .vi.	If there are several points made with the cautery all over the ankle, and what is the cause of this, then cure the area until it is healed.
De cauterizacio de turtura.	If there are several points made with the cautery all over the ankle, and what is the cause of this, then cure the area until it is healed
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	If there are several points made with the cautery all over the ankle, and what is the cause of this, then cure the area until it is healed
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	If there are several points made with the cautery all over the ankle, and what is the cause of this, then cure the area until it is healed
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you have cured that part of the ankle where there is swelling and stiffness, and all the swelling has gone down, and you have finished your treatment, then you must make three incisions: one at the base of the ankle, one in the middle part, and one at the junction of the two bones.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	When you have cured that part of the ankle where there is swelling and stiffness, and all the swelling has gone down, and you have finished your treatment, then you must make three incisions: one at the base of the ankle, one in the middle part, and one at the junction of the two bones
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	When you have cured that part of the ankle where there is swelling and stiffness, and all the swelling has gone down, and you have finished your treatment, then you must make three incisions: one at the base of the ankle, one in the middle part, and one at the junction of the two bones
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	When you have cured that part of the ankle where there is swelling and stiffness, and all the swelling has gone down, and you have finished your treatment, then you must make three incisions: one at the base of the ankle, one in the middle part, and one at the junction of the two bones
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	When you have cured that part of the ankle where there is swelling and stiffness, and all the swelling has gone down, and you have finished your treatment, then you must make three incisions: one at the base of the ankle, one in the middle part, and one at the junction of the two bones
