Ayssi comensan las paraulas de Albucasim .	Thus begin the remedies of Albucasim.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and caution of the flow of blood in the artery that is constricted, because in the constriction of it there is fear, and greater harm to him who ignores what he does and is not skilled and experienced; and thus the operation begins with him at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I will find a remedy in the memory of the regulation of blood flow accidents in the artery, according to the usual method, in the same place of this book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not respond to this cautery and the body of the patient is tolerable, then cautery it in the same place on the head as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery which we have said in the chapter on stretching of arteries with cautery having two handles, and it is a better cautery for this and more convenient.
Capitol .v.	Chapter five.
De cauterisacio de las dolors de aurelhas.	On the cautery of ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain from cold and it is treated with causal remedies and another treatment which has been said in the division, and the pain is not alleviated, then ignite the cautery, and this is the one that has been named punctual, of which this is the form.
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And point the cautery at the ignition, and it should be led around the entire ear as if it were being turned, or in a circle of any shape if the pain is anywhere.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Also, I will teach you about the cautery of the root of the ear, little by little, because you should sensibly touch the place with your finger.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if you make points of cautery in the entire ear, and thus it is, and then cure the places until they are healed.
Capitol .vi.	Chapter six.
De cauterizacio de turtura.	On the cautery of gout.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Gout, which is treated and cured with cautery, is not only of the species that come through flux, according to what we have said in the divisions of the illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	It requires cautery of the species that proceeds from dryness or spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of gout with herbs and head purges and gargles, and your treatment does not succeed, then it is necessary that you cautery the patient with three cauteries: the first at the root of the ear, the second a little below the same temple, and the third at the joint of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cautery for the opposite of the affected part, because mollification is not seen except in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cautery is that you cautery it with the cautery at the right of the extremity of the ear, slightly above the horn of the head, and in the temple another, the length of which is according to the length of the aforementioned finger, and pause your hand on the cautery until the quantity of the magnitude of the species of the codena is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is a species of cutting, the form of which is demonstrated on the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it is more subtle because that one is a little thus as you see; and it is necessary to cut in it with excessive abundance a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the place where it is demonstrated, until it is healed.
Capitol .vii.	Chapter seven.
De cauterizacio de apoplextia antiqua.	On the cautery of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and you treat it with what we have said and your medicine does not succeed and the patient has no fever, then cautery it with four cauteries: on all the horns of the head; and with a cautery in the same place on the head, as we have said; and with a cautery on the neck.
