Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
De cauterisacio de las dolors de aurelhas.	Of the cauterization of pains of auricles.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the auricle there is pain because of friction and it is cured by lancing and by the other treatment which I have said in the division, and the pain is not relieved, then ignite the cautery, and this is that one which has the name puncta, and this is how it is done:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then pierce the ignition and let it be carried around all of the auricle as it is turned, or in the circuit of each of them if the pain is in any of them.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Apply the cautery at the base of the ear slowly, little by little, until you have felt the area with the tip.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery makes points on the entire ear, and he feels that, then cure the places inside which are healthy.
Capitol .vi.	Chapter VI
De cauterizacio de turtura.	Of cauterization by torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture which is cured and treated with cauterization is only of the humors which come from phlegm, as we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the humors which come from dryness or from nervous spasms.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that kind of torture with poultices and clysters and washes, and your treatment doesn't work, then you should cauterize the patient in three places: the first at the base of the ear, the second a small spot below his temple, and the third at the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And apply your cautery against the direction in which the illness is traveling, because softening will not come except through the part that appears to be healing.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the way of cauterization is that you cauterize it with the cautery at the right side of the highest part of the ear, a little above the horn of the head; another at the temple, the length of which should be according to the length of the finger nail, and apply your hand with the cautery inside until the amount of the half of the size of a peppercorn is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery; it is a kind of scalpel, the shape of which is in front like a table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But indeed more subtle is that one little bit here and there; and where it cuts through excessive thickness a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the place with that which is in front processed until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of cauterization of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you treat it with what we have said and your treatment doesn't work and the patient doesn't have a fever, then cauterize that in four places: especially on all the horns of his head; and with cautery and the middle part of the head, as we have said; and with cautery in the groin.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way of cauterization is done according to what is above the finger nail.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And indeed it has been cauterized on the mouth of the stomach; and that is the most rear; and indeed let it be cured with what processes.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of cauterization made for oblivion caused by phlegm.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Let the patient be given in the beginning large poultices and purging pills, the servant cleansing agents.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And then scrape the entire head of the patient and apply over the groin a poultice of cedar described in the treatise on poultices.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And apply that several times, for that is the way of cauterization.
E fay aquo segon aquel meteys orde le qual ja he dit.	And do that according to the order of which I have already said.
