Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim .
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you want to administer the cautery which we have said in the chapter about stretching of the artery with cautery having two points, and this cautery is better and more effective.
Capitol .v.	Chapter Fifth.
De cauterisacio de las dolors de aurelhas.	Of cauterization for pains in the ears.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain due to heat and it is cured by lacractive causes and by the other cure which I have said in the division, and the pain is not relieved, then ignite the cautery and this is the one that has a point, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then pierce it and ignite it and let it be borne around the whole ear as a wheel is turned or in the circle of either one if the pain is in one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Lengthen it with the cautery of the root of the ear little by little so that you do not burn the spot with a touch.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery is of ten points in the whole ear, and that one, then cure the places so that they are healed.
Capitol .vi.	Chapter Sixth.
De cauterizacio de turtura.	Of cauterization for torpor.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torpor which is cured and by cauterization it is not but of the spices that come through phlegm according to what we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species which occurs through dryness or by spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of torpor with herbs and head-purgatives and your cure does not succeed then when you cauterize the patient in three cauteries: the first should be of the root of the ear, the second a little below his temple, and the third should be the junction of two gums.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And apply your cautery to the contrary side of the sick person, because softening only occurs on the side that is healing.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cauterization is that you cauterize the patient with the cautery on the right side of the highest part of the ear, and on the temple another one, the length of which should be according to the length of the finger nail, and place your hand with the cautery until half of the amount of the size of a bean is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of cauterization, and it is specific to the knife-maker, the shape of which is described in front of the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But indeed more subtle is that one a little so that you see it, and that it cuts through excessive thickness a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then treat the area with what has been described in front so that it heals.
Capitol .vii.	Chapter 7.
De cauterizacio de apoplextia antiqua.	Of cauterization of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you have treated it as we have said and your treatment does not work and the patient has no fever, then cauterize that with four cauteries: on all the horns of his head; and with cautery and the middle part of the head, so as we have said; and with cautery in the groin.
E la manieyra del cauteri es fayta segon que es desus dit.	And the manner of the cautery is done according to what is written above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has been cauterized on the mouth of the stomach; and it is more behind; and it should be cured with what has been described.
Capitol .viii.	Chapter 8.
De cauterizacio de obblivio fayta per flacma.	Of cauterization of oblivion caused by flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Give the patient at the beginning large jars and pills of the servant purgative.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the whole head of the patient, and place over his groin an ointment of cedar described in the treatise on ointments.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And apply it several times, for that is the manner of cautery.
