Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Bucasi .
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you see it, administer the cauterization that I have said in the chapter about stretching the artery with two knives; and this is the best kind of cauterization and most certain.
Capitol .v.	Chapter Five.
De cauterisacio de las dolors de aurelhas.	Of cauterization of the pains in the ears.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is a pain in the ear that stings and is treated with the cure that I have said in the division of causes which produce it, and if the pain does not subside; then cauterize it, and this is the kind that has no specific name, and this is its form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And let this be done to the place of ignition, and let it be turned round in all directions; and if the pain is in either side of the ear, or in any part of it:
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	And let this be done slowly with the cauterization of the edge of the ear little by little, so as not to burn the place where the pain is located with the fire.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterization leaves punctures all over the ear, and this one; then let those places be treated with ointment so that they may heal.
Capitol .vi.	Chapter Six.
De cauterizacio de turtura.	Of cauterization for burns.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Burns which are cured and cauterized are only due to the spices that come by means of blood flow, according to what we have said in the divisions of the malignancies.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization with the spice which comes out due to dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that kind of burn with poultices and sudores and no cure, then you cauterize the groin with three things: first, razing the armpit, second, a small piece from the thigh, third, the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And suspend the little cauterization due to the opposite of the malignant exit, for softening does not take place except in that exit where the cure begins.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize that with the cauterium on the right side of the armpit, placing a small one over the top of the head, and another in the middle, whose length is according to the length of the foot, and then take your hand off while it is being burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the form of the cauterium, and it is especially due to the knife, the form of which is before a table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, much more useful is that one little bit too often be applied to the surface; and let it be cut with a knife in place of superfluous crudeness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then heal the area with water that has been preheated until it is cured.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of cauterization for ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When ancient apoplexy has occurred and you have not given your medication and the groin does not have a fever, then cauterize that with four things: over all the corners of the head; as well as the top of the head, according to what we have said; and at the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of cauterization is done according to what has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized on the mouth of the stomach, and then later; and let it be healed with water that you have heated.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of cauterization for oblivion caused by dry heat.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Then give the groin at the beginning with large poultices and small pills, whispering words of comfort.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the whole head of the patient and place on his nape with cerates described in the treatise of cerates.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And pause for some time, for that is a way to cauterize.
