Ayssi comensan las paraulas de Albucasim .	Thus begins Albucasis' words.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you see this, administer the cauterization which we have spoken about in the chapter of stretching of the iron with two knives, and it is better cauterization this and more to work.
Capitol .v.	I capitulate.
De cauterisacio de las dolors de aurelhas.	Of cauterization of the pains of ears.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear which scratches and is cured with wet medicines and with the other cure which I have spoken about in the division of diseases, and if it does not continue the pain, then burn the cauterization, and this is that which has no name, and its form is:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then place the burning point near the beginning, and turn that which is around all the ear so much that it is turned like a wheel, or in the circle of each seed if the pain is on any side.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Alonge the cauterization of the ear, little by little so as not to burn the place by trial.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterization of points in the whole ear, and those, then cure the places within so that they are healed.
Capitol .vi.	Chapter. VI.
De cauterizacio de turtura.	Of Cauterizing a Wound.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Turtura that is cured and the cauterization is not so much of the spices that come by blood, according to what we have said in the divisions of the malignancies.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterizing the spice that comes by dryness or by spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat this species of turtura with the sucking and burrowing and gargling, and you do not confer your cure, then you must cauterize the patient's ear with three cauterizations: the first with a razur, and the second with a small needle, and the third with the union of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause the little cauterization according to the opposite part of the malignancy, for softening does not happen except in the part that appears healed.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize that with a razur at the top of the ear's tip and place a little one on the hair of the head, and long-shaped one, whose length is according to the length of the said foot, and pause your hand so that the quantity of the spice of the wound is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauterization, and it is special with a razur, the shape of which is before a table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But yet more subtle it is that this little one should go to the places, and when it goes in the place of superfluous grossness, a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then return the place with water that is before procided within so that it is healed.
Capitol .vii.	Chapter. VII.
De cauterizacio de apoplextia antiqua.	Of Cauterizing an Old Stroke.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When an old stroke is and you treat it with water that we have said, and do not confer your medicine, and the patient does not have a fever, then cauterize that with four cauterizations: on all the hair of the head; and with a razur at the place of the head, as we have said; and on the chin.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way of the cauterization is done according to what has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is already cauterized over the mouth of the stomach, and more behind; then return to the place that you procided with water.
Capitol .viii.	Chapter. VIII.
De cauterizacio de obblivio fayta per flacma.	Of Cauterizing an Oblvious Wound by Blood.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Then give to the patient in the beginning sucking great and small pills, telling them to swallow.
