Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqadi's discourse.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, administer the cautery which we have said in the chapter of stretching the bow string, this cautery has two points, and this is the best cauterization and more effective.
Capitol .v.	Chapter .v.
De cauterisacio de las dolors de aurelhas.	On the cauterization of ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear and it is cured by moistening and by the other treatment which I have mentioned in the division, and if the pain does not go away, then apply the cauterization, and this is what is called puncturing, and its form is as follows:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then apply the puncturing near the ignition, and direct it towards the whole of the ear as well as a wheel is rotated, or in the circle of any essence if the pain is in any of them.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with the cauterization of the root of the ear, slowly and little by little as you see the place where it hurts, try to apply the cauterization.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterization makes points all over the ear, and then it is cured, and then treat the areas within until they are well.
Capitol .vi.	Chapter .vi.
De cauterizacio de turtura.	On the cauterization of torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The torture which is cured and the cauterization is not but of the spices which come by flux, according to what we have said in the divisions of the malignities.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the spice which comes from dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that kind of torture by jerks and capipurgies and gargarisms, and do not confer with your treatment, then cover that you cauterize the hernia with three cauterizations: first the root of the ear, second a small cut on the side, third the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause the small cauterization for the opposite of the bad departure, because softening does not happen but in the place which appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of the cauterization is that you cauterize it on the right side of the extreme end of the ear, superior to a small point on the tip of the cap, and in the other (left), which should be according to the length of the said foot, and then pause your hand over so that the quantity of the spice of the juice is mixed with the rest.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the shape of the cauterization, and it is special of the knife, the shape of which is before you.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But moreover slightly is that this one a little also it has; and cover that the knife in your left hand, a little of superfluous graciness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then treat the place with water which is before it is cured until it is well.
Capitol .vii.	Chapter  .vii.
De cauterizacio de apoplextia antiqua.	On the cauterization of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When ancient apoplexy is in one part with the malignities, and it does not have softening nor sensations of dryness, then cure it with water that we have mentioned, and do not confer with your treatment, and if there is no fever with the hernia, then cauterize that with four cauterizations: all over the tips of its head; also in a small cut on the side, as we have said; and in the throat.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way of the cauterization is made according to what has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is also cauterized on the mouth of the stomach; and then come again; and is cured by water which is given to drink.
Capitol .viii.	Chapter .viii.
De cauterizacio de obblivio fayta per flacma.	On the cauterization of oblivion, made by fire:
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	And that they are given to the hernia in the beginning of jerks and pills, making them spew.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then return the head of the hernia and place it on the jaw with plaster of Paris as described in the book of plasters.
