Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucasyi.
De cauterisacio de las dolors de aurelhas.	Of cauterization of ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to scratching and to the other treatment that I have described in the division, and the pain does not return, then cauterize it; and this is the kind of cauterization that has no name, and this is its way:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then place the point of the knife near the ignition; and rotate it all around the ear as it is being turned, or along one side if the pain is in that side.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with the knife's edge on the ear slowly and gently so as not to hurt the place with trying too much.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the knife's edge stops at some points all around the ear, and then returns to its original place; then cure the places until they are healed.
Capitol .vi.	Capitol VI.
De cauterizacio de turtura.	Of cauterization of torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The torture that is cured and the cauterization is not more than the various kinds of medicines that come with blood; as I have described in the various diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the kind that comes with dryness or spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that kind of torture with jerks and purgatives and gurgles; if you do not take advantage of your treatment, then consider that you cauterize the patient from three sides: first with the edge of the knife near the ear; second, a little bit at the back of the patient's head; and third, between two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And hold the cautery in place against the opposite side of the hernia, for only in that way will there be relief from the swelling.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize this one in the right of the tip of the ear put on top a little above the horn of the head, and in the tempered other, the length of which was according to the length of the said foot, and pause your hand over it as if it were burned by fire, until the quantity of the bulk of the tissue of the codena is scorched.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is special of the scissor, the form of which is placed in front.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, even more important it is that this one a little bit put on the back, and cover it up with a little bit of extra grease, a little bit of oil.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then return the area to water that has been heated until it is warm.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of the treatment of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and the treatments have not yet been administered, and there is no fever in the patient, then cauterize this one with four cautery: on all the horns of his head; and cauterize it at the same time as I said; and cauterize in the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way of the cautery is done according to what has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	Then it is cauterized over the mouth of the stomach, and then leave it; and return to water that has been heated.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of the cauterization of a blister caused by fire.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Cover it with large jerks and small pills, sprinkling them on.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then return the head of the patient to the doctor who applied the paste described in the treatise on pastes.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And hold this for a few moments, for this is a way of cauterizing.
E fay aquo segon aquel meteys orde le qual ja he dit.	Then return it to the doctor who applied the paste according to the order that I have already mentioned.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And if it heals well, then do so. Otherwise, then make three cauterizations in the last part of his head, which are placed between the last horn and the one above it, from behind to the front within the circle.
