Ayssi comensan las paraulas de Albucasim .	Thus begins the speech of Alcubierrez .
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ears and it is treated with lancing and with the other treatment mentioned in the division, and if the pain does not go away; then burn the cauterization, and this is the one that has no specific name; its form is as follows:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then place the iron on the aching part and turn it around quickly; or make a circle with it around the whole ear, or in the middle of it if the pain is located there.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with the iron along the edge of the earlobe slowly and carefully so as not to burn the skin.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterization of the points on all sides of the foot is necessary, then put it into place, and take care of the areas that need healing until they are cured.
Capitol .vi.	Chapter VI.
De cauterizacio de turtura.	On the Cauterization of Burns.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Burn wounds, which are cured with cauterization, are not due to any substance that enters through the blood vessels, as we have stated in the division of hernia.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterizing with a substance that enters by way of drying or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat this kind of burn with jerks and purgatives and enemas, and your treatment does not work, then when you cauterize the hernia, do so with three cauterizations: the first on the side of the foot, the second on the top part of the foot, and the third on the union of two toes.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause the small cauterization on the opposite side of the hernia, for softening does not occur except in the part that is affected and healed.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cauterization is that you cauterize it with a small piece of iron on the top side of the foot, above the tip of the big toe, and in the middle, another one the length of the foot, and pause your hand so that the amount of the substance of the hernia is burned;
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the method of cauterization, and it is special with the knife, the shape of which is placed before you.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, a little more carefully it is done that this may not be too much; and when the knife goes on, a little of the excess of gruel is removed.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then take care of the areas that have been burned with water until they are healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	On the Cauterization of Old Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you treat it with water as we have said, and your treatment does not work on the hernia, and there is no fever, then cauterize it with four cauterizations: on all the corners of the head; and on the top part of the head, as we have said; and on the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cauterization is done according to what has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is then cauterized over the mouth of the stomach, and a little more; and then water is applied to it that has been burned.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On the Cauterization of New Apoplexy and Obliation Done by Flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Then give the hernia in the beginning with large jerks and pills, telling them a story.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And then shave the patient's head completely, and place on his chest the plaster described in the treatise on plasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And pause a few moments, for this is a way of cauterizing.
E fay aquo segon aquel meteys orde le qual ja he dit.	And then apply water according to the order that we have already mentioned.
