Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaqua.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see it, administer the cauterization which we spoke of in the second part of the iron method using two knives, and it is better cauterization and more certain.
Capitol .v.	First.
De cauterisacio de las dolors de aurelhas.	Of cauterization of the pain of the ears.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When the ear hurts because it is scratched and the pain is treated with soothing medicines and the other cure which I spoke of in the division, and if the pain does not come back, then burn the cauterization, and this is the one that has no precise point, and this is the way:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then place the point of the knife close to the ignition, and direct it towards the entire ear as it is rolled over, or around each semiluna if the pain is in any one of them.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with the knife' edge along the ear slowly and carefully, so that you do not hurt the location with trying to touch it.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery must make points all around the foot, and then bring it up, and appropriately heal the wounds that are there so they can be healed.
Capitol .vi.	Chapter VI.
De cauterizacio de turtura.	On the Cauterization of Scurvy.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Scurvy is cured and cauterized with spices that come through the blood, as we have said in the division of scurvy diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterizing with a spice that comes through drought or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of scurvy with poultices and calms and gulping, and do not confer your cure, then consider that you cauterize the patient with three cauterizations: the first on the ear, and the second a small cauterization on the thigh, and the third on the union of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause the small cauterization for the opposite of the scurvy departure, for softening does not happen except in the part that is healthy and whole.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with the cauterization on the right side of the tip of the ear, placing a small one on top of the hairline, and in the thigh, whose length should be according to the length of the said poultice, and pause your hand so that the quantity of the spice is burned up by half.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauterization, which is especially for the knife, the shape of which is placed before you.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But even more it is that this one little bit also comes to its ends; and consider that the knife does not cut in vain a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then heal the wounds with water that is before it is healed so that they can be healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	On the Cauterization of Old Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When old apoplexy is and you do not confer your medicine to the patient or there is no fever, then cauterize it with four cauterizations: on all the hairlines of his head; and on the cauterization and the middle place of his head, as we have said; and on the chin.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way to do the cauterization is to do it according to what has been said before.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And then it is cauterized on top of the stomach's mouth; and more so; and it should be carefully healed with water that you heal before.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On the Cauterization of Oblivion Caused by Flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Then give the patient in the beginning large poultices and pills with the servant shouting.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And then shave all of the patient's head and place it on his chest, covered by a cloth described in the book about plasters.
