Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucashi .
De cauterisacio de las dolors de aurelhas.	Of the treatment for the pain of ears.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to scratching and it has not been treated with the other treatment that we have mentioned in the division; then treat it with fire, and this is the way in which you should do it:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then turn the ear toward the fire and keep it in that position; and if the pain is due to one side of the ear, or to both sides, then treat each side separately by turning the ear toward the fire and keeping it in that position.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	As you move the cauterization towards the ear very slowly, so that you do not hurt the area around it,
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterization makes points all over the ear, and then cleans those areas, and then returns to where it was to cure the wounds.
Capitol .vi.	Chapter VI.
De cauterizacio de turtura.	On cauterization of torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture that is cured and the cauterization is not anything other than the spices that come by blood, according to what we have said in the divisions of the malvases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization with the spice that comes from dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat this kind of torture, let the ear be cut and rinsed and dried, and if you do not cure it with one cauterization, then do three: first cut the ear, second a little in the temple, and third join the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause the small cauterization on the opposite side of the torturous part, because softening comes only in the part that appears to be healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of the cauterization is that you cauterize it with the cauterization on the right side of the ear, a little higher up on the lobe, and in the temple, whose length should be according to the length of the said pulse, and pause your hand so that the quantity of the spice of the wound is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the form of the cauterization, and it is especially for the knife, the shape of which is before the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it is more prudent that a little should be added with a little vinegar; and when you cauterize, do so in such a way that no superfluous grease remains.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then return to the area that has been cut with water until it is cured.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	On cauterization of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When the apoplexy is ancient and you treat it with water as we have said, and do not confer your medicine, and the patient does not have a fever, then cauterize that four times: over all the lobes of his head; also at the base of the skull, as we have said; and on the tongue.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way to perform the cauterization is done according to what has been said before.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is now cauterized over the mouth of the stomach; and there is more to follow; then return to be cured with water that has been cut.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On cauterization of obligation performed by flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Then give the patient in the beginning very large rubs and small pills, speaking with a loud voice.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then return to the top of the patient's head, and place your hand on his throat in order to see better with a lit candle.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	Then pause for a few moments, because that is the way to perform cauterization.
E fay aquo segon aquel meteys orde le qual ja he dit.	Then pour water according to that measure that I have already said.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And if it is good for the health, then do so; otherwise, make three cauterizations on the back of the head, which are to be separated from each other according to the length of the pulse from the top of the head down to the bottom.
