Ayssi comensan las paraulas de Albucasim .	Thus begins the treatise of Al-Bucayashi .
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear and it is treated with lacative medicines and with the other treatment that I have mentioned in the division of causes, and if the pain does not return; then burn the cauterization, and this is the one that has no points, which is called:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then place the point near the ignition, and direct it towards the entire ear as if it were rotating, or in the circle of each one if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with the cauterization of the ear tip slowly little by little, and then place your hand on that place to prevent pain from spreading.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterization of it is made with points all over the ear, and this is it, then heal the places until they are healed.
Capitol .vi.	Capital sixth.
De cauterizacio de turtura.	Of cauterization of torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The torture that is cured and the cauterization is not except for the kinds of medicine that comes by blood.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the kind that causes dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you heal that kind of torture with jerks and purifications and gurglements, and if your treatment does not benefit; then consider that you cauterize the patient from three directions: the first is the tip of the ear, the second is a small piece from the temple, and the third is the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place the small cautery against the opposite side of the hernia, for healing does not occur except in the area that is sore.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize the small cautery against the right side of the earlobe by placing a small piece on top of the ear, and in the opposite one, its length being according to the length of the said foot, and pause your hand cauterized until it is burned the amount of the bulk of the wound of the skin.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and is especially made of a knife, the shape of which is placed in front.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However it is better that you place a little more of the knife; and cover with a thin layer of grease a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then clean the area carefully before treating it.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of Cauterization for Old Stroke.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When an old stroke has occurred and you have already used the water (which we have mentioned) and do not give it medicine and the patient does not have a fever, then cauterize with four cauteries: on all the ears of his head; and on the top of his head, as well as the place that is sore; and on the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way of the cautery is done according to what we have said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	Then it is cauterized over the mouth of the stomach; and there is a delay; and then clean those areas that have been cauterized.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of Cauterization for Oblique Wounds Made with a Flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Cover the patient in the beginning with large sheets and provide him with water to drink.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the head of the patient completely, and place a plaster on his forehead, as described in the treatise on plasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	Then place some small needles, for that is a way of cauterizing.
E fay aquo segon aquel meteys orde le qual ja he dit.	Then give water according to the measure which we have mentioned.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And if by that it is healed well, then do not do anything; but if no, then place three cauteries on the back of his head, which are placed from the top of the head, over the left side, within the space between the two ears.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	Then place the thickness of the knife between each cauterization; and then clean the cauterization with water which has been prepared.
