Praefatio.	Here is the translation:
Verumtamen necesse est tibi, ut caueas a continuatione mandibulae, quae mouetur apud masticationem, ne aduratur latus, aut neruus qui mouet ipsam, unde accidat spasmus.	However, it is necessary for you to beware of the continuation of the jawbone which moves during mastication, lest the side or nerve that moves it be burned, and a spasms occur.
Et esto super custotiam, et cautelam de fluxu sanguinis arteriae, quae abscisa est.	And be on guard against bleeding from the artery which has been cut.
In abscisione enim eius est timor, et praecipue ei qui ignorat illud quod facit, et non est studiosus, nec expertus: et dimittit operationem cum eo in primis.	For the cutting of it is a source of fear, and especially for one who does not know what he is doing and is not studious or experienced: and he leaves off the operation with that very first.
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I come back with the recollection of the regimen for controlling the bleeding that occurs from an artery according to its own method, and in its place in this book.
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	If you see that from illness the cautery does not suffice for him, and you see the patient's body enduring the cautery in the middle of the head, as we have narrated, care for the wound until it is healed.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you wish, apply the cautery that we mentioned in the chapter on extracting an artery with a cautery having two knives.
Est enim cauterizatio melior hac et magis conferens.	For this cautery is better and more effective.
¶ De modo cauterizandi in dolore Aurium.	On the manner of cauterizing the ears in pain.
Caput VI.	Chapter VI.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When pain occurs in the ear from cold and is treated with remedies and the remaining treatment that we mentioned in the division, and the pain does not subside, then apply a cautery with fire: and it is what is called a Point, whose form is this.
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then the point with it after its ignition in a circle around the entire ear, as it revolves; or in a circle of both, if pain is simultaneously present in both.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And extend yourself with the cautery from the root of the ear for a little bit, after you have marked the places with encaustic: and let the quantity of the cautery be ten points on each ear, and so on.
Deinde cura loca, donec sanentur.	Then care for the places until they are healed.
¶ De modo cauterizandi in Tortura.	On the manner of cauterizing in Torture.
Caput VII.	Chapter VII.
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	The torture that is cured with cauterization is not from any of the types that occur due to phlegm, according to what we mentioned in the divisions of illnesses.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And having applied the cautery to the species that occurs due to drying and nerve spasm.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you treat this species of torture with hirings, head-washings, and gargling, and your treatment does not help, then it is necessary to cauterize the patient three times: one at the root of the ear, and the second a little below its time, and the third at the junction of the two lips.
Et pone Cauterium tuum ex contrario partis infirmae.	And place your cautery opposite the weaker part.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	Because softening does not occur unless it is in a part that appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the shape of cauterization is this: that you cauterize with the cautery directly on the upper extremity of the ear, a little below the horn of the head; and at another time: whose length is according to the length of the thumb.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And place your hand with the cautery until it burns a quantity equal to the thickness of the skin in the middle.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the form of the cautery, and it is a kind of knife, whose shape is as follows: although it is not much thinner than what you see, and it is necessary for there to be a little excess thickness on it.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then take care of the area with what has preceded: until it heals.
¶ De modo cauterizandi in Apoplexia antiqua.	Of the manner of cauterizing in old apoplexy.
Caput VIII.	Chapter VIII.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When old apoplexy is present and you treat it with what we have said, but your treatment does not help, and the patient does not have a fever, then cauterize him with four cauteries on all of his horn-like protrusions from the head, and the cautery in the middle of the head, as we have said, and the cautery at the back of the head, according to what has preceded: and the manner of cauterization is according to what has preceded.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	Also cauterize with a cautery on the mouth of the stomach: and it is the most last.
Deinde curetur, cum eo quod praecessit.	Then treat, with what has preceded.
¶ De modo cauterizandi in Obliuione.	Of the manner of cauterizing in Oblivion.
Caput IX.	Chapter IX.
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	It is necessary that in the cup, be given first to the patient a great amount of hyeracium, and purifying pills for the brain.
Deinde rade caput infirmi totum, et pone super occipitium eius emplastrum de synapi descriptum in tractatu emplastrorum: et pone ipsum aliquotiens.	Then apply an emplaster to the whole head of the patient, and place on the back of his head the plaster described in the treatise on emplasters, and repeat it several times.
