Praefatio.	Here is the translation:
Verumtamen necesse est tibi, ut caueas a continuatione mandibulae, quae mouetur apud masticationem, ne aduratur latus, aut neruus qui mouet ipsam, unde accidat spasmus.	However, it is necessary for you to beware of the continuation of the jawbone which moves during mastication, lest it be burned or the nerve that moves it, whereby a spasms may occur.
Et esto super custotiam, et cautelam de fluxu sanguinis arteriae, quae abscisa est.	And be on guard and take care to prevent bleeding from the severed artery.
In abscisione enim eius est timor, et praecipue ei qui ignorat illud quod facit, et non est studiosus, nec expertus: et dimittit operationem cum eo in primis.	For there is fear in its severing, and especially for one who is ignorant of what he is doing, and not studious or experienced: and he abandons the operation at once.
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I come with a reminder of the regulation of bleeding from an artery according to its own manner, and in its place in this book.
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	If you see that from sickness a wound is not being healed by this cautery, and you see the sick person bearing with patience the cautery in the middle of their head, just as we have narrated, then treat the wound until it heals.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you wish, apply the cautery that we mentioned in the chapter on extracting an artery with a cautery having two knives.
Est enim cauterizatio melior hac et magis conferens.	For this cautery is better and more effective.
¶ De modo cauterizandi in dolore Aurium.	On the manner of cauterizing in earache.
Caput VI.	Chapter 6.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When pain occurs in the ear due to cold and is cured with salves and the rest of the treatment we mentioned in the division, but the pain does not depart, then apply the fire cautery: and that is what is called a Point, whose form is this.
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then make the point with it after its ignition on the entire circumference of the ear, as it revolves; or on the circumference of both, if the pain is simultaneously present in both.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And stretch out with the cautery from the root of the ear for a little bit, after you have marked the places with wax: and let the length of the cautery be ten points on each ear, and so forth.
Deinde cura loca, donec sanentur.	Then cure the places until they heal.
¶ De modo cauterizandi in Tortura.	On the manner of cauterizing in torture.
Caput VII.	Chapter 7.
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	The torture that is cured by cauterization is not excepting those species which occur from phlegm, according to what we mentioned in the divisions of diseases.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And having applied the cautery to the species that occurs from dryness and nervous spasm.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you treat this species of torture with hyssop, and powdering the head, and gargling, and your treatment does not bring relief, then it is necessary to cauterize the patient three times: one at the root of the ear, and a second a little lower than that, and a third at the junction of the two lips.
Et pone Cauterium tuum ex contrario partis infirmae.	And place your cauterizer on the contrary side of the weaker part.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	Because softening does not occur unless it happens in a part that appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the form of cauterization is that you cauterize it directly at the tip of the upper ear, a little below the horn of the head: and afterwards, as long as the length of the thumb.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And place your hand with the cauterizer until it burns a quantity equal to the thickness of half the skin.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the form of the cauterizer, and it is a kind of small knife, whose shape is as follows: although it is not much finer than what you see: and it should be so that the knife is a little above the excessive thickness.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then take care of the place with what preceded: until it heals.
¶ De modo cauterizandi in Apoplexia antiqua.	On the manner of cauterizing in Ancient Apoplexy.
Caput VIII.	Chapter VIII.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When ancient apoplexy sets in and you treat it as we have said, and your treatment does not take effect, and the patient has no fever, then cauterize him with four cauterizers on top of his entire head, and one in the middle of his head, as we have said, and another at the back of his head, according to what has preceded: and the manner of cauterizing is according to what has preceded.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	And also cauterize with the cauterizer above the mouth of the stomach: and this is the final one.
Deinde curetur, cum eo quod praecessit.	Then treat it as what preceded.
¶ De modo cauterizandi in Obliuione.	On the manner of cauterizing in Oblivion.
Caput IX.	Chapter IX.
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	It is necessary that in the drink of the first patient, there should be given great hyena and purifying pills for the brain.
Deinde rade caput infirmi totum, et pone super occipitium eius emplastrum de synapi descriptum in tractatu emplastrorum: et pone ipsum aliquotiens.	Then quickly dress the entire head of the patient and place on the back of his head an ointment made from vinegar, as described in the treatise on ointments: and place it several times.
