Praefatio.	Here is the translation:
Quando curas hemicraniam, cum eo quod diximus ex curatione praecedente, et quod diximus in diuisionibus aegritudinum, et non confert curatio: et uides ex aegritudine, quod non sufficit ei quod diximus ex cauterio primo cum medicina, aut cum cauterio cum igne, tunc oportet ut ignias Cauterium cultellare, donec albificetur postquam signas super locum doloris cum linea, cuius longitudo sit medietas digiti, aut quasi illud: et depone manum tuam uice una, et stringe eam donec incidas arteriam, et peruenias usque ad os.	When you are treating a brain hematoma, as we have said in the preceding cure, and what we have said about the divisions of illnesses, and it does not help to treat: and you see from the illness that what we said from the first cauterization with medicine, or with burning cauterization, is not sufficient for him; then it is necessary that you ignite the Cauterium with a knife, until it becomes white after you have marked on the place of pain with a line, whose length is half a finger or nearly so: and put your hand in one way, and grasp it until you cut the artery, and reach up to the mouth.
Verumtamen necesse est tibi, ut caueas a continuatione mandibulae, quae mouetur apud masticationem, ne aduratur latus, aut neruus qui mouet ipsam, unde accidat spasmus.	However, it is necessary for you to beware of the jawbone's movement during mastication, lest the side or nerve that moves it be burned, and thus a spasms occur.
Et esto super custotiam, et cautelam de fluxu sanguinis arteriae, quae abscisa est.	And be on guard against bleeding from the artery that has been cut.
In abscisione enim eius est timor, et praecipue ei qui ignorat illud quod facit, et non est studiosus, nec expertus: et dimittit operationem cum eo in primis.	For the cutting of it is fearful, and especially for one who does not know what he is doing and is not studious or experienced: and he abandons the operation at first.
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I come with a reminder of the regulation of the flow of blood that occurs from the artery according to its own manner, and in its place in this book.
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	If you see that from illness, this cautery does not suffice for him, and you see the sick person bearing a cautery in the middle of their head, as we have narrated, treat the wound until it is healed.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you wish, apply the cautery that we mentioned in the chapter on extracting an artery with a cautery having two knives.
Est enim cauterizatio melior hac et magis conferens.	For this cautery is better and more effective.
¶ De modo cauterizandi in dolore Aurium.	About the manner of cauterizing in earache.
Caput VI.	Chapter VI.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When earache occurs due to cold and is treated with poultices and the remaining treatment which we mentioned in the division, and the pain does not cease, then use a cauterizing fire: and it is that which is called a Point, whose form is this.
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then, the point with him after its ignition is applied around the entire ear, as it revolves; or around both sides if the pain is simultaneously present on both.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And stretch yourself with the cauterizer from the root of the ear for a little while, after you have marked the places with encaustic; and let the quantity of the cautery be ten points on each ear, and so forth.
Deinde cura loca, donec sanentur.	Then, care for the places until they are healed.
¶ De modo cauterizandi in Tortura.	About the manner of cauterizing in Torture.
Caput VII.	Chapter VII.
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	The torture that is cured with cauterization is not excepted from the species that occur due to phlegm, according to what we mentioned in the divisions of illnesses.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And after the cauterization, treat the species that occurs due to drying up and nervous spasm.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you treat this species of torture with purges, and head-purgings, and gargles, and your treatment does not bring relief, then it is necessary to cauterize the patient three times: once at the root of the ear, and secondly a little below its natural position, and thirdly at the conjunction of the two lips.
Et pone Cauterium tuum ex contrario partis infirmae.	And place your cauterizer opposite the weaker part.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	Because softening does not occur unless it is in the part that appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the form of cauterization is, that you cauterize it with your cauterizer directly on the upper end of the ear, near the horn of the head a little; and again at another time: whose length shall be according to the length of the thumb.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And put your hand with the cauterizer until the quantity of the middle thickness of skin is burned.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the form of cauterizer, and it is a type from a knife, whose shape is given before: yet not so fine as you see: and it is necessary that the knife be in a little excess of thickness.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then take care of the place with what preceded it, until it heals.
¶ De modo cauterizandi in Apoplexia antiqua.	Of the manner of cauterizing in ancient apoplexy.
Caput VIII.	Chapter VIII.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When ancient apoplexy becomes old and you have treated it with what we said, and your treatment does not help, and the patient has no fever, then cauterize him with four cauterizers on all of his horn of the head, and a cauterizer in the middle of his head, as we said, and a cauterizer on the back of his head, according to what came before: and the manner of the cauterization is according to what came before.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	And also cauterize with a cauterizer on the mouth of the stomach: and it is the final one.
Deinde curetur, cum eo quod praecessit.	Then take care of it, with what came before.
¶ De modo cauterizandi in Obliuione.	Of the manner of cauterizing in forgetfulness.
Caput IX.	Chapter IX.
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	It is necessary that in the drink, for the first patient, there be given great hyoscyamus and cleansing pills for the brain.
