Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqashani's words.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see this, administer the cauterization which we have described in the head of stretching the artery with two knives, and this is the best cauterization and more so.
Capitol .v.	Fifth.
De cauterisacio de las dolors de aurelhas.	Of cauterization for ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to scratching and it does not benefit from the other treatment that we have described in the division of causes, then burn the cauterization, and this is the one which has no name, and this is its form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then place the tip of the knife or iron on the edge of the ear, and move it in a circular motion, or around the whole ear if the pain is there; or place it on one side of the ear and then move it to the other side if the pain is on that side.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Alonge them, little by little, the cauterization of the ear lobe, so as not to make him lose his balance by trying the place with a touch.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterization of the points is done on the entire ear lobe, and those are already healed, and the places are then cleaned so that they are healthy.
Capitol .vi.	Chapter VI.
De cauterizacio de turtura.	Of cauterization of torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture which is cured and has not to do with the spices that come through the blood, according to what we have said in the division of the maltitudes.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the spice which comes forth from drought or from a nerve spasm.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that kind of torture with jerrings and capipurgies and gargles, and do not confirm your cure, then three cauterizations are to be done: the first on the lobe of the ear, the second on a small piece of skin from the temple, and the third on the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause the small cauterization on the opposite side of the male malady, for softening does not happen except in that part which is healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the shape of the cauterization is that you cauterize it on the right side of the lobe of the ear, placing a small piece over the top of the head, and in the temple, which is according to the length of the said piece, and pause your hand so that the quantity of the spice of the blood comes out.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the shape of the cauterization, and it is special with the knife, the shape of which is placed in front of the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But even more careful is it that he put a little of the spice on the feet, and that he does not use too much useless grace.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then return the place to where it was before being cut, so that it is healthy.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of cauterization of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you have said that you do not confirm your cure on the patient who has no fever, then four cauterizations are to be done: on all the hair of his head; and on the place where the pulse was before, as we have said; and in the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way of doing the cauterization is done according to what has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is cauterized over the mouth of the stomach; and then follow; and be cleaned with water that you have cut.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of cauterization of oblivion caused by flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Then give the patient in the beginning jerrings big and pills with a strong voice.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then return the head of the patient completely, and place it on the neck of him with the paste described in the treatise of pastes.
