Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaa'.
De cauterisacio de las dolors de aurelhas.	Of the cauterization of ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain from scratching and it is treated with the causes of the scratch cure and with the other cure that I have mentioned in the division, and if the pain does not improve, then burn the cauterizing, and this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then burn the end of the knife towards its ignition, and direct it around the whole ear as a rolling wheel or in the circuit of any small part if the pain is there.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with the cauterizing of the hair of the ear, slowly but surely so as not to burn the place with the tip.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterizing of punctures is spread over the whole ear, and then it, and heal the places so that they are healed.
Capitol .vi.	Capitolo sesto.
De cauterizacio de turtura.	Of the cauterization of a tumor.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A tumor that is cured and the cauterization is not anything other than the medicines that enter through the blood according to what we have mentioned in the causes of the head' water.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization by the heat of the instrument, which endangers the person through drying out or spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that kind of torture with ablation and purgation and enema, and don't control your treatment, then when you cauterize the anus with three things: first, razing the anus, second, a small piece of hot iron, third, the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause the small cauterization for the opposite of the bad part, because softening doesn't happen except in the part that is healing and becoming healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize that with the cauterizer on the right side of the edge of the anus, placing a small piece above the hairline of the head, and in the hot one, whose length should be according to the length of the said leg, and then pause your hand on it cauterized so that the amount of the essence of the wound is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the form of the cauterization, and it is special with the knife, the shape of which is facing forward.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But more importantly, that little one slowly pours out; and when it comes to the knife in place of unnecessary excess richness a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then treat the area with water that is already cooked in front of it so that it heals.
Capitol .vii.	Chapter .vii.
De cauterizacio de apoplextia antiqua.	On Cauterization for Ancient Apoplexies
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When an ancient apoplexy is and you treat it with water that we have said and don't give your medicine and the person doesn't have a fever, then cauterize that with four things: over all the hairs of his head; and at the cauterizer and the top of his head, as we have said; and at the skull.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way of the cauterization is done according to what has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is already cauterized over the mouth of the stomach; and more later; and then, treat it with water that you have cooked.
Capitol .viii.	Chapter .viii.
De cauterizacio de obblivio fayta per flacma.	On Cauterization for Oblivion Caused by Flame
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Then give the patient in the beginning great jerras and pills with a servant telling them.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then return the head of the patient to the barber who is in charge, and place him on his back with a black cloth described in the treatise about plasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	Then pause some drops, because that is a way of cauterization.
E fay aquo segon aquel meteys orde le qual ja he dit.	And make it according to the water measure that I have already said.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And then if it is good for the person's health; and otherwise, then do three things on the back part of his head, which are placed from the back edge of the head to the front edge within the hairline.
