Ayssi comensan las paraulas de Albucasim .	Ayssi learns words from Albuquerque.
Capitol quart.	A capital quart is a unit of measurement equal to one-fourth of an imperial gallon or approximately 1.136 liters in the metric system. It originated from British customary units and was commonly used in England before being replaced by the liter as part of the standardization of measurements during the metrication process. Despite no longer being widely used, understanding various historical measurement systems like the capital quart is essential for comprehending cultural heritage and appreciating how advancements have shaped our present-day methods of quantifying volume.
De cauterizacio d’emigranea antiqua.	Ancient emigration cauterization.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	You should not take emigrants who have spoken of the previous cauterization, nor those spoken about in divisions of illnesses, and do not make use of the previous cauterization, but rather perform it at times for the illness which is insufficient by what has been said of the first or medicinal cauterization or that by fire; you should heat the cutting tool so that it becomes albedo-like before doing so, and then measure over the site of pain with a long line, wherein its length shall be as much as needed, or which one you choose. Then proceed to pierce your instrument through it until reaching bone, and pass into the canal.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	It is essential that you take care to prevent the continuation of mandibular issues, which are undesirable for chewing purposes, and ensure that the ligaments do not become strained or irritate nerves causing discomfort. Additionally, make sure it does not undergo spasms or swellings.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	This text is about the cautious and safe handling of an artery that begins its course, especially in the beginning where there is a fear, mostly to those who do not know what they are doing and are reckless; thus leaving the operation at the onset.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	Here I recall the story of the blood flow incident in our organization according to its standard procedure, at its place in this free land.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	If one suffers from this illness that does not heal with the burning of a cauldron and bears tolerable pain in his body, then cauterize it on the specified spot of the head as we have mentioned earlier, and treat the wound so that it becomes healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you wish, administer the cauldrons which we have mentioned in the chapter on glassware for cauterization, and those with two openings are better suited for this purpose as they allow for more even heating and easier use.
Capitol .v.	English: In the United States, "capitol" refers to a building where a legislative body meets. The most well-known example is the U.S. Capitol in Washington D.clock tower, known as the "dome," and it houses both chambers of Congress - the Senate and the House of Representatives.
De cauterisacio de las dolors de aurelhas.	Curing of the earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	In the ear, there is pain from friction and is treated with antibiotamoius therapy along with the other treatment mentioned in the section; it will not be resolved by just addressing the pain. After some hours of warmth, cauterization is performed, which has no puncture involved, as follows:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	When the ear is punctured or pierced, it's moved into its natural environment and spun like a wheel as part of the entire hearing system so that sound waves are in each channel if the pain is in any one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Turn the wheel of learning slowly, gradually gaining knowledge as you go along.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	Cut off all the thorns on the shrubbery entirely, and remove those that are close to where they're healing.
Capitol .vi.	VI Capital or Capitol refers to the Roman numeral for the number six (6). In the context of buildings and architecture, a capitol is usually associated with government structures - specifically state or national legislatures. The most famous example would be the United States Capitol in Washington D.C., where the Congress meets.
De cauterizacio de turtura.	Burning of the ear wax.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The healing and cauterizing ointment is nothing but of the spices that come by way of Fleece, as we have mentioned in the divisions of diseases.
