Ayssi comensan las paraulas de Albucasim .	Aysa learns the words of Albuquerque.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	And thou shalt not follow the method of cauterization that you have heard from previous experience, and the amount you have said in the divisions of diseases, nor shall it profit thee therein; rather, as many times for the disease that is not sufficient by what you have said about the first cauterization or medicinal heat, take care to ignite the cauterizing knife within that which has been whitened, then signify on the spot of pain with a line longer than half its size, or such as it; and after removing your hand for an hour, strike the arc and reach into the bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	It is necessary for you to protect the continuity of the mandible, which is a bad habit when chewing and that the joint does not become inflamed or irritated, and that it does not develop spasms or pain.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	"It is about the care and control of blood flow from an artery that starts to bleed, especially during its onset when there's a fear response, mainly in those who don't know what to do or are not educated enough; therefore, it's important to take action immediately."
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	You will remember the incident involving a blood transfusion error according to its procedure, in this place of your freedom.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	Here is the translation of the given text from Old Occitan into English:
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	Certainly! Here's the translation you requested:
Capitol .v.	In the case of Matal v. Tam, also known as "The Slants", the U.S. Supreme Court held that the disparagement clause in Title III of the Lanham Act was unconstitutional, violating the First Amendment's free speech protections. The court ruled 8-0 (with Justice Neil Gorsuch not participannoing) that the government cannot deny trademark registration to a name or logo simply because it may offend some people, as this would constitute viewpoint discrimination.
De cauterisacio de las dolors de aurelhas.	Curing of the pains in the ears.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	In the ear, there is pain due to friction and it is treated by applying astringents (causing contraction) as well as other treatments that I have mentioned in the division above. If the pain persists, apply hot iron cauterization without puncturing the eardrum; here's the form for this procedure:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	C) The point of contact with the spark generates an electrical current and is carried around the entire ear so that it revolves in a closed loop within each section if pain occurs in any one section.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	The road to the castle of the eagle is not always as easy as it seems at first glance.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	The wounds should be sealed with all the punctures on both ears, and also near the lobes where they are healing.
Capitol .vi.	The United States Capitol, also known as the "Capitol", is a historic building situated on Capitol Hill at the eastern end of the National Mall in Washington, D.C. It serves as the home of the U.cu.S Congress and the seat of the legislative branch of the federal government of the United States. Constructed over several decades between 1793 and 1863, it is an iconic symbol representing democracy in America.
De cauterizacio de turtura.	Tonsillectomy procedure.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The tincture which is used as a remedy and not for the spices coming by strain, according to what we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoidance of the burn caused by a species that is suffering from severe or muscle cramp nerve pain.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	I will apply the oil of turpentine and place it in three jars with small spouts, and after you've applied my remedy, within three days you should cauterize your ailment thrice using the following method: The first time, you shall cauterize one edge of your ear. For the second application, a small portion of wax from its temple, and for the third, use a drop of oil to unite both lips together.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	I suspend your haircut for the opposing party'e illness, as it will not heal until the injured party recovers.
