Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Baghdadi.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this illness does not respond to this cautery and when treating the patient's body is tolerable, apply the cautery in the middle of the head as we have measured it, and treat the wound until it heals.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see fit, administer the cautery that we have described in the chapter on strech of arteries with hot cauteries, and this is a better and more accurate cautery.
Capitol .v.	Chapter V.
De cauterisacio de las dolors de aurelhas.	Regarding the treatment of ear pain through cautery.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to friction and if it is treated with draining causes and other treatments which I have described in the division section, and the pain does not increase, then use fire for the cautery, and this is called 'puncture', whose form is:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then puncture close to the ignition point, and let it move around the entire ear like a wheel or in any part if the pain is in any location.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Continue applying the earlobe cautery little by little until you succeed in placing it where needed.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery is applied to all parts of the earlobe, and then fixes it in place, then you should also treat the areas inside so that they heal.
Capitol .vi.	Capitol .vi. (This could be an abbreviation or part of a larger text, possibly related to medical terminology where 'Capitol' refers to the head and '.vi.' stands for "viscera".)
De cauterizacio de turtura.	Regarding earlobe cautery.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The earlobe which is treated and by cautery is nothing other than the specific substances that pass through phlegm, as we said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid earlobe cautery for the substance that passes due to drying or due to spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that earlobe substance with jujubes, calms and cures, without confirming your treatment, then it is that you cauterize the patient with three cauteries: the first should be at the earlobe, the second a bit in his ear canal, and the third should be on the junction of both lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cautery for the opposite side of the affected ear, where mollification does not come but in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cautery is that you cauterize there at the earlobe's tip for a bit above on the corner of the head, and in the ear canal elsewhere, the length of which should be according to the length of that lump, then place your hand inside until the amount of the substance of the disease is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the method of cautery, and it's a speciality of the surgeon, whose form should be on front table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it's rather subtle that one needs to do this a little bit with the earlobe; and you should notice when it gets rid of excess roughness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then treat the area where what is before passes, until it heals.
Capitol .vii.	Capitol .vii.
De cauterizacio de apoplextia antiqua.	Regarding old apoplectic cautery.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you treat it as we've said without confirming your treatment and the patient doesn't have fever, then apply four cauteries: over all the corners of his head; like we've said also for the middle part of the head; and do so on the stomach.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of cautery is done according to what was mentioned above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And when it has been cauterized over the mouth of the stomach; and more behind; then treat what you have started.
