Praefatio.	Prologue.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you wish, use the cautery with two knife-like edges that we mentioned in the chapter on arterial cautery.
Est enim cauterizatio melior hac et magis conferens.	For this cautery causes better burning and is more beneficial.
¶ De modo cauterizandi in dolore Aurium.	On the method of cauterizing ear pain.
Caput VI.	Chapter 6.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When ear pain occurs due to cold and is treated with solvents and other remedies mentioned earlier but the pain does not go away, then cauterize it with fire using a cautery called 'the point,' which has this shape:
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then make dots with it around the entire ear after igniting it, as it revolves: or around both if there is pain in both ears.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And lengthen the cautery from the root of the ear a little, after you have marked the places with the hot iron; and let the amount of cautery be ten punctures in every ear, and almost that.
Deinde cura loca, donec sanentur.	Then treat the areas until they are healed.
¶ De modo cauterizandi in Tortura.	About the manner of cauterizing in Torture.
Caput VII.	Chapter VII.
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	The torture which is treated with cautery is only of kinds which occur from phlegm, according to what we said in the divisions of illnesses.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And avoid cauterizing species that occurs from drying out and spasm of the nerve.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you treat this kind of torture with herbs, and purgatives, and gargarisings, and your treatment does not help, then it is necessary to cauterize the infirm person with three cauteries: one at the root of the ear, and second a little lower from its time, and third at the junction of the two lips.
Et pone Cauterium tuum ex contrario partis infirmae.	And place your cautery on the opposite side of the infirm part.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	For softening does not occur except in the part that appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the form of cautery is that you should cauterize with the cautery itself on the direct extremity of the upper ear under the horn of the head a little, and on the tympanum: whose length should be according to the length of the thumb.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And remove your hand with the cautery until it burns through half the thickness of the skin.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the form of the cautery, and it is a species from a cutlery knife, whose form is shown above: but it should not be too thin, as you see; and it is necessary that there be excess thickness on it a little like a knife.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then treat the areas with what was prescribed earlier until it heals.
¶ De modo cauterizandi in Apoplexia antiqua.	About the manner of cauterizing in ancient apoplexy.
Caput VIII.	Chapter VIII.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When apoplexy is of long standing and the treatments we have described do not help, nor does your medication bring about any improvement, and the patient has no fever, then cauterize him with four cauteries upon each horn of his head, and one cautery in the middle of his head as already mentioned, and another cautery at the back of his head according to what is described before: and the method of cautery should be as previously stated.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	And also cauterize with a cautery upon the stomach bone, which is the last resort.
Deinde curetur, cum eo quod praecessit.	Then treat him with what preceded [i.e., the previously mentioned treatments].
¶ De modo cauterizandi in Obliuione.	On the method of cauterizing in the case of Paralysis (Obliquione).
Caput IX.	Chapter IX.
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	It is necessary that firstly the patient be given a large dose of hyera (a medicine made from the dung of a black ox) and pills to purge the brain.
Deinde rade caput infirmi totum, et pone super occipitium eius emplastrum de synapi descriptum in tractatu emplastrorum: et pone ipsum aliquotiens.	Next, shave the whole head of the patient, and place upon the back of his head the plaster made from mustard described in the treatise on plasters: and apply it frequently.
Ipsum namque est modus Cauterii: et fac illud secundum ordinem eundem, quem dixi illic.	For that indeed is the method of cautery: and do this according to the same order which I have described there [i.e., earlier in the treatise].
Si ergo sanatur per illud, bonum est.	If therefore he is cured by it, that is good.
Si non: tunc fac ei cauteria tria in posteriori parte capitis sui, quae sint descendentia a superiori parte capitis usque ad inferiorem partem oculi: et pone inter omne cauterium grossitudinem digiti.	But if not, then perform three cauteries on the back part of his head, descending from the upper part of his head to the lower part of his eye; and place between each cautery the thickness of a finger.
Deinde cura Cauterium, cum eo quod praecessit.	Then treat the cautery with what preceded [i.e., the previously mentioned treatments].
Si autem uis additionem, et infirmus est tolerans illud: tunc fac ei Cauterium in medio.	But if you wish to add more and the patient can tolerate it, then perform a cautery in the middle [of his head].
Quod si uis additionem: tunc cauteriza ipsum super duo cornua.	But if you wish to add still further, then cauterize him upon both horns.
Deinde cura ipsum, donec sanetur: sitque Cauterium oliuare secundum formam, quae praemissa est.	Then treat him until he is cured; and let the cautery be of olive-oil according to the shape which has been prescribed.
¶ De modo cauterizandi in Paralisi, et mollificatione.	On the method of cauterizing in the case of Paralysis and softening [of limbs].
Caput X.	Chapter X
Oportet ut procedas in mundificatione capitis cum hyeeris, et cum eo quod diximus.	It is necessary that you proceed with the cleansing of the head using hyera, and with what we have said.
