Praefatio.	Prologue.
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I will come with a reminder of how to manage the flow of blood that occurs from the artery according to its method and in its place in this book.
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	But if you see that the illness does not improve with this cautery and you see the patient's body enduring the cautery in the middle of the head as we have described, then treat the wound until it heals.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you wish, use the cautery that we have mentioned in the chapter on extracting the artery with a cautery having two knife-points.
Est enim cauterizatio melior hac et magis conferens.	For this cauterization is better and more helpful.
¶ De modo cauterizandi in dolore Aurium.	On the method of cauterizing for ear pain.
Caput VI.	Chapter 6.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When pain occurs in the ear due to coldness and is treated with remedies and other treatments mentioned in our divisions, but the pain is not relieved, then use a fire cautery. The shape of this cautery is as follows:
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then make punctures with it after igniting it around the entire ear, as it revolves; or around both if there is pain in both.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And lengthen it with the cautery from the root of the ear somewhat, after you have marked the places with caustic; and let the quantity of the cautery be ten punctures in each ear, like those.
Deinde cura loca, donec sanentur.	Then dress the wounds until they heal.
¶ De modo cauterizandi in Tortura.	Regarding the method of cauterizing in Torture.
Caput VII.	Chapter VII.
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	A torment that is treated with cautery is only of those kinds that happen from phlegm, according to what we have said in the divisions of illnesses.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And avoid cauterizing the kind that happens from drying out and spasm of a nerve.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you treat this kind of torment with herbs and purges and gargarisms, but your treatment is not helpful, then it is necessary to cauterize the sick person with three cauteries: one at the root of the ear, and a second somewhat below its own time, and a third at the junction of the two lips.
Et pone Cauterium tuum ex contrario partis infirmae.	And place your cautery on the opposite side of the weakened part.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	For softening does not happen except in the part that appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the form of the cautery is that you should cauterize with it at the direct extremity of the upper ear beneath the horn of the head somewhat; and another on the time: whose length shall be according to the length of a finger.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And place your hand with the cautery until it burns up half the thickness of the skin.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the form of the cautery, and it is of knife-like shape, whose form is shown beforehand: however, do not make it too thin, as you see; and it is necessary that there be a little excess thickness on the blade.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then dress the wounds with what preceded: until they heal.
¶ De modo cauterizandi in Apoplexia antiqua.	How to cauterize in ancient apoplexy.
Caput VIII.	Chapter VIII.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When apoplexy becomes chronic and you treat it with what we said, but your treatment is not helpful, and the sick person does not have a fever, then cauterize him with four cauteries on all horns of his head, and one in the middle of the head, as we have said, and one at the back of the head, according to what preceded: and the manner of cautery shall be according to what preceded.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	And he is also cauterized with a cautery on the bone of the stomach; and this is the last one.
Deinde curetur, cum eo quod praecessit.	Then treat him with what preceded.
¶ De modo cauterizandi in Obliuione.	On the method of cauterization in Hemiplegia.
Caput IX.	Chapter 9
Oportet ut in potu dentur in primis infirmo hyerae magnae, et pillulae mundificantes cerebrum.	It is necessary that first to the drink of the sick are given great leeches and pills for cleansing the brain.
Deinde rade caput infirmi totum, et pone super occipitium eius emplastrum de synapi descriptum in tractatu emplastrorum: et pone ipsum aliquotiens.	Then shave the head of the sick one entirely, and place on his occiput the plaster made from senna, as described in the treatise on plasters: and apply it repeatedly.
Ipsum namque est modus Cauterii: et fac illud secundum ordinem eundem, quem dixi illic.	For this indeed is the manner of cautery: and do this according to the same order which I said there.
Si ergo sanatur per illud, bonum est.	If therefore he is healed by it, that is good.
Si non: tunc fac ei cauteria tria in posteriori parte capitis sui, quae sint descendentia a superiori parte capitis usque ad inferiorem partem oculi: et pone inter omne cauterium grossitudinem digiti.	But if not: then make him three cauteries on the back part of his head, which are descending from the upper part of the head to the lower part of the eye; and place between every cautery the thickness of a finger.
Deinde cura Cauterium, cum eo quod praecessit.	Then treat the cauteries with what preceded.
Si autem uis additionem, et infirmus est tolerans illud: tunc fac ei Cauterium in medio.	But if you wish an addition, and the sick person is enduring it: then make him a cautery in the middle.
Quod si uis additionem: tunc cauteriza ipsum super duo cornua.	But if you wish another addition: then cauterize him on both horns.
